SourceFile,Line,Heading,Text,Classification,RequirementIDs,Basis
01-EVERYTHING-WE-ARE-KEEPING.md,1547,20.6 Inspector capabilities,Source comparison,REQUIREMENT,LAM-ARCH-189,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1548,20.6 Inspector capabilities,Bulk tri-state controls,REQUIREMENT,LAM-ARCH-190,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1549,20.6 Inspector capabilities,Review links,REQUIREMENT,LAM-ARCH-191,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1550,20.6 Inspector capabilities,Open in folder,REQUIREMENT,LAM-FOLDER-032,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1551,20.6 Inspector capabilities,Open sidecars,REQUIREMENT,LAM-ARCH-192,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1552,20.6 Inspector capabilities,Copy/export raw data,REQUIREMENT,LAM-ARCH-193,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1553,20.6 Inspector capabilities,History,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-111,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1554,20.6 Inspector capabilities,Undo,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-047,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1555,20.6 Inspector capabilities,Read-only indicators,REQUIREMENT,LAM-ARCH-194,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1556,20.6 Inspector capabilities,Sidecar health,REQUIREMENT,LAM-ARCH-195,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1557,20.6 Inspector capabilities,AI status,REQUIREMENT,LAM-AI-028,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1558,20.6 Inspector capabilities,Consistency status,REQUIREMENT,LAM-ARCH-196,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1560,20.6 Inspector capabilities,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1562,21. Search,# 21. Search,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1564,21. Search,All search remains local.,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1566,21. Search,Lamha keeps search by:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1568,21. Search,Filename,REQUIREMENT,LAM-ASSET-114,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1569,21. Search,Original filename,REQUIREMENT,LAM-ASSET-115,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1570,21. Search,Folder,REQUIREMENT,LAM-FOLDER-033,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1571,21. Search,Event,REQUIREMENT,LAM-EVENT-050,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1572,21. Search,Event type,REQUIREMENT,LAM-EVENT-051,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1573,21. Search,Date range,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-099,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1574,21. Search,Year,REQUIREMENT,LAM-ARCH-197,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1575,21. Search,Camera,REQUIREMENT,LAM-ARCH-198,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1576,21. Search,Camera owner,REQUIREMENT,LAM-ARCH-199,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1577,21. Search,Photographer,REQUIREMENT,LAM-ASSET-116,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1578,21. Search,Uploader/importer,REQUIREMENT,LAM-ARCH-200,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1579,21. Search,Visible people,REQUIREMENT,LAM-PERSON-082,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1580,21. Search,Event attendees,REQUIREMENT_CROSS_REFERENCE,LAM-EVENT-032,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1581,21. Search,Relationship,REQUIREMENT,LAM-PERSON-083,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1582,21. Search,Group,REQUIREMENT,LAM-PERSON-084,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1583,21. Search,Historical group,REQUIREMENT,LAM-PERSON-085,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1584,21. Search,Tag,REQUIREMENT,LAM-ARCH-201,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1585,21. Search,Album,REQUIREMENT,LAM-ARCH-202,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1586,21. Search,Favorite,REQUIREMENT,LAM-ARCH-203,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1587,21. Search,Location,REQUIREMENT,LAM-ARCH-204,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1588,21. Search,GPS presence,REQUIREMENT,LAM-ARCH-205,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1589,21. Search,File type,REQUIREMENT,LAM-ARCH-206,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1590,21. Search,Resolution,REQUIREMENT,LAM-ARCH-207,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1591,21. Search,Duration,REQUIREMENT,LAM-ARCH-208,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1592,21. Search,Orientation,REQUIREMENT,LAM-ARCH-209,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1593,21. Search,Missing metadata,REQUIREMENT,LAM-META-033,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1594,21. Search,Review state,REQUIREMENT,LAM-ARCH-210,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1595,21. Search,Sidecar state,REQUIREMENT,LAM-ARCH-211,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1596,21. Search,AI state,REQUIREMENT,LAM-AI-029,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1597,21. Search,OCR text,REQUIREMENT,LAM-AI-030,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1598,21. Search,Semantic content,REQUIREMENT,LAM-ARCH-212,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1599,21. Search,Duplicate state,REQUIREMENT,LAM-DUPLICATE-004,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1601,21. Search,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1603,22. Local AI,# 22. Local AI,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1605,22. Local AI,Lamha keeps local:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1607,22. Local AI,Face detection,REQUIREMENT_CROSS_REFERENCE,LAM-PERSON-007,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1608,22. Local AI,Face recognition,REQUIREMENT_CROSS_REFERENCE,LAM-PERSON-008,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1609,22. Local AI,Face clustering,REQUIREMENT_CROSS_REFERENCE,LAM-PERSON-009,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1610,22. Local AI,Semantic search,REQUIREMENT,LAM-SEARCH-006,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1611,22. Local AI,OCR,REQUIREMENT_CROSS_REFERENCE,LAM-AI-014,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1612,22. Local AI,Exact duplicate detection,REQUIREMENT,LAM-DUPLICATE-005,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1613,22. Local AI,Similar-image detection,REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-024,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1614,22. Local AI,Burst grouping,REQUIREMENT,LAM-PERSON-086,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1615,22. Local AI,Object/content suggestions,REQUIREMENT,LAM-ARCH-213,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1616,22. Local AI,Local embeddings,REQUIREMENT,LAM-ARCH-214,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1617,22. Local AI,AI review queues,REQUIREMENT,LAM-AI-031,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1618,22. Local AI,Location suggestions,REQUIREMENT,LAM-ARCH-215,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1620,22. Local AI,Automatic event creation is not retained.,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1622,22.1 Hardware assessment,## 22.1 Hardware assessment,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1624,22.1 Hardware assessment,"Before initial AI processing, Lamha:",EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1626,22.1 Hardware assessment,```text,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1627,22.1 Hardware assessment,Inspects hardware,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1628,22.1 Hardware assessment,→ Counts eligible files,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1629,22.1 Hardware assessment,→ Benchmarks a sample,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1630,22.1 Hardware assessment,→ Estimates a time range,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1631,22.1 Hardware assessment,"→ Recommends CPU, GPU, or hybrid mode",EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1632,22.1 Hardware assessment,→ Lets the user confirm,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1633,22.1 Hardware assessment,```,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1635,22.1 Hardware assessment,It checks:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1637,22.1 Hardware assessment,CPU,REQUIREMENT,LAM-ARCH-216,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1638,22.1 Hardware assessment,Core count,REQUIREMENT,LAM-ARCH-217,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1639,22.1 Hardware assessment,RAM,REQUIREMENT,LAM-ARCH-218,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1640,22.1 Hardware assessment,GPU,REQUIREMENT,LAM-ARCH-219,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1641,22.1 Hardware assessment,Detectable GPU memory,REQUIREMENT,LAM-PERF-001,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1642,22.1 Hardware assessment,Operating system,REQUIREMENT,LAM-ARCH-220,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1643,22.1 Hardware assessment,Disk space,REQUIREMENT,LAM-ARCH-221,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1644,22.1 Hardware assessment,Photo count,REQUIREMENT,LAM-ASSET-117,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1645,22.1 Hardware assessment,Video count,REQUIREMENT,LAM-ASSET-118,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1646,22.1 Hardware assessment,Supported acceleration,REQUIREMENT,LAM-ARCH-222,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1648,22.2 Processing modes,## 22.2 Processing modes,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1650,22.2 Processing modes,```text,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1651,22.2 Processing modes,Automatic recommended,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1652,22.2 Processing modes,CPU only,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1653,22.2 Processing modes,GPU only,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1654,22.2 Processing modes,Hybrid CPU + GPU,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1655,22.2 Processing modes,Low-power,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1656,22.2 Processing modes,Pause on battery,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1657,22.2 Processing modes,Manual schedule,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1658,22.2 Processing modes,Selected folders only,EXAMPLE_OR_LITERAL,,Fenced example/literal; no normative ID
01-EVERYTHING-WE-ARE-KEEPING.md,1659,22.2 Processing modes,```,CODE_FENCE,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1661,22.3 Processing state,## 22.3 Processing state,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1663,22.3 Processing state,Lamha keeps task-specific AI state rather than one aiChecked Boolean.,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1665,22.3 Processing state,Each task records these required concepts across the SQLite working store and local cache:,CHILD_REQUIREMENT_CONTAINER,,Normative lead-in; following list rows carry the independently testable IDs
01-EVERYTHING-WE-ARE-KEEPING.md,1667,22.3 Processing state,"Task status, covering not started, queued, processing, completed, failed, cancelled, and invalidated lifecycle states",REQUIREMENT,LAM-ARCH-223,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1668,22.3 Processing state,Model identity,REQUIREMENT,LAM-AI-032,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1669,22.3 Processing state,Model version,REQUIREMENT,LAM-AI-033,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1670,22.3 Processing state,Source identity or cryptographic hash,REQUIREMENT,LAM-ARCH-224,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1671,22.3 Processing state,Relevant configuration identity or hash,REQUIREMENT,LAM-ARCH-225,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1672,22.3 Processing state,Processing/completion time,REQUIREMENT,LAM-ARCH-226,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1673,22.3 Processing state,"Invalidation or staleness state, distinguishing current, stale-reference, and rerun-required conditions",REQUIREMENT,LAM-ARCH-227,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1675,22.3 Processing state,"A completed task is skipped only when the source, model identity/version, relevant configuration, and current/clean invalidation concept still match.",EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1677,22.3 Processing state,"Task execution state, suggestion review state (Suggested, Approved, Rejected, Suppressed, Deferred, Stale as lifecycle labels), and persisted metadata review state are separate concepts. A stale invalidated result may remain for visibly marked reference but cannot silently change approved metadata; a rerun-required task is not eligible for normal use. A successful rerun records new provenance and returns to completed/current semantics.",REQUIREMENT,LAM-META-034,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1679,22.3 Processing state,"The exact serialized field names, enum spellings, JSON keys, SQLite structures, and initial schema version are selected during Phase 1 target-schema mapping rather than locked here.",EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1681,22.3 Processing state,[!IMPORTANT],REQUIREMENT_CROSS_REFERENCE,LAM-ARCH-016,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1682,22.3 Processing state,Disambiguation Box 3: AI Suggestions vs. Approved User Metadata,REQUIREMENT,LAM-AI-034,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1683,22.3 Processing state,"AI Derived Data: Hashes, embeddings, OCR indexes, face embeddings, and similarity vectors are rebuildable cache data and may be generated automatically. They remain visibly machine-derived and have zero authority over approved user metadata.",REQUIREMENT,LAM-AI-035,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1684,22.3 Processing state,"AI Suggestions: Candidate identities, tags, locations, relationships, photographers, duplicate actions, and other consequential interpretations are reviewable queue items. They have ZERO authority over user data until approved.",REQUIREMENT,LAM-AI-036,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1685,22.3 Processing state,"Approved User Metadata: Explicitly confirmed or manually entered user metadata (confirmed person names, confirmed relationships, approved tags, assigned events, manual dates). Stored authoritatively in .asset.json, event.json, person.json, etc., and backed up in .backup/.",REQUIREMENT,LAM-ASSET-119,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1686,22.3 Processing state,"Execution Guardrail: A weaker coding model MUST NEVER allow an AI suggestion to silently overwrite, modify, or delete approved user metadata, asset filenames, or directory placements without explicit user confirmation in the Review Centre.",REQUIREMENT,LAM-AI-037,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1688,22.4 AI data control,## 22.4 AI data control,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1690,22.4 AI data control,The user may remove:,REQUIREMENT,LAM-DELETE-001,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1692,22.4 AI data control,Face embeddings,REQUIREMENT,LAM-PERSON-087,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1693,22.4 AI data control,Semantic embeddings,REQUIREMENT,LAM-ARCH-228,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1694,22.4 AI data control,OCR,REQUIREMENT_CROSS_REFERENCE,LAM-AI-014,Binding clause is text-identical to an allocated stable requirement
01-EVERYTHING-WE-ARE-KEEPING.md,1695,22.4 AI data control,Object suggestions,REQUIREMENT,LAM-ARCH-229,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1696,22.4 AI data control,Duplicate similarity data,REQUIREMENT,LAM-DUPLICATE-006,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1697,22.4 AI data control,All AI-derived data,REQUIREMENT,LAM-ARCH-230,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1699,22.4 AI data control,Removing AI data does not delete media or approved manual metadata.,REQUIREMENT,LAM-AI-038,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1701,22.4 AI data control,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1703,"23. Albums, Favorites, and Memories","# 23. Albums, Favorites, and Memories",HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1705,"23. Albums, Favorites, and Memories",Lamha keeps:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1707,Albums,## Albums,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1709,Albums,Local albums,REQUIREMENT,LAM-ARCH-231,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1710,Albums,One asset in several albums,REQUIREMENT,LAM-ASSET-120,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1711,Albums,Album covers,REQUIREMENT,LAM-ARCH-232,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1712,Albums,Album sorting,REQUIREMENT,LAM-ARCH-233,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1713,Albums,Album filtering,REQUIREMENT,LAM-SEARCH-007,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1714,Albums,Album metadata,REQUIREMENT,LAM-META-035,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1715,Albums,No physical duplication,REQUIREMENT,LAM-ARCH-234,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1717,Favorites,## Favorites,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1719,Favorites,Favorite/unfavorite,REQUIREMENT,LAM-ARCH-235,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1720,Favorites,Dedicated Favorites view,REQUIREMENT,LAM-ARCH-236,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1721,Favorites,Local sidecar storage,REQUIREMENT,LAM-ARCH-237,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1722,Favorites,Search and smart-view support,REQUIREMENT,LAM-SEARCH-008,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1724,Memories,## Memories,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1726,Memories,On this day,REQUIREMENT,LAM-ARCH-238,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1727,Memories,Same month in previous years,REQUIREMENT,LAM-ARCH-239,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1728,Memories,Person memories,REQUIREMENT,LAM-PERSON-088,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1729,Memories,Group memories,REQUIREMENT,LAM-PERSON-089,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1730,Memories,Event memories,REQUIREMENT,LAM-EVENT-052,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1731,Memories,Location memories,REQUIREMENT,LAM-ARCH-240,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1732,Memories,Album memories,REQUIREMENT,LAM-ARCH-241,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1733,Memories,Random continuous memory reel,REQUIREMENT,LAM-PERF-002,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1734,Memories,Folder and tag exclusions,REQUIREMENT,LAM-FOLDER-034,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1735,Memories,Screenshot exclusions,REQUIREMENT,LAM-ARCH-242,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1736,Memories,Hidden-person exclusions,REQUIREMENT,LAM-PERSON-090,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1737,Memories,Entirely local generation,REQUIREMENT,LAM-ARCH-243,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1739,Memories,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1741,24. Map and Location,# 24. Map and Location,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1743,24. Map and Location,Lamha keeps:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1745,24. Map and Location,EXIF GPS reading,REQUIREMENT,LAM-META-036,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1746,24. Map and Location,JSON normalized location,REQUIREMENT,LAM-META-037,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1747,24. Map and Location,Event location,REQUIREMENT,LAM-EVENT-053,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1748,24. Map and Location,Venue,REQUIREMENT,LAM-ARCH-244,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1749,24. Map and Location,Multiple event locations,REQUIREMENT,LAM-EVENT-054,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1750,24. Map and Location,Map browsing,REQUIREMENT,LAM-ARCH-245,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1751,24. Map and Location,Location filters,REQUIREMENT,LAM-SEARCH-009,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1752,24. Map and Location,Asset timeline by location,REQUIREMENT,LAM-ASSET-121,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1753,24. Map and Location,Location conflict review,REQUIREMENT,LAM-ARCH-246,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1754,24. Map and Location,Optional map disabling,REQUIREMENT,LAM-ARCH-247,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1755,24. Map and Location,Offline coordinate display,REQUIREMENT,LAM-ARCH-248,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1757,24. Map and Location,"Online map tiles may remain optional and disabled by default. Enabling them requires an explicit setting that identifies the external provider and network use. Coordinates, filters, and metadata must remain usable offline, and core map behaviour must not fail when tiles are unavailable.",REQUIREMENT,LAM-ARCH-249; LAM-ARCH-250; LAM-META-038,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1759,24. Map and Location,---,STRUCTURAL,,Table/layout structure or non-normative explanatory row
01-EVERYTHING-WE-ARE-KEEPING.md,1761,25. Duplicate Management,# 25. Duplicate Management,HEADING,,Structural Markdown
01-EVERYTHING-WE-ARE-KEEPING.md,1763,25. Duplicate Management,Lamha keeps a review-only duplicate centre:,EXPLANATORY,,No normative modal and no actionable list/phase rule
01-EVERYTHING-WE-ARE-KEEPING.md,1765,25. Duplicate Management,Exact hash duplicates,REQUIREMENT,LAM-DUPLICATE-007,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1766,25. Duplicate Management,Similar-photo candidates,REQUIREMENT,LAM-AI-039,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1767,25. Duplicate Management,Burst groups,REQUIREMENT,LAM-PERSON-091,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1768,25. Duplicate Management,Resolution comparison,REQUIREMENT,LAM-ARCH-251,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1769,25. Duplicate Management,Format comparison,REQUIREMENT,LAM-ARCH-252,Mapped independently testable obligation
01-EVERYTHING-WE-ARE-KEEPING.md,1770,25. Duplicate Management,Size comparison,REQUIREMENT,LAM-ARCH-253,Mapped independently testable obligation
