work_package_id,name,item_count,capability_count,capabilities,large_package_review_required,cross_capability_review_required,reviewer_judgement,review_reason,correction,sample_requirement_ids
WP-I6-009,Event filesystem materialization plan,19,2,Events and organization;Libraries and storage,false,false,CONFIRMED_COHESIVE,"The package is bounded to the event filesystem materialization plan architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-037;CAN-LAM-ASSET-070;CAN-LAM-EVENT-002;CAN-LAM-EVENT-037;CAN-LAM-EVENT-042;CAN-LAM-EVENT-045;CAN-LAM-EVENT-057;CAN-LAM-EVENT-058
WP-I6-010,Event and Manage Later UI,17,1,Events and organization,false,false,CONFIRMED_COHESIVE,"The package is bounded to the event and manage later ui architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-050;CAN-LAM-ARCH-152;CAN-LAM-ARCH-154;CAN-LAM-ARCH-155;CAN-LAM-ARCH-156;CAN-LAM-ASSET-036;CAN-LAM-ASSET-071;CAN-LAM-FOLDER-029
WP-I7-001,Face detection task slice,8,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the face detection task slice architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-022;CAN-LAM-AI-023;CAN-LAM-ARCH-105;CAN-LAM-ASSET-085;CAN-LAM-FACE-001;CAN-LAM-PERSON-007;CAN-LAM-PERSON-128;CAN-SECTION-0232
WP-I7-002,Face candidate records,1,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the face candidate records architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-PERSON-055
WP-I7-003,Face clustering and curation,11,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the face clustering and curation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-103;CAN-LAM-ARCH-382;CAN-LAM-EDGE-07;CAN-LAM-PERSON-001;CAN-LAM-PERSON-008;CAN-LAM-PERSON-009;CAN-LAM-PERSON-027;CAN-LAM-PERSON-033
WP-I7-004,Person identity model,23,1,People and faces,true,false,CONFIRMED_COHESIVE,"The package is bounded to the person identity model architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-106;CAN-LAM-ARCH-108;CAN-LAM-ARCH-111;CAN-LAM-ASSET-063;CAN-LAM-EVENT-038;CAN-LAM-EVENT-049;CAN-LAM-PERSON-012;CAN-LAM-PERSON-026
WP-I7-005,Person aliases and naming,4,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the person aliases and naming architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-107;CAN-LAM-ARCH-112;CAN-LAM-ARCH-118;CAN-LAM-ARCH-121
WP-I7-007,Group identity model,22,2,Metadata;People and faces,true,false,CONFIRMED_COHESIVE,"The package is bounded to the group identity model architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-075;CAN-LAM-ARCH-117;CAN-LAM-ARCH-119;CAN-LAM-ARCH-120;CAN-LAM-ARCH-383;CAN-LAM-ARCH-384;CAN-LAM-EVENT-039;CAN-LAM-EVENT-040
WP-I7-008,Temporal group memberships,15,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the temporal group memberships architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-109;CAN-LAM-ARCH-113;CAN-LAM-ARCH-114;CAN-LAM-ARCH-115;CAN-LAM-ARCH-116;CAN-LAM-ARCH-385;CAN-LAM-ASSET-007;CAN-LAM-ASSET-064
WP-I7-009,Scoped face corrections,7,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the scoped face corrections architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-104;CAN-LAM-PERSON-035;CAN-LAM-PERSON-036;CAN-LAM-PERSON-037;CAN-LAM-PERSON-038;CAN-LAM-PERSON-039;CAN-SECTION-0057
WP-I7-010,People and face privacy,10,3,Asset viewer;Metadata;People and faces,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: People and face privacy is a shared architectural surface used by Asset viewer, Metadata, People and faces. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-110;CAN-LAM-ARCH-298;CAN-LAM-ARCH-299;CAN-LAM-ASSET-137;CAN-LAM-PERSON-093;CAN-LAM-PERSON-094;CAN-LAM-PERSON-096;CAN-SECTION-0023
WP-I7-011,People and groups UI,2,1,People and faces,false,false,CONFIRMED_COHESIVE,"The package is bounded to the people and groups ui architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-PERSON-100;CAN-SECTION-0231
WP-I8-001,Tag records and namespaces,28,3,Metadata;Relationships and attribution;Tags,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Tag records and namespaces is a shared architectural surface used by Metadata, Relationships and attribution, Tags. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-024;CAN-LAM-AI-042;CAN-LAM-ARCH-025;CAN-LAM-ARCH-158;CAN-LAM-ARCH-159;CAN-LAM-ARCH-160;CAN-LAM-ARCH-161;CAN-LAM-ARCH-162
WP-I8-002,Tag candidates and review,5,2,Relationships and attribution;Tags,false,false,CONFIRMED_COHESIVE,"The package is bounded to the tag candidates and review architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-076;CAN-LAM-ARCH-039;CAN-LAM-ARCH-165;CAN-SECTION-0042;CAN-SECTION-0068
WP-I8-004,Relationship records,18,2,People and faces;Relationships and attribution,false,false,CONFIRMED_COHESIVE,"The package is bounded to the relationship records architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-125;CAN-LAM-ARCH-130;CAN-LAM-ARCH-132;CAN-LAM-ASSET-006;CAN-LAM-GOV-239;CAN-LAM-PERSON-011;CAN-LAM-PERSON-042;CAN-LAM-PERSON-056
WP-I8-005,Multi-edge relationship history,7,1,Relationships and attribution,false,false,CONFIRMED_COHESIVE,"The package is bounded to the multi-edge relationship history architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-128;CAN-LAM-ARCH-129;CAN-LAM-ARCH-131;CAN-LAM-ARCH-133;CAN-LAM-ARCH-388;CAN-LAM-INV-PERSON-02;CAN-LAM-PERSON-002
WP-I8-006,Relationship projections and views,26,3,Metadata;People and faces;Relationships and attribution,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Relationship projections and views is a shared architectural surface used by Metadata, People and faces, Relationships and attribution. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-175;CAN-LAM-ARCH-387;CAN-LAM-ARCH-389;CAN-LAM-ASSET-045;CAN-LAM-ASSET-067;CAN-LAM-ASSET-080;CAN-LAM-ASSET-082;CAN-LAM-ASSET-083
WP-I8-007,Photographer camera-owner importer attribution,27,1,Relationships and attribution,true,false,CONFIRMED_COHESIVE,"The package is bounded to the photographer camera-owner importer attribution architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-036;CAN-LAM-ARCH-177;CAN-LAM-ARCH-199;CAN-LAM-ARCH-390;CAN-LAM-ASSET-013;CAN-LAM-ASSET-015;CAN-LAM-ASSET-031;CAN-LAM-ASSET-037
WP-I8-009,Relationship review and conflicts,8,3,Metadata;People and faces;Relationships and attribution,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Relationship review and conflicts is a shared architectural surface used by Metadata, People and faces, Relationships and attribution. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-126;CAN-LAM-ARCH-127;CAN-LAM-ARCH-134;CAN-LAM-ARCH-135;CAN-LAM-ASSET-001;CAN-LAM-ASSET-076;CAN-LAM-INV-META-02;CAN-SECTION-0061
WP-I8-010,Relationship provenance and explanations,1,1,Relationships and attribution,false,false,CONFIRMED_COHESIVE,"The package is bounded to the relationship provenance and explanations architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-391
WP-I9-001,Canonical knowledge-graph projection,7,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the canonical knowledge-graph projection architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-026;CAN-LAM-ARCH-346;CAN-LAM-ARCH-392;CAN-LAM-ARCH-393;CAN-LAM-EVENT-084;CAN-SECTION-0033;CAN-SECTION-0109
WP-I9-003,Folder-scoped mind map,1,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the folder-scoped mind map architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-FOLDER-022
WP-I9-004,Event mind map,5,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the event mind map architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-082;CAN-LAM-ASSET-035;CAN-LAM-ASSET-069;CAN-LAM-EVENT-043;CAN-LAM-EVENT-083
WP-I9-005,People and relationship map,3,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the people and relationship map architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-PERSON-015;CAN-LAM-PERSON-054;CAN-LAM-PERSON-127
WP-I9-006,Persistent map drafts,2,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the persistent map drafts architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-417;CAN-SECTION-0111
WP-I9-007,Simulation and materialization,1,1,Mind-map projections,false,false,CONFIRMED_COHESIVE,"The package is bounded to the simulation and materialization architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-418
WP-I10-001,AI worker lifecycle,3,3,Jobs and notifications;Local AI worker;Metadata,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: AI worker lifecycle is a shared architectural surface used by Jobs and notifications, Local AI worker, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-001;CAN-LAM-ARCH-223;CAN-LAM-META-034
WP-I10-002,Private local worker transport,16,2,Jobs and notifications;Local AI worker,false,false,CONFIRMED_COHESIVE,"The package is bounded to the private local worker transport architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-028;CAN-LAM-AI-046;CAN-LAM-AI-077;CAN-LAM-AI-086;CAN-LAM-ARCH-193;CAN-LAM-FOLDER-032;CAN-LAM-GOV-220;CAN-LAM-GOV-221
WP-I10-003,Model and component registry,4,2,Local AI worker;Review Centre,false,false,CONFIRMED_COHESIVE,"The package is bounded to the model and component registry architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-007;CAN-LAM-AI-032;CAN-LAM-ARCH-394;CAN-SECTION-0021
WP-I10-004,Model checksums and compatibility,3,1,Local AI worker,false,false,CONFIRMED_COHESIVE,"The package is bounded to the model checksums and compatibility architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-033;CAN-LAM-ARCH-230;CAN-LAM-INV-AI-04
WP-I10-005,Hardware assessment,16,3,Asset viewer;Local AI worker;Memories,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Hardware assessment is a shared architectural surface used by Asset viewer, Local AI worker, Memories. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-216;CAN-LAM-ARCH-217;CAN-LAM-ARCH-218;CAN-LAM-ARCH-219;CAN-LAM-ARCH-220;CAN-LAM-ARCH-221;CAN-LAM-ARCH-222;CAN-LAM-ARCH-395
WP-I10-006,Local AI scheduler,6,2,Jobs and notifications;Local AI worker,false,false,CONFIRMED_COHESIVE,"The package is bounded to the local ai scheduler architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-031;CAN-LAM-AI-085;CAN-LAM-ARCH-030;CAN-SECTION-0020;CAN-SECTION-0028;CAN-SECTION-0037
WP-I10-007,AI task queue persistence,4,2,Local AI worker;Review Centre,false,false,CONFIRMED_COHESIVE,"The package is bounded to the ai task queue persistence architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-079;CAN-LAM-ARCH-229;CAN-LAM-GOV-259;CAN-SECTION-0081
WP-I10-008,AI progress cancellation and retry,4,2,Jobs and notifications;Local AI worker,false,false,CONFIRMED_COHESIVE,"The package is bounded to the ai progress cancellation and retry architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-141;CAN-LAM-ARCH-213;CAN-SECTION-0062;CAN-SECTION-0075
WP-I10-009,Local OCR,8,1,Search and OCR,false,false,CONFIRMED_COHESIVE,"The package is bounded to the local ocr architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-014;CAN-LAM-AI-017;CAN-LAM-AI-030;CAN-LAM-AI-035;CAN-LAM-AI-044;CAN-LAM-GOV-263;CAN-SECTION-0014;CAN-SECTION-0025
WP-I10-010,Embeddings and semantic search,36,2,People and faces;Search and OCR,true,false,CONFIRMED_COHESIVE,"The package is bounded to the embeddings and semantic search architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-029;CAN-LAM-ARCH-197;CAN-LAM-ARCH-198;CAN-LAM-ARCH-200;CAN-LAM-ARCH-201;CAN-LAM-ARCH-202;CAN-LAM-ARCH-203;CAN-LAM-ARCH-204
WP-I10-011,Duplicate and similarity candidates,32,5,Albums and favorites;Duplicates;Metadata;Review Centre;Tags,true,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Duplicate and similarity candidates is a shared architectural surface used by Albums and favorites, Duplicates, Metadata, Review Centre, Tags. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-018;CAN-LAM-AI-039;CAN-LAM-AI-078;CAN-LAM-ARCH-024;CAN-LAM-ARCH-040;CAN-LAM-ARCH-225;CAN-LAM-ARCH-251;CAN-LAM-ARCH-252
WP-I10-012,Location proposals,3,2,Duplicates;Map and location,false,false,CONFIRMED_COHESIVE,"The package is bounded to the location proposals architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-215;CAN-LAM-PERSON-086;CAN-SECTION-0077
WP-I10-013,AI review suppression and invalidation,7,4,Duplicates;Local AI worker;Metadata;Review Centre,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: AI review suppression and invalidation is a shared architectural surface used by Duplicates, Local AI worker, Metadata, Review Centre. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-009;CAN-LAM-AI-016;CAN-LAM-AI-026;CAN-LAM-AI-038;CAN-LAM-AI-049;CAN-LAM-ARCH-224;CAN-SECTION-0079
WP-I10-014,AI privacy and outbound prohibition,1,1,Sharing and mobile backup,false,false,CONFIRMED_COHESIVE,"The package is bounded to the ai privacy and outbound prohibition architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-190
WP-I11-001,Authority-aware metadata editor,1,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the authority-aware metadata editor architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-META-071
WP-I11-002,Batch metadata plans,1,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the batch metadata plans architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-399
WP-I11-003,Metadata privacy removal,10,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the metadata privacy removal architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-291;CAN-LAM-ARCH-292;CAN-LAM-ARCH-293;CAN-LAM-ARCH-294;CAN-LAM-ARCH-295;CAN-LAM-ARCH-296;CAN-LAM-ARCH-297;CAN-LAM-META-044
WP-I11-004,Non-destructive edit recipes,4,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the non-destructive edit recipes architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-EDIT-004;CAN-LAM-EDIT-005;CAN-LAM-EDIT-011;CAN-SECTION-0149
WP-I11-006,Derivative manifests and export,2,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the derivative manifests and export architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-122;CAN-LAM-EDIT-006
WP-I11-009,Privacy export recipes,2,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the privacy export recipes architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-EDIT-001;CAN-LAM-EDIT-013
WP-I11-010,Metadata snapshots and restore,6,3,Duplicates;Editing;Metadata,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Metadata snapshots and restore is a shared architectural surface used by Duplicates, Editing, Metadata. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-398;CAN-LAM-ASSET-136;CAN-LAM-GOV-018;CAN-LAM-GOV-112;CAN-LAM-META-019;CAN-LAM-META-075
WP-I11-011,Edit revision conflicts,1,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the edit revision conflicts architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-GOV-243
WP-I11-012,Editing and mutation recovery,2,1,Editing,false,false,CONFIRMED_COHESIVE,"The package is bounded to the editing and mutation recovery architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-191;CAN-LAM-EDIT-012
WP-I12-001,External-drive registry,6,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the external-drive registry architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-311;CAN-LAM-ARCH-312;CAN-LAM-ARCH-317;CAN-LAM-ASSET-089;CAN-LAM-EDGE-09;CAN-SECTION-0102
WP-I12-002,Drive disconnection state machine,1,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the drive disconnection state machine architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-FOLDER-048
WP-I12-003,Drive reconnection and identity validation,5,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the drive reconnection and identity validation architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-094;CAN-LAM-ARCH-400;CAN-LAM-FOLDER-049;CAN-LAM-FOLDER-052;CAN-SECTION-0179
WP-I12-004,Detached read-only experience,1,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the detached read-only experience architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-EXTERNAL-001
WP-I12-005,Pending sidecar overlays,2,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the pending sidecar overlays architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-EDGE-05;CAN-LAM-META-072
WP-I12-006,Root and asset relinking,19,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the root and asset relinking architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-309;CAN-LAM-ARCH-310;CAN-LAM-ARCH-313;CAN-LAM-ARCH-315;CAN-LAM-ARCH-316;CAN-LAM-ARCH-401;CAN-LAM-ARCH-402;CAN-LAM-ARCH-404
WP-I12-007,Cross-volume copy and verify,1,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the cross-volume copy and verify architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-GOV-258
WP-I12-008,Cross-platform path adapters,2,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the cross-platform path adapters architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-FOLDER-072;CAN-LAM-GOV-054
WP-I12-009,Drive transaction recovery,3,1,External drives and path resilience,false,false,CONFIRMED_COHESIVE,"The package is bounded to the drive transaction recovery architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-314;CAN-LAM-ARCH-403;CAN-LAM-GOV-052
WP-I13-001,Backup manifest contract,9,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the backup manifest contract architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-019;CAN-LAM-ASSET-034;CAN-LAM-ASSET-101;CAN-LAM-ASSET-119;CAN-LAM-BACKUP-024;CAN-LAM-EDGE-12;CAN-LAM-INV-ASSET-06;CAN-LAM-META-011
WP-I13-002,Backup execution,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the backup execution architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-GOV-238
WP-I13-003,Backup verification,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the backup verification architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-405
WP-I13-005,Restore and collision handling,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the restore and collision handling architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-305
WP-I13-006,Trash records and root trash,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the trash records and root trash architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-TRASH-006
WP-I13-007,Trash and permanent-delete operations,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the trash and permanent-delete operations architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-INV-ASSET-04
WP-I13-008,Recovery records and audit,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the recovery records and audit architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-139
WP-I13-009,SQLite index rebuild,5,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the sqlite index rebuild architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-BACKUP-021;CAN-LAM-META-050;CAN-LAM-META-074;CAN-SECTION-0209;CAN-SECTION-0210
WP-I13-010,AI cache rebuild,1,1,"Backup, trash, restore and rebuild",false,false,CONFIRMED_COHESIVE,"The package is bounded to the ai cache rebuild architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-META-020
WP-I13-011,Backup restore rebuild disaster drill,27,1,"Backup, trash, restore and rebuild",true,false,CONFIRMED_COHESIVE,"The package is bounded to the backup restore rebuild disaster drill architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-AI-081;CAN-LAM-ARCH-306;CAN-LAM-ARCH-307;CAN-LAM-ARCH-308;CAN-LAM-ASSET-002;CAN-LAM-ASSET-043;CAN-LAM-ASSET-126;CAN-LAM-ASSET-140
WP-I14-001,Performance fixture definitions,3,2,Asset viewer;Local AI worker,false,false,CONFIRMED_COHESIVE,"The package is bounded to the performance fixture definitions architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ASSET-147;CAN-LAM-PERF-008;CAN-SECTION-0214
WP-I14-002,Scan and index performance,2,1,Metadata,false,false,CONFIRMED_COHESIVE,"The package is bounded to the scan and index performance architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-META-048;CAN-SECTION-0207
WP-I14-003,Gallery and viewer performance,7,2,Asset viewer;Gallery and timeline,false,false,CONFIRMED_COHESIVE,"The package is bounded to the gallery and viewer performance architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-318;CAN-LAM-ARCH-319;CAN-LAM-ARCH-320;CAN-LAM-ARCH-345;CAN-SECTION-0103;CAN-SECTION-0104;CAN-SECTION-0108
WP-I14-004,AI performance and resource budgets,2,1,Duplicates,false,false,CONFIRMED_COHESIVE,"The package is bounded to the ai performance and resource budgets architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-DUPLICATE-009;CAN-SECTION-0147
WP-I14-005,Accessibility semantics,8,5,Desktop shell;Gallery and timeline;Jobs and notifications;Libraries and storage;Memories,false,true,CONFIRMED_SHARED_BOUNDARY,"Reviewed cross-capability package: Accessibility semantics is a shared architectural surface used by Desktop shell, Gallery and timeline, Jobs and notifications, Libraries and storage, Memories. Membership is linked by the same contract/record/workflow boundary, not source order or capacity.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-406;CAN-LAM-ARCH-407;CAN-LAM-ARCH-409;CAN-LAM-PERF-005;CAN-LAM-PERF-006;CAN-MISSION-I14-001;CAN-MISSION-I14-003;CAN-MISSION-I14-004
WP-I14-008,Map and graph accessibility,2,2,Desktop shell;Gallery and timeline,false,false,CONFIRMED_COHESIVE,"The package is bounded to the map and graph accessibility architectural surface and its direct contracts, records, and tests.",Candidate membership and title reviewed; no numerical/source slicing retained.,CAN-LAM-ARCH-408;CAN-MISSION-I14-002
