requirement_id,capability,phase,package,reviewer_judgement,reason,correction_made_or_confirmation,source_plan,source_locator
CAN-LAM-PERSON-021,Events and organization,I6,WP-I6-004,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Events and Manage Later work because the obligation's primary implementation surface is Events and organization; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 353-353
CAN-SECTION-0045,Events and organization,I6,WP-I6-005,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0066,Events and organization,I6,WP-I6-002,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0153,Events and organization,I6,WP-I6-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0162,Events and organization,I5,WP-I5-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0222,Events and organization,I6,WP-I6-010,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-094,External drives and path resilience,I12,WP-I12-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 721-721
CAN-LAM-ARCH-310,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2053-2053
CAN-LAM-ARCH-312,External drives and path resilience,I12,WP-I12-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2059-2059
CAN-LAM-ARCH-314,External drives and path resilience,I12,WP-I12-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2069-2069
CAN-LAM-ARCH-316,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2073-2073
CAN-LAM-ARCH-400,External drives and path resilience,I12,WP-I12-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1509-1509
CAN-LAM-ARCH-402,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1511-1511
CAN-LAM-ARCH-404,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1514-1514
CAN-LAM-ASSET-141,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2055-2055
CAN-LAM-ASSET-193,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1513-1513
CAN-LAM-EDGE-05,External drives and path resilience,I12,WP-I12-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 252-252
CAN-LAM-EXTERNAL-001,External drives and path resilience,I12,WP-I12-004,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 78-78
CAN-LAM-FOLDER-046,External drives and path resilience,I12,WP-I12-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2056-2056
CAN-LAM-FOLDER-048,External drives and path resilience,I12,WP-I12-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2062-2062
CAN-LAM-FOLDER-052,External drives and path resilience,I12,WP-I12-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2216-2216
CAN-LAM-FOLDER-072,External drives and path resilience,I12,WP-I12-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1516-1516
CAN-LAM-GOV-054,External drives and path resilience,I12,WP-I12-008,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 115-115
CAN-LAM-META-072,External drives and path resilience,I12,WP-I12-005,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as External Drives and Filesystem Resilience work because the obligation's primary implementation surface is External drives and path resilience; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1515-1515
CAN-SECTION-0101,External drives and path resilience,I12,WP-I12-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0179,External drives and path resilience,I12,WP-I12-003,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-021,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 131-131
CAN-LAM-ARCH-280,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1873-1873
CAN-LAM-ARCH-282,Filesystem transactions and recovery,I3,WP-I3-014,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1880-1880
CAN-LAM-ASSET-044,Filesystem transactions and recovery,I3,WP-I3-009,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 494-494
CAN-LAM-ASSET-125,Filesystem transactions and recovery,I3,WP-I3-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1865-1865
CAN-LAM-EVENT-011,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 540-540
CAN-LAM-FOLDER-037,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1870-1870
CAN-LAM-FOLDER-040,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1879-1879
CAN-LAM-GOV-071,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 194-194
CAN-LAM-GOV-249,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1046-1046
CAN-LAM-GOV-255,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1086-1086
CAN-LAM-GOV-257,Filesystem transactions and recovery,I3,WP-I3-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1088-1088
CAN-LAM-META-009,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 148-148
CAN-LAM-META-046,Filesystem transactions and recovery,I3,WP-I3-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2022-2022
CAN-LAM-TRANSACTION-011,Filesystem transactions and recovery,I3,WP-I3-012,CORRECTED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Authoritative Data and Transaction Foundation work because the obligation's primary implementation surface is Filesystem transactions and recovery; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,lines 1397-1397
CAN-SECTION-0093,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0133,Filesystem transactions and recovery,I3,WP-I3-011,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0190,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,section aggregate
CAN-SECTION-0198,Filesystem transactions and recovery,I3,WP-I3-001,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0206,Filesystem transactions and recovery,I3,WP-I3-008,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-ARCH-028,Gallery and timeline,I5,WP-I5-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 296-296
CAN-LAM-ARCH-062,Gallery and timeline,I5,WP-I5-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 652-652
CAN-LAM-ARCH-063,Gallery and timeline,I5,WP-I5-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 653-653
CAN-LAM-ARCH-065,Gallery and timeline,I5,WP-I5-005,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 655-655
CAN-LAM-ARCH-067,Gallery and timeline,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 662-662
CAN-LAM-ARCH-068,Gallery and timeline,I5,WP-I5-002,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 666-666
CAN-LAM-ARCH-236,Gallery and timeline,I5,WP-I5-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1720-1720
CAN-LAM-ARCH-318,Gallery and timeline,I14,WP-I14-003,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2113-2113
CAN-LAM-ARCH-332,Gallery and timeline,I5,WP-I5-001,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2153-2153
CAN-LAM-ASSET-055,Gallery and timeline,I5,WP-I5-004,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 650-650
CAN-LAM-ASSET-056,Gallery and timeline,I5,WP-I5-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 664-664
CAN-LAM-FOLDER-012,Gallery and timeline,I5,WP-I5-002,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 657-657
CAN-LAM-SEARCH-008,Gallery and timeline,I5,WP-I5-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1722-1722
CAN-LAM-UI-002,Gallery and timeline,I5,WP-I5-006,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 67-67
CAN-MISSION-I14-002,Gallery and timeline,I14,WP-I14-008,CONFIRMED,"Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-MISSION-I14-003,Gallery and timeline,I14,WP-I14-005,CONFIRMED,"Synthesized directly from the binding repair mission; adds the explicitly mandated I0/I14/I15 prerequisite absent from the extracted Master-Plan row registry. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Gallery and timeline; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,LAMHA ONE-SHOT SEMANTIC PLANNING REPAIR MISSION,attached mission
CAN-SECTION-0035,Gallery and timeline,I5,WP-I5-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0083,Gallery and timeline,I5,WP-I5-006,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0103,Gallery and timeline,I14,WP-I14-003,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-SECTION-0108,Gallery and timeline,I14,WP-I14-003,CORRECTED,Synthesized parent prevents list fragments from being counted as independent features while preserving their source rows as criteria. Reviewed section parent follows the majority architectural surface of its explicitly linked child criteria.,Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,section aggregate
CAN-LAM-AI-031,Jobs and notifications,I10,WP-I10-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1617-1617
CAN-LAM-ARCH-030,Jobs and notifications,I10,WP-I10-006,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 298-298
CAN-LAM-ARCH-141,Jobs and notifications,I10,WP-I10-008,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1094-1094
CAN-LAM-ARCH-223,Jobs and notifications,I10,WP-I10-001,CONFIRMED,"Semantically normalized from PRODUCT using the source clause, section, capability, current-code evidence, and final-state disposition. Reviewed as Local AI, Search, and Duplicates work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Complete testable statement and phase/package boundary confirmed against source provenance.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1667-1667
CAN-LAM-ARCH-269,Jobs and notifications,I5,WP-I5-010,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Offline Library Experience work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 1809-1809
CAN-LAM-ARCH-325,Jobs and notifications,I14,WP-I14-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2124-2124
CAN-LAM-ARCH-326,Jobs and notifications,I14,WP-I14-009,CORRECTED,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior. Reviewed as Performance, Accessibility, and Desktop UX work because the obligation's primary implementation surface is Jobs and notifications; integration verification, removal, and release responsibilities remain separate.",Statement/capability/phase corrected in explicit source.,01-EVERYTHING-WE-ARE-KEEPING.md,lines 2125-2125
