canonical_id,original_requirement_ids,parent_requirement_id,requirement_type,title,statement,rationale,source_plan,source_section,source_text,source_locator,code_evidence_references,target_capability,product_invariant_relationships,acceptance_criteria,priority,mandatory_status,implementation_status,verification_method,risk_links,decision_links,normalization_status,duplicate_of,supersession_status,notes,planning_stage,primary_implementation_phase,verification_phases,removal_phase,release_gate,global_invariant,phase_mapping_rationale,legacy_work_package_id,old_primary_phase,phase_mapping_changed,legacy_target_capability,canonical_capability,normalization_reviewer_status,review_notes
CAN-LAM-GOV-093,LAM-GOV-093,,IMPLEMENTATION_CONSTRAINT,Do not delete code,The planning stage must not delete code; all existing code remains in place until a reviewed removal plan exists.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not delete code.,lines 252-252,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,,P0,MANDATORY,NOT_STARTED,Planning validation must fail on any deletion instruction.,Data loss/scope drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Planning-stage label; reclassified as a no-deletion constraint.
CAN-LAM-GOV-094,LAM-GOV-094,,INFORMATIONAL,Do not implement Lamha features,Lamha must not implement Lamha features.,Converted a malformed positive template into the source prohibition.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not implement Lamha features.,lines 253-253,EXTRACTED current evidence: Codebase/mobile/openapi/lib/model/server_features_dto.dart:L1-L226 (server_features_dto.dart); Codebase/web/src/routes/admin/users/[id]/FeatureSetting.svelte:L1-L1 (FeatureSetting.svelte); Codebase/mobile/lib/models/server_info/server_features.model.dart:L1-L74 (server_features.model.dart); Codebase/web/src/routes/(user)/user-settings/FeatureSettings.svelte:L1-L174 (./FeatureSettings.svelte),Legal and rebranding,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Lamha identity with preserved AGPL, copyright, third-party, model, codec, binary, and font obligations.",P1,,,,,false,Non-implementation planning item; no primary implementation phase.,,1,true,Legal and rebranding,Legal and rebranding,REVIEWED_CORRECTED,Converted a malformed positive template into the source prohibition.
CAN-LAM-GOV-095,LAM-GOV-095,,IMPLEMENTATION_CONSTRAINT,Do not refactor production code,Lamha must not refactor production code.,Converted a malformed positive template into the source prohibition.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not refactor production code.,lines 254-254,EXTRACTED current evidence: Codebase/server/src/repositories/config.repository.ts:L132-L132 (productionKeys),Planning and verification governance,,ACCEPT::Implementation must honor this constraint: Do not refactor production code.,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_FRAGMENT,,SUPERSEDED_FRAGMENT,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Short generated clause removed from the active canonical set; source text is retained and explicit behavior remains owned by reviewed requirements, packages, schemas, or failure controls."
CAN-LAM-GOV-096,LAM-GOV-096,,IMPLEMENTATION_CONSTRAINT,Do not rename packages,The planning stage must not rename packages; package renames require a reviewed migration plan.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not rename packages.,lines 255-255,EXTRACTED current evidence: Codebase/packages/e2e-auth-server/test-keys.ts:L1-L1 (test-keys.ts); Codebase/mobile/packages/ui/test/test_utils.dart:L1-L9 (ui/test/test_utils.dart); Codebase/mobile/packages/ui/test/formatted_text_test.dart:L1-L213 (formatted_text_test.dart); Codebase/packages/cli/package.json:L29-L29 (@vitest/coverage-v8),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Planning validation must fail on package-rename instructions.,Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Planning-stage label; reclassified as a no-rename constraint.
CAN-LAM-GOV-097,LAM-GOV-097,,IMPLEMENTATION_CONSTRAINT,Do not remove dependencies,The planning stage must not remove dependencies; dependency removal requires a reviewed replacement plan.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not remove dependencies.,lines 256-256,EXTRACTED current evidence: Codebase/package.json:L14-L14 (devDependencies); Codebase/e2e/package.json:L26-L26 (devDependencies); Codebase/web/package.json:L26-L26 (dependencies); Codebase/docs/package.json:L19-L19 (dependencies),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Planning validation must fail on dependency-removal instructions.,Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Planning-stage label; reclassified as a no-removal constraint.
CAN-LAM-GOV-098,LAM-GOV-098,,IMPLEMENTATION_CONSTRAINT,Do not migrate data,The planning stage must not migrate data; data migration requires a separately reviewed implementation phase.,"Explicit semantic rewrite adds trigger, expected behavior, observable state, and failure behavior.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not migrate data.,lines 257-257,EXTRACTED current evidence: Codebase/mobile/lib/utils/migration.dart:L1-L305 (migrateDatabaseIfNeeded); Codebase/mobile/lib/domain/utils/migrate_cloud_ids.dart:L1-L193 (migrate_cloud_ids.dart); Codebase/server/src/repositories/database.repository.ts:L1-L1 (database.repository.ts),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Planning validation must fail on data-migration instructions.,Proof/traceability drift,ADR-0001;ADR-0002,EXPLICIT_REVIEWED_REWRITE,,ACTIVE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,RECLASSIFIED,Planning-stage label; reclassified as a no-migration constraint.
CAN-LAM-GOV-099,LAM-GOV-099,,INFORMATIONAL,Do not alter user media,Lamha must not alter user media.,Converted a malformed positive template into the source prohibition.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not alter user media.,lines 258-258,EXTRACTED current evidence: Codebase/server/src/services/auth.service.ts:L477-L477 (.getCookieOauthState()); Codebase/server/src/controllers/auth.controller.ts:L165-L165 (.unlockAuthSession()); Codebase/server/src/repositories/session.repository.ts:L114-L114 (.invalidateOAuth()); Codebase/web/src/routes/auth/login/+page.ts:L1-L1 (login/+page.ts),Authentication and users,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 6 safe eradication,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REWRITE,,ACTIVE,Original classification=REMOVE; required change=Current multi-user/auth/session architecture; target desktop has one local operator and no account requirement.,P1,,,,,false,Non-implementation planning item; no primary implementation phase.,,1,true,Authentication and users,Authentication and users,REVIEWED_CORRECTED,Converted a malformed positive template into the source prohibition.
CAN-LAM-GOV-100,LAM-GOV-100,,INFORMATIONAL,Do not run destructive commands,Lamha must not run destructive commands.,Converted a malformed positive template into the source prohibition.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not run destructive commands.,lines 259-259,EXTRACTED current evidence: Codebase/web/src/lib/commands.ts:L1-L1 (commands.ts); Codebase/server/src/commands/index.ts:L1-L1 (commands/index.ts); Codebase/packages/cli/src/commands/auth.ts:L1-L1 (commands/auth.ts); Codebase/docs/docs/administration/server-commands.md:L1-L156 (server-commands.md),Desktop shell,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Parity or migration regression,ADR-0001;ADR-0002,EXPLICIT_REWRITE,,ACTIVE,"Original classification=REWRITE; required change=Tauri 2 desktop process, static Svelte client, local commands, permissions, and packaging.",P1,,,,,false,Non-implementation planning item; no primary implementation phase.,,1,true,Desktop shell,Desktop shell,REVIEWED_CORRECTED,Converted a malformed positive template into the source prohibition.
CAN-LAM-GOV-101,LAM-GOV-101,,IMPLEMENTATION_CONSTRAINT,Do not reset uncommitted work,Lamha must not reset uncommitted work.,Converted a malformed positive template into the source prohibition.,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,Do not reset uncommitted work.,lines 260-260,Existing implementation: plan/governance or target-only evidence,Planning and verification governance,,ACCEPT::Implementation must honor this constraint: Do not reset uncommitted work.,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_FRAGMENT,,SUPERSEDED_FRAGMENT,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Short generated clause removed from the active canonical set; source text is retained and explicit behavior remains owned by reviewed requirements, packages, schemas, or failure controls."
CAN-LAM-GOV-102,LAM-GOV-102,,INFORMATIONAL,"If that cannot be guaranteed, record the command and blocker without executing it during mapping","Planning context records: If that cannot be guaranteed, record the command and blocker without executing it during mapping.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,"If that cannot be guaranteed, record the command and blocker without executing it during mapping.",lines 262-262,EXTRACTED current evidence: Codebase/server/package.json:L93-L93 (nest-commander); Codebase/packages/cli/package.json:L32-L32 (commander); Codebase/package.json:L1-L1 (Codebase/package.json); Codebase/web/package.json:L1-L1 (web/package.json),Desktop shell,,,P1,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Parity or migration regression,ADR-0001;ADR-0002,NORMALIZED,,ACTIVE,"Original classification=REWRITE; required change=Tauri 2 desktop process, static Svelte client, local commands, permissions, and packaging.",P1,,,,,false,Non-implementation planning item; no primary implementation phase.,,1,true,Desktop shell,Desktop shell,REVIEWED_CONFIRMED,"Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition."
CAN-LAM-GOV-103,LAM-GOV-103,,IMPLEMENTATION_CONSTRAINT,"Dependency installation, formatting, code generation, and commands with unknown write...","Implementation must honor this constraint: Dependency installation, formatting, code generation, and commands with unknown write behaviour are forbidden in Phase 0/1.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,"Dependency installation, formatting, code generation, and commands with unknown write behaviour are forbidden in Phase 0/1.",lines 262-262,EXTRACTED current evidence: Codebase/web/src/lib/commands.ts:L1-L1 (commands.ts); Codebase/server/src/commands/index.ts:L1-L1 (commands/index.ts); Codebase/packages/cli/src/commands/auth.ts:L1-L1 (commands/auth.ts); Codebase/docs/docs/administration/server-commands.md:L1-L156 (server-commands.md),Planning and verification governance,,"ACCEPT::Implementation must honor this constraint: Dependency installation, formatting, code generation, and commands with unknown write behaviour are forbidden in Phase 0/1.",P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability; Gate 5 Tauri/UI,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-GOV-104,LAM-GOV-104,,VERIFICATION_GATE,"When operating in Phase 0 or Phase 1, any content change or generated artifact inside...","Recorded evidence must demonstrate: When operating in Phase 0 or Phase 1, any content change or generated artifact inside Codebase/ is a task failure. Verify the before/after worktree and generated-file inventory; do not “clean up” by deleting unknown user files.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,"When operating in Phase 0 or Phase 1, any content change or generated artifact inside Codebase/ is a task failure. Verify the before/after worktree and generated-file inventory; do not “clean up” by deleting unknown user files.",lines 266-266,EXTRACTED current evidence: Codebase/server/src/cores/storage.core.ts:L259-L259 (.verifyNewPathContentsMatchesExpected()); Codebase/mobile/test/drift/main/generated/schema.dart:L1-L127 (GeneratedHelper); Codebase/mobile/lib/providers/cleanup.provider.dart:L1-L194 (cleanup.provider.dart); Codebase/mobile/openapi/lib/model/system_config_nightly_tasks_dto.dart:L1-L145 (system_config_nightly_tasks_dto.dart),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-GOV-105,LAM-GOV-105,,IMPLEMENTATION_CONSTRAINT,"When executing Implementation Phase N, modifying or deleting files assigned exclusively to...","Implementation must honor this constraint: When executing Implementation Phase N, modifying or deleting files assigned exclusively to Phase N+1 is strictly forbidden.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,"When executing Implementation Phase N, modifying or deleting files assigned exclusively to Phase N+1 is strictly forbidden.",lines 267-267,EXTRACTED current evidence: Codebase/mobile/lib/providers/cleanup.provider.dart:L1-L194 (isDeleting); Codebase/web/src/lib/components/maintenance/MaintenanceBackupEntry.svelte:L48-L48 (isDeleting),Planning and verification governance,,"ACCEPT::Implementation must honor this constraint: When executing Implementation Phase N, modifying or deleting files assigned exclusively to Phase N+1 is strictly forbidden.",P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,,,RG-FINAL,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
CAN-LAM-GOV-106,LAM-GOV-106,,VERIFICATION_GATE,"You must complete, test, and verify Phase N before transitioning to the next phase","Recorded evidence must demonstrate: You must complete, test, and verify Phase N before transitioning to the next phase.","Semantically normalized from GOVERNANCE using the source clause, section, capability, current-code evidence, and final-state disposition.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,3. First Stage Is Planning and Mapping Only,"You must complete, test, and verify Phase N before transitioning to the next phase.",lines 267-267,EXTRACTED current evidence: Codebase/mobile/test/presentation/widgets/images/cache_aware_listener_tracker_mixin_test.dart:L1-L183 (TestImageCompleter); Codebase/server/test/medium/specs/sync/sync-complete.spec.ts:L1-L1 (sync-complete.spec.ts); Codebase/server/test/medium.factory.ts:L85-L85 (testAssetsDir); Codebase/mobile/lib/presentation/widgets/images/animated_image_stream_completer.dart:L1-L68 (animated_image_stream_completer.dart),Planning and verification governance,,,P2,MANDATORY,NOT_STARTED,Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regression; Gate 8 traceability,Proof/traceability drift,ADR-0001;ADR-0002,SUPERSEDED_GENERATED_TEMPLATE,,SUPERSEDED_GENERATED_TEMPLATE,"Original classification=KEEP UNCHANGED; required change=Requirement, safety, phase, proof, and autonomous-execution rules maintained under Graphify.",P1,,I0;I15,,,false,Planning/governance item; it constrains or verifies implementation but never owns feature implementation.,,1,true,Planning and verification governance,Planning and verification governance,NOT_APPLICABLE,"Generated broad template removed from the active canonical set; original source text remains trace evidence and active behavior is owned by explicit requirements, schemas, packages, and gates."
