work_package_id,prerequisite_work_package_id,dependency_type,technical_rationale,evidence,review_status,reviewer_type,review_revision,reviewer_status,artificial_adjacency
WP-I3-009,WP-I3-008,REQUIRES_INDEX,Rebuild proof executes the migration-owned derived schema.,Prior curated dependency source: Rebuild proof executes the migration-owned derived schema.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-010,WP-I3-003,REQUIRES_FILESYSTEM_AUTHORITY,The operation journal must validate every target against authorized root identity before recording mutation state.,Root authorization and journal contract,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-011,WP-I3-002,REQUIRES_SCHEMA,Operation preconditions use stable asset identities and revisions.,Prior curated dependency source: Operation preconditions use stable asset identities and revisions.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-011,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Every operation plan is scoped to an authorized root.,Prior curated dependency source: Every operation plan is scoped to an authorized root.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-012,WP-I3-004,REQUIRES_SECURITY_BOUNDARY,Staging paths must pass containment and reparse checks.,Prior curated dependency source: Staging paths must pass containment and reparse checks.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-012,WP-I3-011,REQUIRES_CONTRACT,Staging executes a validated operation plan.,Prior curated dependency source: Staging executes a validated operation plan.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-014,WP-I3-010,REQUIRES_TRANSACTION_ENGINE,Crash recovery replays or rolls back durable operation-journal states by transaction identity.,Operation journal recovery states,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-015,WP-I3-001,REQUIRES_SCHEMA,Revision and concurrency preconditions require stable record identity and monotonic revision fields.,Authoritative record envelope,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-016,WP-I3-003,REQUIRES_FILESYSTEM_AUTHORITY,Settings root and drive registries must store only validated authorized root identities.,Root authorization model,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-002,REQUIRES_SCHEMA,Discovered files require stable asset identities.,Prior curated dependency source: Discovered files require stable asset identities.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Scanning is limited to authorized roots.,Prior curated dependency source: Scanning is limited to authorized roots.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-008,REQUIRES_INDEX,The scanner publishes only to the migration-owned derived index.,Prior curated dependency source: The scanner publishes only to the migration-owned derived index.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-002,WP-I4-001,REQUIRES_INDEX,Watcher reconciliation reuses scanner identity and indexing rules.,Prior curated dependency source: Watcher reconciliation reuses scanner identity and indexing rules.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-003,WP-I4-001,REQUIRES_STORAGE,Format classification operates on safely discovered media.,Prior curated dependency source: Format classification operates on safely discovered media.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-004,WP-I4-003,REQUIRES_COMPONENT_DECISION,HEIF/RAW decoding requires a classified format and reviewed decoder choice.,Prior curated dependency source: HEIF/RAW decoding requires a classified format and reviewed decoder choice.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-005,WP-I4-003,REQUIRES_COMPONENT_DECISION,Video probing requires a classified format and reviewed runtime choice.,Prior curated dependency source: Video probing requires a classified format and reviewed runtime choice.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-006,WP-I3-002,REQUIRES_SCHEMA,Companion bundles join stable asset identities.,Prior curated dependency source: Companion bundles join stable asset identities.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-006,WP-I4-003,REQUIRES_STORAGE,Companion detection uses classified container and naming evidence.,Prior curated dependency source: Companion detection uses classified container and naming evidence.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-007,WP-I4-001,REQUIRES_SCANNER,Content hashes are created from scanner-discovered assets after path authorization and media classification.,Initial scanner asset discovery,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I4-008,WP-I3-005,REQUIRES_SCHEMA,Extraction precedence must account for durable sidecars.,Prior curated dependency source: Extraction precedence must account for durable sidecars.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-008,WP-I4-003,REQUIRES_COMPONENT_DECISION,Metadata extraction depends on format-aware reviewed tooling.,Prior curated dependency source: Metadata extraction depends on format-aware reviewed tooling.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-009,WP-I3-002,REQUIRES_SCHEMA,Derivative keys include stable asset identity and revision.,Prior curated dependency source: Derivative keys include stable asset identity and revision.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-009,WP-I4-003,REQUIRES_COMPONENT_DECISION,Preview generation dispatches to format-specific decoders.,Prior curated dependency source: Preview generation dispatches to format-specific decoders.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-010,WP-I3-008,REQUIRES_INDEX,Path lookup uses the derived SQLite schema.,Prior curated dependency source: Path lookup uses the derived SQLite schema.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-011,WP-I4-002,REQUIRES_INDEX,Reconciliation consumes scanner/watcher observations.,Prior curated dependency source: Reconciliation consumes scanner/watcher observations.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-012,WP-I4-010,REQUIRES_DERIVED_INDEX,The textual index requires stable asset and path index entries as its rebuild source.,Asset/path and search index schemas,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-001,WP-I4-009,REQUIRES_INDEX,The gallery needs revisioned preview records.,Prior curated dependency source: The gallery needs revisioned preview records.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-001,WP-I4-010,REQUIRES_INDEX,The gallery pages through the derived asset index.,Prior curated dependency source: The gallery pages through the derived asset index.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-002,WP-I4-010,REQUIRES_DERIVED_INDEX,Timeline navigation requires capture-time and stable asset rows from the derived asset index.,Timeline index query,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-003,WP-I4-004,REQUIRES_RUNTIME,Image viewing depends on supported image/RAW decode paths.,Prior curated dependency source: Image viewing depends on supported image/RAW decode paths.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-004,WP-I4-005,REQUIRES_RUNTIME,Video viewing depends on probe and playback assets.,Prior curated dependency source: Video viewing depends on probe and playback assets.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-005,WP-I5-001,REQUIRES_COMPONENT,Selection and keyboard navigation operate on the virtualized gallery item and focus model.,Gallery component boundary,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-006,WP-I3-001,REQUIRES_SCHEMA,Albums and favorites require versioned authoritative records before UI state can persist.,Album schema and asset references,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-007,WP-I4-010,REQUIRES_DERIVED_INDEX,Memories are derived from stable asset capture metadata and current event/curation sources.,Memory authority decision,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-008,WP-I4-008,REQUIRES_SCHEMA,Location and map browsing require typed coordinates with provenance from metadata extraction.,Asset/event Gps structures,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-009,WP-I3-005,REQUIRES_SCHEMA,The asset inspector requires validated authoritative and mirror sidecar reads with degraded-state reporting.,Sidecar read protocol,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-010,WP-I2-007,REQUIRES_CONTRACT,Review actions cross the typed Rust command boundary.,Prior curated dependency source: Review actions cross the typed Rust command boundary.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-011,WP-I4-012,REQUIRES_DERIVED_INDEX,Saved views require the local text/filter index and an explicit authoritative saved-view schema.,Saved-view authority registry,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-012,WP-I5-001,REQUIRES_RELEASE_GATE,Offline library parity proof requires the production gallery surface and its local data path.,Offline gallery parity,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-012,WP-I5-010,REQUIRES_RELEASE_GATE,Offline parity includes the Review Centre using authoritative local records.,Review Centre parity,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-001,WP-I4-001,REQUIRES_SCANNER,Manage Later inspection requires the non-mutating scanner and typed scan outcomes.,Scanner contract and Manage Later,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-002,WP-I3-001,REQUIRES_SCHEMA,Events are authoritative versioned records.,Prior curated dependency source: Events are authoritative versioned records.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-003,WP-I6-002,REQUIRES_SCHEMA,Creation persists an event record.,Prior curated dependency source: Creation persists an event record.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-004,WP-I4-010,REQUIRES_INDEX,Inference queries indexed timestamps and locations.,Prior curated dependency source: Inference queries indexed timestamps and locations.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-004,WP-I6-002,REQUIRES_SCHEMA,Inference produces reviewable event drafts.,Prior curated dependency source: Inference produces reviewable event drafts.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-005,WP-I6-002,REQUIRES_SCHEMA,"Event merge plans require authoritative event identity, membership, and revision records.",Event schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-006,WP-I6-002,REQUIRES_SCHEMA,Event split and link plans require authoritative event identity and membership revisions.,Event schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-007,WP-I6-002,REQUIRES_SCHEMA,Event naming and normalization use authoritative event dates and stable identity.,Event record naming inputs,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-008,WP-I6-002,REQUIRES_SCHEMA,Date and location boundaries propose changes against versioned event records.,Event temporal/location fields,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-009,WP-I3-011,REQUIRES_CONTRACT,Materialization must first produce a filesystem plan.,Prior curated dependency source: Materialization must first produce a filesystem plan.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-009,WP-I6-002,REQUIRES_SCHEMA,Filesystem effects preserve the approved event revision.,Prior curated dependency source: Filesystem effects preserve the approved event revision.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-010,WP-I6-002,REQUIRES_COMPONENT,Event and Manage Later UI requires authoritative event records and typed commands.,Event UI data source,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-001,WP-I10-001,REQUIRES_WORKER,Detection runs only through the owned local worker lifecycle.,Prior curated dependency source: Detection runs only through the owned local worker lifecycle.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-001,WP-I10-003,REQUIRES_COMPONENT_DECISION,Detection requires a reviewed model/runtime record.,Prior curated dependency source: Detection requires a reviewed model/runtime record.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-002,WP-I3-002,REQUIRES_SCHEMA,Face observations refer to stable asset revisions.,Prior curated dependency source: Face observations refer to stable asset revisions.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-002,WP-I5-010,REQUIRES_CONTRACT,Face results enter the review system as candidates.,Prior curated dependency source: Face results enter the review system as candidates.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-003,WP-I7-002,REQUIRES_SCHEMA,Clustering operates on persisted candidate observations.,Prior curated dependency source: Clustering operates on persisted candidate observations.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-004,WP-I7-002,REQUIRES_SCHEMA,Confirmed identities link reviewed face observations.,Prior curated dependency source: Confirmed identities link reviewed face observations.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-005,WP-I7-004,REQUIRES_IDENTITY,Person aliases and naming require stable person identity and revision ownership.,Person identity schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-007,WP-I7-004,REQUIRES_IDENTITY,Group identity references stable person identities and cannot precede their authority model.,Person/group schemas,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-008,WP-I7-007,REQUIRES_IDENTITY,Temporal group memberships require stable group identities and cycle-safe hierarchy.,Group membership schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-009,WP-I7-002,REQUIRES_REVIEW_PROTOCOL,Scoped face corrections operate on persisted face candidates and preserve decision provenance.,Face candidate records,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-010,WP-I7-004,REQUIRES_IDENTITY,People and face privacy requires stable subject identity for scoped removal and visibility decisions.,Person identity and privacy classifications,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-011,WP-I7-004,REQUIRES_COMPONENT,People and groups UI requires authoritative person identity and typed group references.,People UI data source,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-001,WP-I3-001,REQUIRES_SCHEMA,Tag records and namespaces require the common authoritative record envelope.,Tag schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-002,WP-I8-001,REQUIRES_REVIEW_PROTOCOL,Tag candidates require stable tag identity before review decisions can approve assignments.,Tag and review-item schemas,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-004,WP-I7-004,REQUIRES_SCHEMA,Relationship endpoints are stable person IDs.,Prior curated dependency source: Relationship endpoints are stable person IDs.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I8-005,WP-I8-004,REQUIRES_GRAPH_MODEL,Multi-edge history requires authoritative relationship-edge identities and revisions.,Relationship and history schemas,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-006,WP-I8-005,REQUIRES_GRAPH_MODEL,Relationship projections and views derive only from versioned multi-edge history and approved rules.,Relationship projection rule,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-007,WP-I7-004,REQUIRES_IDENTITY,Photographer and camera-owner attribution requires stable person identities and distinct role fields.,Attribution authority decision,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I8-009,WP-I5-010,REQUIRES_CONTRACT,Relationship proposals use typed review transitions.,Prior curated dependency source: Relationship proposals use typed review transitions.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I8-010,WP-I8-004,REQUIRES_GRAPH_MODEL,Relationship provenance explanations require authoritative edge records and source evidence.,Relationship record provenance,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-001,WP-I8-004,REQUIRES_SCHEMA,Mind maps project canonical relationship records.,Prior curated dependency source: Mind maps project canonical relationship records.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I9-003,WP-I9-001,REQUIRES_GRAPH_MODEL,Folder-scoped maps require the canonical knowledge-graph node and edge model.,Knowledge-graph projection schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-004,WP-I9-001,REQUIRES_GRAPH_MODEL,Event maps require canonical graph projection identity before event nodes and links render.,Knowledge-graph projection schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-005,WP-I9-001,REQUIRES_GRAPH_MODEL,People and relationship maps require the canonical graph projection and stable node identities.,Knowledge-graph projection schema,REVIEWED_CONFIRMED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I9-006,WP-I3-001,REQUIRES_SCHEMA,Saved map drafts require durable versioned records.,Prior curated dependency source: Saved map drafts require durable versioned records.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I9-007,WP-I3-011,REQUIRES_CONTRACT,Map materialization emits a filesystem plan before mutation.,Prior curated dependency source: Map materialization emits a filesystem plan before mutation.,REVIEWED_CONFIRMED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
