canonical_id,work_package_id,membership_rationale,reviewer_status
CAN-LAM-ARCH-218,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-219,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-220,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-221,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-222,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-224,WP-I10-013,Reviewed membership: the requirement is implemented by the bounded ai review suppression and invalidation surface in I10.,REVIEWED
CAN-LAM-ARCH-225,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-228,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-ARCH-229,WP-I10-007,Reviewed membership: the requirement is implemented by the bounded ai task queue persistence surface in I10.,REVIEWED
CAN-LAM-ARCH-230,WP-I10-004,Reviewed membership: the requirement is implemented by the bounded model checksums and compatibility surface in I10.,REVIEWED
CAN-LAM-ARCH-231,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-232,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-233,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-234,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-235,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-236,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-237,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-238,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-ARCH-239,WP-I5-005,Reviewed membership: the requirement is implemented by the bounded selection and keyboard navigation surface in I5.,REVIEWED
CAN-LAM-ARCH-240,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-ARCH-241,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ARCH-242,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-ARCH-243,WP-I5-007,Reviewed membership: the requirement is implemented by the bounded memories experience surface in I5.,REVIEWED
CAN-LAM-ARCH-244,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-245,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-246,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-247,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-248,WP-I5-004,Reviewed membership: the requirement is implemented by the bounded video viewer surface in I5.,REVIEWED
CAN-LAM-ARCH-249,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-250,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-251,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-252,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-253,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-254,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-255,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-256,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-257,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-258,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-259,WP-I10-011,Reviewed membership: the requirement is implemented by the bounded duplicate and similarity candidates surface in I10.,REVIEWED
CAN-LAM-ARCH-269,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-270,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-271,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-272,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-273,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-274,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-275,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-276,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-277,WP-I5-005,Reviewed membership: the requirement is implemented by the bounded selection and keyboard navigation surface in I5.,REVIEWED
CAN-LAM-ARCH-278,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-279,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-ARCH-280,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-ARCH-281,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-ARCH-282,WP-I3-014,Reviewed membership: the requirement is implemented by the bounded crash recovery engine surface in I3.,REVIEWED
CAN-LAM-ARCH-283,WP-I4-007,Reviewed membership: the requirement is implemented by the bounded content hashing and verification surface in I4.,REVIEWED
CAN-LAM-ARCH-284,WP-I4-006,Reviewed membership: the requirement is implemented by the bounded companion-media detection surface in I4.,REVIEWED
CAN-LAM-ARCH-291,WP-I11-003,Explicit fragment review: Expanded a noun-only privacy field into a scoped removal workflow.,REVIEWED
CAN-LAM-ARCH-292,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-293,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-294,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-295,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-296,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-297,WP-I11-003,Reviewed membership: the requirement is implemented by the bounded metadata privacy removal surface in I11.,REVIEWED
CAN-LAM-ARCH-298,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-ARCH-299,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-ARCH-300,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ARCH-301,WP-I3-016,Reviewed membership: the requirement is implemented by the bounded settings root and drive registries surface in I3.,REVIEWED
CAN-LAM-ARCH-302,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ARCH-305,WP-I13-005,Reviewed membership: the requirement is implemented by the bounded restore and collision handling surface in I13.,REVIEWED
CAN-LAM-ARCH-306,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ARCH-307,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ARCH-309,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-310,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-311,WP-I12-001,Reviewed membership: the requirement is implemented by the bounded external-drive registry surface in I12.,REVIEWED
CAN-LAM-ARCH-312,WP-I12-001,Reviewed membership: the requirement is implemented by the bounded external-drive registry surface in I12.,REVIEWED
CAN-LAM-ARCH-313,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-314,WP-I12-009,Reviewed membership: the requirement is implemented by the bounded drive transaction recovery surface in I12.,REVIEWED
CAN-LAM-ARCH-315,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-316,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-317,WP-I12-001,Reviewed membership: the requirement is implemented by the bounded external-drive registry surface in I12.,REVIEWED
CAN-LAM-ARCH-318,WP-I14-003,Reviewed membership: the requirement is implemented by the bounded gallery and viewer performance surface in I14.,REVIEWED
CAN-LAM-ARCH-319,WP-I14-003,Reviewed membership: the requirement is implemented by the bounded gallery and viewer performance surface in I14.,REVIEWED
CAN-LAM-ARCH-320,WP-I14-003,Reviewed membership: the requirement is implemented by the bounded gallery and viewer performance surface in I14.,REVIEWED
CAN-LAM-ARCH-325,WP-I14-009,Reviewed membership: the requirement is implemented by the bounded background-job controls surface in I14.,REVIEWED
CAN-LAM-ARCH-326,WP-I14-009,Reviewed membership: the requirement is implemented by the bounded background-job controls surface in I14.,REVIEWED
CAN-LAM-ARCH-332,WP-I5-001,Reviewed membership: the requirement is implemented by the bounded gallery grid and virtualization surface in I5.,REVIEWED
CAN-LAM-ARCH-333,WP-I5-012,Reviewed membership: the requirement is implemented by the bounded offline library parity proof surface in I5.,REVIEWED
CAN-LAM-ARCH-335,WP-I2-007,Reviewed membership: the requirement is implemented by the bounded ipc envelope and versioning surface in I2.,REVIEWED
CAN-LAM-ARCH-345,WP-I14-003,Reviewed membership: the requirement is implemented by the bounded gallery and viewer performance surface in I14.,REVIEWED
CAN-LAM-ARCH-346,WP-I9-001,Reviewed membership: the requirement is implemented by the bounded canonical knowledge-graph projection surface in I9.,REVIEWED
CAN-LAM-ARCH-349,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-ARCH-350,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-ARCH-351,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-ARCH-368,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-ARCH-370,WP-I2-008,Reviewed membership: the requirement is implemented by the bounded stable ipc errors surface in I2.,REVIEWED
CAN-LAM-ARCH-374,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-ARCH-375,WP-I4-002,Reviewed membership: the requirement is implemented by the bounded incremental scan and watcher reconciliation surface in I4.,REVIEWED
CAN-LAM-ARCH-376,WP-I4-010,Reviewed membership: the requirement is implemented by the bounded asset and path index surface in I4.,REVIEWED
CAN-LAM-ARCH-380,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-ARCH-381,WP-I6-006,Reviewed membership: the requirement is implemented by the bounded event split and link plans surface in I6.,REVIEWED
CAN-LAM-ARCH-382,WP-I7-003,Reviewed membership: the requirement is implemented by the bounded face clustering and curation surface in I7.,REVIEWED
CAN-LAM-ARCH-383,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-ARCH-384,WP-I7-007,Reviewed membership: the requirement is implemented by the bounded group identity model surface in I7.,REVIEWED
CAN-LAM-ARCH-385,WP-I7-008,Reviewed membership: the requirement is implemented by the bounded temporal group memberships surface in I7.,REVIEWED
CAN-LAM-ARCH-386,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-ARCH-387,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-ARCH-390,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ARCH-391,WP-I8-010,Reviewed membership: the requirement is implemented by the bounded relationship provenance and explanations surface in I8.,REVIEWED
CAN-LAM-ARCH-392,WP-I9-001,Reviewed membership: the requirement is implemented by the bounded canonical knowledge-graph projection surface in I9.,REVIEWED
CAN-LAM-ARCH-393,WP-I9-001,Reviewed membership: the requirement is implemented by the bounded canonical knowledge-graph projection surface in I9.,REVIEWED
CAN-LAM-ARCH-394,WP-I10-003,Reviewed membership: the requirement is implemented by the bounded model and component registry surface in I10.,REVIEWED
CAN-LAM-ARCH-395,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-396,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ARCH-398,WP-I11-010,Reviewed membership: the requirement is implemented by the bounded metadata snapshots and restore surface in I11.,REVIEWED
CAN-LAM-ARCH-399,WP-I11-002,Reviewed membership: the requirement is implemented by the bounded batch metadata plans surface in I11.,REVIEWED
CAN-LAM-ARCH-400,WP-I12-003,Reviewed membership: the requirement is implemented by the bounded drive reconnection and identity validation surface in I12.,REVIEWED
CAN-LAM-ARCH-401,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-402,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-403,WP-I12-009,Reviewed membership: the requirement is implemented by the bounded drive transaction recovery surface in I12.,REVIEWED
CAN-LAM-ARCH-404,WP-I12-006,Reviewed membership: the requirement is implemented by the bounded root and asset relinking surface in I12.,REVIEWED
CAN-LAM-ARCH-405,WP-I13-003,Reviewed membership: the requirement is implemented by the bounded backup verification surface in I13.,REVIEWED
CAN-LAM-ARCH-406,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-LAM-ARCH-407,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-LAM-ARCH-408,WP-I14-008,Reviewed membership: the requirement is implemented by the bounded map and graph accessibility surface in I14.,REVIEWED
CAN-LAM-ARCH-409,WP-I14-005,Reviewed membership: the requirement is implemented by the bounded accessibility semantics surface in I14.,REVIEWED
CAN-LAM-ARCH-416,WP-I4-001,Explicit fragment review: Replaced a one-word gate with an adversarial scanner acceptance test.,REVIEWED
CAN-LAM-ARCH-417,WP-I9-006,Reviewed membership: the requirement is implemented by the bounded persistent map drafts surface in I9.,REVIEWED
CAN-LAM-ARCH-418,WP-I9-007,Reviewed membership: the requirement is implemented by the bounded simulation and materialization surface in I9.,REVIEWED
CAN-LAM-ARCH-425,WP-I3-006,Reviewed membership: the requirement is implemented by the bounded sidecar write protocol surface in I3.,REVIEWED
CAN-LAM-ARCH-434,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-ARCH-435,WP-I1-004,Reviewed membership: the requirement is implemented by the bounded brand asset replacement surface in I1.,REVIEWED
CAN-LAM-ARCH-436,WP-I1-004,Reviewed membership: the requirement is implemented by the bounded brand asset replacement surface in I1.,REVIEWED
CAN-LAM-ARCH-437,WP-I1-003,Reviewed membership: the requirement is implemented by the bounded package and bundle identity surface in I1.,REVIEWED
CAN-LAM-ARCH-438,WP-I1-003,Reviewed membership: the requirement is implemented by the bounded package and bundle identity surface in I1.,REVIEWED
CAN-LAM-ARCH-439,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-ARCH-440,WP-I1-002,Reviewed membership: the requirement is implemented by the bounded visible ui rebrand surface in I1.,REVIEWED
CAN-LAM-ARCH-441,WP-I1-005,Reviewed membership: the requirement is implemented by the bounded licence and attribution preservation surface in I1.,REVIEWED
CAN-LAM-ARCH-442,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-ARCH-443,WP-I1-001,Reviewed membership: the requirement is implemented by the bounded brand and identity inventory surface in I1.,REVIEWED
CAN-LAM-ARCH-444,WP-I0-011,Explicit fragment review: Replaced a one-word tracker gate with revisioned status behavior.,REVIEWED
CAN-LAM-ASSET-002,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ASSET-004,WP-I4-003,The requirement spans the approved media-class contract; HEIF/RAW decode is only one dependent implementation slice.,REVIEWED
CAN-LAM-ASSET-013,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-018,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-ASSET-024,WP-I3-008,Reviewed membership: the requirement is implemented by the bounded sqlite migration framework surface in I3.,REVIEWED
CAN-LAM-ASSET-026,WP-I8-005,Effective-dated relationship interval preservation is owned by multi-edge relationship history.,REVIEWED
CAN-LAM-ASSET-027,WP-I4-001,Reviewed membership: the requirement is implemented by the bounded initial recursive scanner surface in I4.,REVIEWED
CAN-LAM-ASSET-028,WP-I4-005,Reviewed membership: the requirement is implemented by the bounded video probing and playback assets surface in I4.,REVIEWED
CAN-LAM-ASSET-030,WP-I5-004,Reviewed membership: the requirement is implemented by the bounded video viewer surface in I5.,REVIEWED
CAN-LAM-ASSET-031,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-032,WP-I5-011,Reviewed membership: the requirement is implemented by the bounded saved views and filters surface in I5.,REVIEWED
CAN-LAM-ASSET-036,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-ASSET-037,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-038,WP-I6-008,Reviewed membership: the requirement is implemented by the bounded date and location boundaries surface in I6.,REVIEWED
CAN-LAM-ASSET-039,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-040,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-ASSET-042,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-ASSET-043,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ASSET-044,WP-I3-009,Reviewed membership: the requirement is implemented by the bounded derived-index rebuild contract surface in I3.,REVIEWED
CAN-LAM-ASSET-045,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-ASSET-047,WP-I6-008,Unknown-date preservation and approval boundaries belong to event date and location boundaries.,REVIEWED
CAN-LAM-ASSET-048,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-ASSET-049,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-ASSET-050,WP-I6-001,Reviewed membership: the requirement is implemented by the bounded manage later non-mutating scan surface in I6.,REVIEWED
CAN-LAM-ASSET-055,WP-I5-004,Reviewed membership: the requirement is implemented by the bounded video viewer surface in I5.,REVIEWED
CAN-LAM-ASSET-056,WP-I5-002,Reviewed membership: the requirement is implemented by the bounded timeline navigation surface in I5.,REVIEWED
CAN-LAM-ASSET-057,WP-I5-003,Reviewed membership: the requirement is implemented by the bounded image viewer surface in I5.,REVIEWED
CAN-LAM-ASSET-058,WP-I5-004,Reviewed membership: the requirement is implemented by the bounded video viewer surface in I5.,REVIEWED
CAN-LAM-ASSET-060,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-062,WP-I6-003,Reviewed membership: the requirement is implemented by the bounded manual event creation surface in I6.,REVIEWED
CAN-LAM-ASSET-063,WP-I7-004,Reviewed membership: the requirement is implemented by the bounded person identity model surface in I7.,REVIEWED
CAN-LAM-ASSET-066,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-069,WP-I9-004,Reviewed membership: the requirement is implemented by the bounded event mind map surface in I9.,REVIEWED
CAN-LAM-ASSET-070,WP-I6-009,Reviewed membership: the requirement is implemented by the bounded event filesystem materialization plan surface in I6.,REVIEWED
CAN-LAM-ASSET-071,WP-I6-010,Reviewed membership: the requirement is implemented by the bounded event and manage later ui surface in I6.,REVIEWED
CAN-LAM-ASSET-072,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-ASSET-075,WP-I8-001,Reviewed membership: the requirement is implemented by the bounded tag records and namespaces surface in I8.,REVIEWED
CAN-LAM-ASSET-077,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-079,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ASSET-082,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-ASSET-083,WP-I8-006,Reviewed membership: the requirement is implemented by the bounded relationship projections and views surface in I8.,REVIEWED
CAN-LAM-ASSET-084,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-088,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-090,WP-I8-007,"Photographer proposals and approval are part of typed photographer, camera-owner, and importer attribution.",REVIEWED
CAN-LAM-ASSET-091,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-092,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-094,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-ASSET-096,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-098,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-099,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-100,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-ASSET-106,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-107,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-108,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-109,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-113,WP-I3-001,Reviewed membership: the requirement is implemented by the bounded authoritative record envelope surface in I3.,REVIEWED
CAN-LAM-ASSET-114,WP-I10-010,Reviewed membership: the requirement is implemented by the bounded embeddings and semantic search surface in I10.,REVIEWED
CAN-LAM-ASSET-115,WP-I3-002,Reviewed membership: the requirement is implemented by the bounded stable asset identity surface in I3.,REVIEWED
CAN-LAM-ASSET-116,WP-I8-007,Reviewed membership: the requirement is implemented by the bounded photographer camera-owner importer attribution surface in I8.,REVIEWED
CAN-LAM-ASSET-117,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ASSET-118,WP-I10-005,Reviewed membership: the requirement is implemented by the bounded hardware assessment surface in I10.,REVIEWED
CAN-LAM-ASSET-120,WP-I5-006,Reviewed membership: the requirement is implemented by the bounded albums and favorites surface in I5.,REVIEWED
CAN-LAM-ASSET-121,WP-I5-008,Reviewed membership: the requirement is implemented by the bounded location and map browsing surface in I5.,REVIEWED
CAN-LAM-ASSET-123,WP-I5-010,Reviewed membership: the requirement is implemented by the bounded review centre foundation surface in I5.,REVIEWED
CAN-LAM-ASSET-124,WP-I3-011,Reviewed membership: the requirement is implemented by the bounded file-operation plan contract surface in I3.,REVIEWED
CAN-LAM-ASSET-125,WP-I3-010,Reviewed membership: the requirement is implemented by the bounded filesystem operation journal surface in I3.,REVIEWED
CAN-LAM-ASSET-126,WP-I13-011,Reviewed membership: the requirement is implemented by the bounded backup restore rebuild disaster drill surface in I13.,REVIEWED
CAN-LAM-ASSET-128,WP-I4-006,Reviewed membership: the requirement is implemented by the bounded companion-media detection surface in I4.,REVIEWED
CAN-LAM-ASSET-129,WP-I4-012,Reviewed membership: the requirement is implemented by the bounded initial textual index surface in I4.,REVIEWED
CAN-LAM-ASSET-130,WP-I4-003,Reviewed membership: the requirement is implemented by the bounded media format classification surface in I4.,REVIEWED
CAN-LAM-ASSET-134,WP-I3-005,Reviewed membership: the requirement is implemented by the bounded sidecar read protocol surface in I3.,REVIEWED
CAN-LAM-ASSET-137,WP-I7-010,Reviewed membership: the requirement is implemented by the bounded people and face privacy surface in I7.,REVIEWED
CAN-LAM-ASSET-138,WP-I5-009,Reviewed membership: the requirement is implemented by the bounded asset inspector surface in I5.,REVIEWED
