original_requirement_id,source_plan,source_section,source_text,normalized_item_ids,disposition,rationale
LAM-AI-069,02-EVERYTHING-WE-ARE-DELETING.md,26. Single `aiChecked` Boolean to Delete,"Lamha uses per-task state concepts across the SQLite working store and local cache (matching File 1 Section 22.3 and File 3 Section 18.3): task status, model identity, model version, source identity or hash, relevant configuration identity or hash, processing time, and invalidation/staleness state. Phase 1 target-schema mapping selects the exact serialized field names and internal database representation.",CAN-LAM-AI-069,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-070,02-EVERYTHING-WE-ARE-DELETING.md,31. Text-Only Group Identity to Delete,Delete a group identity model based only on editable text:,CAN-LAM-AI-070,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-071,02-EVERYTHING-WE-ARE-DELETING.md,35. Silent File Movement and Folder Materialization to Delete,Moving files after an AI suggestion,CAN-LAM-AI-071,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-072,02-EVERYTHING-WE-ARE-DELETING.md,43. Premature Deletion Is Forbidden,Deleting database models before mapping retained data,CAN-LAM-AI-072,REMOVAL_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-073,02-EVERYTHING-WE-ARE-DELETING.md,44. Material That Must Not Be Deleted,Useful AI logic that can be ported,CAN-LAM-AI-073,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-074,02-EVERYTHING-WE-ARE-DELETING.md,45. Graphify Deletion Mapping Requirements,Every worker dependency,CAN-LAM-AI-074,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-075,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 7 — Faces, People & Groups",Face-specific inference slice over the Phase 1-selected non-network local worker contract,CAN-LAM-AI-075,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-076,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 8 — Tags, Relationships, Smart Views & Attribution",Suppression,CAN-LAM-AI-076,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-077,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 10 — Local AI Completeness,"Shared worker supervision, cancellation, retries, and the Phase 1-selected non-network IPC protocol",CAN-LAM-AI-077,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-078,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 10 — Local AI Completeness,Exact/similar duplicate candidates and burst grouping,CAN-LAM-AI-078,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-079,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 10 — Local AI Completeness,Persistent rejection/suppression with controlled reconsideration after explicit user action or material source/model/configuration/candidate/evidence change,CAN-LAM-AI-079,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-080,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,Phase 10 — Local AI Completeness,"Gate: Processing resumes safely, skips only valid completed work, respects equivalent rejection despite score drift/routine reruns, creates materially changed candidates only in Review with prior history preserved, and creates no network listener.",CAN-LAM-AI-080,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-081,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 13 — Backup, Trash & Rebuild",AI cache rebuild,CAN-LAM-AI-081,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-082,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 15 — Full Integration, Parity & Cross-Platform Packaging",Bundled AI,CAN-LAM-AI-082,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-083,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,"Phase 15 — Full Integration, Parity & Cross-Platform Packaging",Legal/licence/model/codec/binary inventory,CAN-LAM-AI-083,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-084,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,25. Performance Proof,"A model must not invent a single universal millisecond/FPS target or replace recorded budgets with “feels fast.” At minimum, the UI remains interactive, background work is cancellable/pausable where specified, memory growth is bounded, and no tier silently falls back to loading the full library into the UI.",CAN-LAM-AI-084,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-085,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,26. Risk Management,AI resource use,CAN-LAM-AI-085,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-086,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,26. Risk Management,Third-party models,CAN-LAM-AI-086,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-087,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,27. Legal and Rebranding Method,Models,CAN-LAM-AI-087,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-088,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,Local AI works with hardware-aware scheduling.,CAN-LAM-AI-088,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-AI-089,03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md,31. Implementation Completion Definition,AI state is task-specific.,CAN-LAM-AI-089,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-001,01-EVERYTHING-WE-ARE-KEEPING.md,Authoritative Master Plan File 1 of 3,Application name: Lamha,CAN-LAM-ARCH-001,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-002,01-EVERYTHING-WE-ARE-KEEPING.md,Authoritative Master Plan File 1 of 3,Document role: Complete definition of the approved Immich-derived behaviours and new Lamha capabilities that must exist in the finished application,CAN-LAM-ARCH-002,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-003,01-EVERYTHING-WE-ARE-KEEPING.md,Authoritative Master Plan File 1 of 3,Graphify must map every item in this file to the current codebase or explicitly record that the capability does not yet exist and must be created.,CAN-LAM-ARCH-003,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-004,01-EVERYTHING-WE-ARE-KEEPING.md,Reading contract,"MUST, MUST NOT, REQUIRED, and invariant-table entries are binding.",CAN-LAM-ARCH-004,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-005,01-EVERYTHING-WE-ARE-KEEPING.md,Reading contract,SHOULD is binding unless Graphify records a concrete technical blocker and an approved alternative.,CAN-LAM-ARCH-005,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-006,01-EVERYTHING-WE-ARE-KEEPING.md,Reading contract,"MAY and “optional” describe permitted behaviour, not a completion requirement.",CAN-LAM-ARCH-006,VERIFICATION_GATE,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-007,01-EVERYTHING-WE-ARE-KEEPING.md,Reading contract,Examples illustrate a rule; they do not narrow or expand it.,CAN-LAM-ARCH-007,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-008,01-EVERYTHING-WE-ARE-KEEPING.md,Reading contract,"File 1 owns retained final behaviour, File 2 owns final absences, and File 3 owns process, sequencing, evidence, and status. No file may be read in isolation.",CAN-LAM-ARCH-008,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-009,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Windows,CAN-LAM-ARCH-009,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-010,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,macOS,CAN-LAM-ARCH-010,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-011,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Linux,CAN-LAM-ARCH-011,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-012,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Portable local libraries,CAN-LAM-ARCH-012,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-013,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Completely offline use,CAN-LAM-ARCH-013,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-014,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,The final application must feel like one integrated desktop application.,CAN-LAM-ARCH-014,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-015,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,"The user must not need to understand Docker, servers, databases, network ports, or system administration.",CAN-LAM-ARCH-015,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-016,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,[!IMPORTANT],CAN-LAM-ARCH-016,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-017,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Disambiguation Box 1: Current Architecture vs. Target Architecture,CAN-LAM-ARCH-017,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-018,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,[!WARNING],CAN-LAM-ARCH-018,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-019,01-EVERYTHING-WE-ARE-KEEPING.md,1. Final Product Identity,Anti-Prototype & Anti-Stub Guardrail,CAN-LAM-ARCH-019,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-020,01-EVERYTHING-WE-ARE-KEEPING.md,1.1 Canonical Glossary of Core Entities & Managed Capabilities,"It is temporary but durable, visible in Review, conflict-checked before flush, and never silently discarded.",CAN-LAM-ARCH-020,PROHIBITION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-021,01-EVERYTHING-WE-ARE-KEEPING.md,1.3 Directional Source-of-Truth & Authority Matrix,Preserve the original value.,CAN-LAM-ARCH-021,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-022,01-EVERYTHING-WE-ARE-KEEPING.md,1.3 Directional Source-of-Truth & Authority Matrix,Later embedded changes create a conflict item; they do not rewrite the snapshot.,CAN-LAM-ARCH-022,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-023,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Opening the app,CAN-LAM-ARCH-023,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-024,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Similar-image detection,CAN-LAM-ARCH-024,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-025,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Tags,CAN-LAM-ARCH-025,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-026,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Mind maps,CAN-LAM-ARCH-026,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-027,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Albums,CAN-LAM-ARCH-027,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-028,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Favorites,CAN-LAM-ARCH-028,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-029,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Memories,CAN-LAM-ARCH-029,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-030,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,Review queues,CAN-LAM-ARCH-030,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-031,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,File movement,CAN-LAM-ARCH-031,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-032,01-EVERYTHING-WE-ARE-KEEPING.md,2.1 Local-first operation,File renaming,CAN-LAM-ARCH-032,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-033,01-EVERYTHING-WE-ARE-KEEPING.md,2.2 Single physical media copy,Smart views,CAN-LAM-ARCH-033,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-034,01-EVERYTHING-WE-ARE-KEEPING.md,2.2 Single physical media copy,Map results,CAN-LAM-ARCH-034,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-035,01-EVERYTHING-WE-ARE-KEEPING.md,2.2 Single physical media copy,Disambiguation Box 2: Physical Storage vs. Virtual Views,CAN-LAM-ARCH-035,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-036,01-EVERYTHING-WE-ARE-KEEPING.md,2.3 Event-first physical organization,Several locations,CAN-LAM-ARCH-036,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-037,01-EVERYTHING-WE-ARE-KEEPING.md,2.3 Event-first physical organization,Several days of activity,CAN-LAM-ARCH-037,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-038,01-EVERYTHING-WE-ARE-KEEPING.md,2.4 Transparent and recoverable metadata,Tag records,CAN-LAM-ARCH-038,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-039,01-EVERYTHING-WE-ARE-KEEPING.md,2.5 Review before final acceptance,Suggest content tags,CAN-LAM-ARCH-039,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-040,01-EVERYTHING-WE-ARE-KEEPING.md,2.5 Review before final acceptance,Find similar images,CAN-LAM-ARCH-040,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-041,01-EVERYTHING-WE-ARE-KEEPING.md,2.5 Review before final acceptance,Suggest locations,CAN-LAM-ARCH-041,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-042,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Preview before rename,CAN-LAM-ARCH-042,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-043,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Preview before move,CAN-LAM-ARCH-043,IMPLEMENTATION_CONSTRAINT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-044,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Preview before merge,CAN-LAM-ARCH-044,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-045,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Preview before split,CAN-LAM-ARCH-045,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-046,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Operation history,CAN-LAM-ARCH-046,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-047,01-EVERYTHING-WE-ARE-KEEPING.md,2.6 Non-destructive defaults,Undo,CAN-LAM-ARCH-047,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-048,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Sidecar-generation preview and reviewed creation,CAN-LAM-ARCH-048,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-049,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Tag review,CAN-LAM-ARCH-049,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-050,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Multi-select,CAN-LAM-ARCH-050,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-051,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Bulk rename preview,CAN-LAM-ARCH-051,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-052,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Bulk move preview,CAN-LAM-ARCH-052,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-053,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Merge and split planning,CAN-LAM-ARCH-053,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-054,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Unknown-date handling,CAN-LAM-ARCH-054,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-055,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Missing-sidecar review,CAN-LAM-ARCH-055,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-056,01-EVERYTHING-WE-ARE-KEEPING.md,4. Manage Later,Inconsistency warnings,CAN-LAM-ARCH-056,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-057,01-EVERYTHING-WE-ARE-KEEPING.md,5. Asset Bundle Standard,Renamed,CAN-LAM-ARCH-057,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-058,01-EVERYTHING-WE-ARE-KEEPING.md,5. Asset Bundle Standard,Moved,CAN-LAM-ARCH-058,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-059,01-EVERYTHING-WE-ARE-KEEPING.md,5. Asset Bundle Standard,A missing/detached sidecar is a degraded state requiring repair or Review.,CAN-LAM-ARCH-059,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-060,01-EVERYTHING-WE-ARE-KEEPING.md,5. Asset Bundle Standard,[!CAUTION],CAN-LAM-ARCH-060,INFORMATIONAL,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-061,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Smooth date scrolling,CAN-LAM-ARCH-061,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-062,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Date jump controls,CAN-LAM-ARCH-062,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-063,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Adjustable grid size,CAN-LAM-ARCH-063,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-064,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Fast thumbnail loading,CAN-LAM-ARCH-064,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-065,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Multi-selection,CAN-LAM-ARCH-065,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-066,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Keyboard navigation,CAN-LAM-ARCH-066,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-067,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,Review indicators,CAN-LAM-ARCH-067,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-068,01-EVERYTHING-WE-ARE-KEEPING.md,6. Gallery and Timeline,The gallery must work from local files and local indexes only.,CAN-LAM-ARCH-068,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-069,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Play and pause,CAN-LAM-ARCH-069,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-070,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Timeline scrubbing,CAN-LAM-ARCH-070,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-071,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Previous and next navigation,CAN-LAM-ARCH-071,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-072,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Zoom,CAN-LAM-ARCH-072,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-073,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Pan,CAN-LAM-ARCH-073,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-074,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Rotation,CAN-LAM-ARCH-074,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-075,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Orientation correction,CAN-LAM-ARCH-075,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-076,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,GIF playback,CAN-LAM-ARCH-076,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-077,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Panorama support,CAN-LAM-ARCH-077,FUNCTIONAL_REQUIREMENT,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-078,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,RAW previews where supported,CAN-LAM-ARCH-078,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-079,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Favorite toggle,CAN-LAM-ARCH-079,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-080,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Album membership,CAN-LAM-ARCH-080,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-081,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Open in map,CAN-LAM-ARCH-081,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-082,01-EVERYTHING-WE-ARE-KEEPING.md,7. Asset Viewer,Open in mind map,CAN-LAM-ARCH-082,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-083,01-EVERYTHING-WE-ARE-KEEPING.md,8. Local Library Scanning,Recursive scanning,CAN-LAM-ARCH-083,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-084,01-EVERYTHING-WE-ARE-KEEPING.md,8. Local Library Scanning,Incremental rescanning,CAN-LAM-ARCH-084,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-085,01-EVERYTHING-WE-ARE-KEEPING.md,8. Local Library Scanning,File watching,CAN-LAM-ARCH-085,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-086,01-EVERYTHING-WE-ARE-KEEPING.md,8. Local Library Scanning,External change detection,CAN-LAM-ARCH-086,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
LAM-ARCH-087,01-EVERYTHING-WE-ARE-KEEPING.md,8. Local Library Scanning,Thumbnail generation,CAN-LAM-ARCH-087,ACCEPTANCE_CRITERION,"Every source row is retained here even when it becomes a criterion, gate, note, duplicate, or split source container."
