work_package_id,prerequisite_work_package_id,dependency_type,technical_rationale,evidence,review_status,reviewer_type,review_revision,reviewer_status,artificial_adjacency
WP-I2-004,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I2-004 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I2-004,WP-I2-001,REQUIRES_COMPONENT_DECISION,Tauri capabilities and permissions require a bootstrapped shell and concrete command surface. WP-I2-004 consumes the finalized Tauri decision owned by WP-I2-001.,Tauri shell architecture;Pass C component ledger;component Tauri.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I2-004,WP-I2-003,REQUIRES_COMPONENT_DECISION,WP-I2-004 consumes the finalized Platform WebView dependencies decision owned by WP-I2-003.,Pass C component ledger; component Platform WebView dependencies.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-005,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I2-005 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I2-005,WP-I2-002,REQUIRES_COMPONENT_DECISION,WP-I2-005 consumes the finalized Svelte/SvelteKit decision owned by WP-I2-002.,Pass C component ledger; component Svelte/SvelteKit.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-005,WP-I2-007,REQUIRES_COMMAND_CONTRACT,Local settings bootstrap must use the versioned IPC envelope and typed error contract.,IPC envelope and settings commands,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I2-007,WP-I2-001,REQUIRES_COMPONENT_DECISION,Typed commands require the Rust command host. WP-I2-007 consumes the finalized Tauri decision owned by WP-I2-001.,Prior curated dependency source: Typed commands require the Rust command host.;Pass C component ledger;component Tauri.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I2-008,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I2-008 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I2-008,WP-I2-001,REQUIRES_COMPONENT_DECISION,WP-I2-008 consumes the finalized Tauri decision owned by WP-I2-001.,Pass C component ledger; component Tauri.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-008,WP-I2-007,REQUIRES_CONTRACT,Stable errors are part of the versioned IPC envelope.,Prior curated dependency source: Stable errors are part of the versioned IPC envelope.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I2-011,WP-I2-001,REQUIRES_COMPONENT_DECISION,WP-I2-011 consumes the finalized Tauri decision owned by WP-I2-001.,Pass C component ledger; component Tauri.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-011,WP-I2-002,REQUIRES_COMPONENT_DECISION,WP-I2-011 consumes the finalized Svelte/SvelteKit decision owned by WP-I2-002.,Pass C component ledger; component Svelte/SvelteKit.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-011,WP-I2-003,REQUIRES_COMPONENT_DECISION,WP-I2-011 consumes the finalized Platform WebView dependencies decision owned by WP-I2-003.,Pass C component ledger; component Platform WebView dependencies.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I2-011,WP-I2-007,REQUIRES_CONTRACT,The frontend bridge is generated from approved IPC contracts.,Prior curated dependency source: The frontend bridge is generated from approved IPC contracts.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I2-013,WP-I2-003,REQUIRES_PLATFORM_PROOF,Shell smoke proof exercises the packaged local launch path.,Prior curated dependency source: Shell smoke proof exercises the packaged local launch path.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-001,WP-I2-007,REQUIRES_COMMAND_CONTRACT,Authoritative records exposed through the desktop boundary require the stable versioned IPC envelope.,Record envelope and IPC versioning,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-002,WP-I3-001,REQUIRES_SCHEMA,Stable asset identity is an authoritative versioned record.,Prior curated dependency source: Stable asset identity is an authoritative versioned record.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-003,WP-I2-004,REQUIRES_SECURITY_BOUNDARY,Root authority is enforced inside the granted Tauri capability.,Prior curated dependency source: Root authority is enforced inside the granted Tauri capability.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-004,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Containment and reparse checks require an authorized-root model.,Prior curated dependency source: Containment and reparse checks require an authorized-root model.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-005,WP-I3-001,REQUIRES_SCHEMA,Sidecar parsing targets a versioned record envelope.,Prior curated dependency source: Sidecar parsing targets a versioned record envelope.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-006,WP-I3-005,REQUIRES_SCHEMA,Safe writes preserve and round-trip fields understood by the reader.,Prior curated dependency source: Safe writes preserve and round-trip fields understood by the reader.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-007,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I3-007 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I3-007,WP-I3-001,REQUIRES_SCHEMA,Authoritative schema migrations require the closed record envelope and revision semantics.,Record envelope schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-008,WP-I0-005,REQUIRES_COMPONENT_DECISION,WP-I3-008 consumes the finalized Rust toolchain decision owned by WP-I0-005.,Pass C component ledger; component Rust toolchain.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I3-008,WP-I3-001,REQUIRES_SCHEMA,Derived tables must trace to authoritative record fields.,Prior curated dependency source: Derived tables must trace to authoritative record fields.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-009,WP-I3-008,REQUIRES_COMPONENT_DECISION,Rebuild proof executes the migration-owned derived schema. WP-I3-009 consumes the finalized SQLite Rust library decision owned by WP-I3-008.,Prior curated dependency source: Rebuild proof executes the migration-owned derived schema.;Pass C component ledger;component SQLite Rust library.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I3-010,WP-I3-003,REQUIRES_FILESYSTEM_AUTHORITY,The operation journal must validate every target against authorized root identity before recording mutation state.,Root authorization and journal contract,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-011,WP-I3-002,REQUIRES_SCHEMA,Operation preconditions use stable asset identities and revisions.,Prior curated dependency source: Operation preconditions use stable asset identities and revisions.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-011,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Every operation plan is scoped to an authorized root.,Prior curated dependency source: Every operation plan is scoped to an authorized root.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-012,WP-I0-005,REQUIRES_COMPONENT_DECISION,WP-I3-012 consumes the finalized Rust toolchain decision owned by WP-I0-005.,Pass C component ledger; component Rust toolchain.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I3-012,WP-I3-004,REQUIRES_SECURITY_BOUNDARY,Staging paths must pass containment and reparse checks.,Prior curated dependency source: Staging paths must pass containment and reparse checks.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-012,WP-I3-011,REQUIRES_CONTRACT,Staging executes a validated operation plan.,Prior curated dependency source: Staging executes a validated operation plan.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I3-014,WP-I3-010,REQUIRES_TRANSACTION_ENGINE,Crash recovery replays or rolls back durable operation-journal states by transaction identity.,Operation journal recovery states,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-015,WP-I3-001,REQUIRES_SCHEMA,Revision and concurrency preconditions require stable record identity and monotonic revision fields.,Authoritative record envelope,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I3-016,WP-I3-003,REQUIRES_FILESYSTEM_AUTHORITY,Settings root and drive registries must store only validated authorized root identities.,Root authorization model,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-002,REQUIRES_SCHEMA,Discovered files require stable asset identities.,Prior curated dependency source: Discovered files require stable asset identities.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-003,REQUIRES_SECURITY_BOUNDARY,Scanning is limited to authorized roots.,Prior curated dependency source: Scanning is limited to authorized roots.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-001,WP-I3-008,REQUIRES_INDEX,The scanner publishes only to the migration-owned derived index.,Prior curated dependency source: The scanner publishes only to the migration-owned derived index.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-002,WP-I4-001,REQUIRES_INDEX,Watcher reconciliation reuses scanner identity and indexing rules.,Prior curated dependency source: Watcher reconciliation reuses scanner identity and indexing rules.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-003,WP-I4-001,REQUIRES_STORAGE,Format classification operates on safely discovered media.,Prior curated dependency source: Format classification operates on safely discovered media.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-004,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I4-004 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I4-004,WP-I4-003,REQUIRES_COMPONENT_DECISION,HEIF/RAW decoding requires a classified format and reviewed decoder choice.,Prior curated dependency source: HEIF/RAW decoding requires a classified format and reviewed decoder choice.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-005,WP-I4-003,REQUIRES_COMPONENT_DECISION,Video probing requires a classified format and reviewed runtime choice.,Prior curated dependency source: Video probing requires a classified format and reviewed runtime choice.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-006,WP-I3-002,REQUIRES_SCHEMA,Companion bundles join stable asset identities.,Prior curated dependency source: Companion bundles join stable asset identities.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-006,WP-I4-003,REQUIRES_STORAGE,Companion detection uses classified container and naming evidence.,Prior curated dependency source: Companion detection uses classified container and naming evidence.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-007,WP-I4-001,REQUIRES_SCANNER,Content hashes are created from scanner-discovered assets after path authorization and media classification.,Initial scanner asset discovery,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I4-008,WP-I3-005,REQUIRES_SCHEMA,Extraction precedence must account for durable sidecars.,Prior curated dependency source: Extraction precedence must account for durable sidecars.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-008,WP-I4-003,REQUIRES_COMPONENT_DECISION,Metadata extraction depends on format-aware reviewed tooling.,Prior curated dependency source: Metadata extraction depends on format-aware reviewed tooling.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-009,WP-I3-002,REQUIRES_SCHEMA,Derivative keys include stable asset identity and revision.,Prior curated dependency source: Derivative keys include stable asset identity and revision.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-009,WP-I4-003,REQUIRES_COMPONENT_DECISION,Preview generation dispatches to format-specific decoders.,Prior curated dependency source: Preview generation dispatches to format-specific decoders.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-009,WP-I4-004,REQUIRES_COMPONENT_DECISION,WP-I4-009 consumes the finalized HEIF decoder decision owned by WP-I4-004.,Pass C component ledger; component HEIF decoder.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I4-010,WP-I3-008,REQUIRES_COMPONENT_DECISION,Path lookup uses the derived SQLite schema. WP-I4-010 consumes the finalized SQLite Rust library decision owned by WP-I3-008.,Prior curated dependency source: Path lookup uses the derived SQLite schema.;Pass C component ledger;component SQLite Rust library.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I4-010,WP-I4-008,REQUIRES_COMPONENT_DECISION,WP-I4-010 consumes the finalized ExifTool or replacement decision owned by WP-I4-008.,Pass C component ledger; component ExifTool or replacement.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I4-011,WP-I4-002,REQUIRES_INDEX,Reconciliation consumes scanner/watcher observations.,Prior curated dependency source: Reconciliation consumes scanner/watcher observations.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I4-012,WP-I4-010,REQUIRES_DERIVED_INDEX,The textual index requires stable asset and path index entries as its rebuild source.,Asset/path and search index schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-001,WP-I4-009,REQUIRES_COMPONENT_DECISION,The gallery needs revisioned preview records. WP-I5-001 consumes the finalized Image thumbnail library decision owned by WP-I4-009.,Prior curated dependency source: The gallery needs revisioned preview records.;Pass C component ledger;component Image thumbnail library.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I5-001,WP-I4-010,REQUIRES_INDEX,The gallery pages through the derived asset index.,Prior curated dependency source: The gallery pages through the derived asset index.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-002,WP-I4-010,REQUIRES_DERIVED_INDEX,Timeline navigation requires capture-time and stable asset rows from the derived asset index.,Timeline index query,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-003,WP-I4-004,REQUIRES_COMPONENT_DECISION,Image viewing depends on supported image/RAW decode paths. WP-I5-003 consumes the finalized HEIF decoder decision owned by WP-I4-004.,Prior curated dependency source: Image viewing depends on supported image/RAW decode paths.;Pass C component ledger;component HEIF decoder.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I5-003,WP-I4-009,REQUIRES_COMPONENT_DECISION,WP-I5-003 consumes the finalized Image thumbnail library decision owned by WP-I4-009.,Pass C component ledger; component Image thumbnail library.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I5-004,WP-I4-005,REQUIRES_COMPONENT_DECISION,Video viewing depends on probe and playback assets. WP-I5-004 consumes the finalized FFmpeg decision owned by WP-I4-005.,Prior curated dependency source: Video viewing depends on probe and playback assets.;Pass C component ledger;component FFmpeg.,REVIEWED_CORRECTED,GPT_5_6_FINAL_REVIEW,2026-08-08-gpt-5.6-final,REVIEWED,false
WP-I5-005,WP-I5-001,REQUIRES_COMPONENT,Selection and keyboard navigation operate on the virtualized gallery item and focus model.,Gallery component boundary,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-006,WP-I3-001,REQUIRES_SCHEMA,Albums and favorites require versioned authoritative records before UI state can persist.,Album schema and asset references,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-007,WP-I4-010,REQUIRES_DERIVED_INDEX,Memories are derived from stable asset capture metadata and current event/curation sources.,Memory authority decision,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-008,WP-I4-008,REQUIRES_SCHEMA,Location and map browsing require typed coordinates with provenance from metadata extraction.,Asset/event Gps structures,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-010,WP-I2-007,REQUIRES_CONTRACT,Review actions cross the typed Rust command boundary.,Prior curated dependency source: Review actions cross the typed Rust command boundary.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I5-011,WP-I4-012,REQUIRES_DERIVED_INDEX,Saved views require the local text/filter index and an explicit authoritative saved-view schema.,Saved-view authority registry,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-012,WP-I5-001,REQUIRES_RELEASE_GATE,Offline library parity proof requires the production gallery surface and its local data path.,Offline gallery parity,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-012,WP-I5-010,REQUIRES_RELEASE_GATE,Offline parity includes the Review Centre using authoritative local records.,Review Centre parity,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I5-013,WP-I3-002,REQUIRES_IDENTITY,Open asset navigation resolves the stable asset identity.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-013,WP-I5-010,REQUIRES_REVIEW_PROTOCOL,Navigation reads review items whose decision records are owned by review-state mutations.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-013,WP-I6-002,REQUIRES_SCHEMA,Open event navigation reads the reviewed event record.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-013,WP-I7-004,REQUIRES_SCHEMA,Open person navigation reads the reviewed person profile.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-014,WP-I5-010,REQUIRES_REVIEW_PROTOCOL,Queue filters read review item state produced by review-state mutations.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-015,WP-I3-003,REQUIRES_FILESYSTEM_AUTHORITY,Reveal validates the path against the authorized-root model before opening.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-015,WP-I4-010,REQUIRES_INDEX,Filesystem reveal resolves the current path from the asset and path index.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-016,WP-I3-002,REQUIRES_IDENTITY,Detail loading resolves assets and bundles by stable identity.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-016,WP-I3-005,REQUIRES_SCHEMA,Detail loading reads sidecars through the reviewed sidecar read protocol.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-017,WP-I11-001,REQUIRES_AUTHORITY_MODEL,Viewer mutations persist through the authority-aware metadata editor.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I5-017,WP-I3-006,REQUIRES_SCHEMA,Viewer mutations write through the reviewed sidecar write protocol.,Pass 2 technical DAG review; explicit technical prerequisite.,REVIEWED_CORRECTED,,,,false
WP-I6-001,WP-I4-001,REQUIRES_SCANNER,Manage Later inspection requires the non-mutating scanner and typed scan outcomes.,Scanner contract and Manage Later,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-002,WP-I3-001,REQUIRES_SCHEMA,Events are authoritative versioned records.,Prior curated dependency source: Events are authoritative versioned records.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-003,WP-I6-002,REQUIRES_SCHEMA,Creation persists an event record.,Prior curated dependency source: Creation persists an event record.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-004,WP-I4-010,REQUIRES_INDEX,Inference queries indexed timestamps and locations.,Prior curated dependency source: Inference queries indexed timestamps and locations.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-004,WP-I6-002,REQUIRES_SCHEMA,Inference produces reviewable event drafts.,Prior curated dependency source: Inference produces reviewable event drafts.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-005,WP-I6-002,REQUIRES_SCHEMA,"Event merge plans require authoritative event identity, membership, and revision records.",Event schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-006,WP-I6-002,REQUIRES_SCHEMA,Event split and link plans require authoritative event identity and membership revisions.,Event schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-007,WP-I6-002,REQUIRES_SCHEMA,Event naming and normalization use authoritative event dates and stable identity.,Event record naming inputs,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-008,WP-I6-002,REQUIRES_SCHEMA,Date and location boundaries propose changes against versioned event records.,Event temporal/location fields,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I6-009,WP-I3-011,REQUIRES_CONTRACT,Materialization must first produce a filesystem plan.,Prior curated dependency source: Materialization must first produce a filesystem plan.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-009,WP-I6-002,REQUIRES_SCHEMA,Filesystem effects preserve the approved event revision.,Prior curated dependency source: Filesystem effects preserve the approved event revision.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I6-010,WP-I6-002,REQUIRES_COMPONENT,Event and Manage Later UI requires authoritative event records and typed commands.,Event UI data source,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-001,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I7-001 consumes the finalized ONNX Runtime decision owned by WP-I0-004.,Pass C component ledger; component ONNX Runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I7-001,WP-I10-001,REQUIRES_WORKER,Detection runs only through the owned local worker lifecycle.,Prior curated dependency source: Detection runs only through the owned local worker lifecycle.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-001,WP-I10-003,REQUIRES_COMPONENT_DECISION,Detection requires a reviewed model/runtime record.,Prior curated dependency source: Detection requires a reviewed model/runtime record.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-002,WP-I0-004,REQUIRES_COMPONENT_DECISION,WP-I7-002 requires the WP-I0-004 component/path decision before exact implementation locations can be finalized.,Pass B path-strategy review; decision package WP-I0-004.,REVIEWED_CONFIRMED,PASS_B_DEPENDENCY_REVIEWER,2026-08-06-pass-b,REVIEWED,false
WP-I7-002,WP-I3-002,REQUIRES_SCHEMA,Face observations refer to stable asset revisions.,Prior curated dependency source: Face observations refer to stable asset revisions.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-002,WP-I5-010,REQUIRES_CONTRACT,Face results enter the review system as candidates.,Prior curated dependency source: Face results enter the review system as candidates.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-002,WP-I7-001,REQUIRES_COMPONENT_DECISION,WP-I7-002 consumes the finalized Face model/runtime decision owned by WP-I7-001.,Pass C component ledger; component Face model/runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I7-003,WP-I7-001,REQUIRES_COMPONENT_DECISION,WP-I7-003 consumes the finalized Face model/runtime decision owned by WP-I7-001.,Pass C component ledger; component Face model/runtime.,REVIEWED_CONFIRMED,PASS_C_DEPENDENCY_REVIEWER,2026-08-06-pass-c,REVIEWED,false
WP-I7-003,WP-I7-002,REQUIRES_SCHEMA,Clustering operates on persisted candidate observations.,Prior curated dependency source: Clustering operates on persisted candidate observations.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-004,WP-I7-002,REQUIRES_SCHEMA,Confirmed identities link reviewed face observations.,Prior curated dependency source: Confirmed identities link reviewed face observations.,REVIEWED_CORRECTED,PRIOR_CURATED_SOURCE,pre-final-blocker-removal,REVIEWED,false
WP-I7-005,WP-I7-004,REQUIRES_IDENTITY,Person aliases and naming require stable person identity and revision ownership.,Person identity schema,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
WP-I7-007,WP-I7-004,REQUIRES_IDENTITY,Group identity references stable person identities and cannot precede their authority model.,Person/group schemas,REVIEWED_CORRECTED,AI_SEMANTIC_REVIEW,2026-08-01-final-blocker-removal,REVIEWED,false
