"RelativePath","TopLevel","Extension","Bytes","Category","GraphPolicy","Reason"
"mobile/android/metadata/en-US/images/phoneScreenshots/6_en-US.png","mobile",".png","186984","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/sevenInchScreenshots/1_en-US.png","mobile",".png","85673","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/sevenInchScreenshots/2_en-US.png","mobile",".png","3561350","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/sevenInchScreenshots/3_en-US.png","mobile",".png","189755","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/sevenInchScreenshots/4_en-US.png","mobile",".png","1583994","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/sevenInchScreenshots/5_en-US.png","mobile",".png","4239612","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/tenInchScreenshots/1_en-US.png","mobile",".png","85673","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/tenInchScreenshots/2_en-US.png","mobile",".png","3561350","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/tenInchScreenshots/3_en-US.png","mobile",".png","189755","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/tenInchScreenshots/4_en-US.png","mobile",".png","1583994","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/images/tenInchScreenshots/5_en-US.png","mobile",".png","4239612","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/android/metadata/en-US/short_description.txt","mobile",".txt","76","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/android/metadata/en-US/title.txt","mobile",".txt","6","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/android/metadata/en-US/video.txt","mobile",".txt","0","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/android/settings.gradle","mobile",".gradle","903","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/assets/immich-logo.json","mobile",".json","30448","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/assets/immich-logo.png","mobile",".png","104833","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo.svg","mobile",".svg","1986","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-android-adaptive-icon.png","mobile",".png","6176","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-inline-dark.png","mobile",".png","58890","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-inline-dark.svg","mobile",".svg","5687","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-inline-light.png","mobile",".png","58826","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-inline-light.svg","mobile",".svg","5627","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-w-bg.png","mobile",".png","100555","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-logo-w-bg-android.png","mobile",".png","131376","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-splash.png","mobile",".png","10818","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-splash-android12.png","mobile",".png","25236","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-text-dark.png","mobile",".png","36878","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/immich-text-light.png","mobile",".png","36839","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/lighthouse.png","mobile",".png","45994","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/location-pin.png","mobile",".png","23260","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/polaroid-dark.png","mobile",".png","321066","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/assets/polaroid-light.png","mobile",".png","319127","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/bin/generate_keys.dart","mobile",".dart","8824","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/build.yaml","mobile",".yaml","970","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/dcm_global.yaml","mobile",".yaml","29","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/devtools_options.yaml","mobile",".yaml","199","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v1.json","mobile",".json","30630","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v10.json","mobile",".json","37219","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v11.json","mobile",".json","37513","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v12.json","mobile",".json","37513","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v13.json","mobile",".json","40657","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v14.json","mobile",".json","41190","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v15.json","mobile",".json","41478","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v16.json","mobile",".json","43334","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v17.json","mobile",".json","43664","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v18.json","mobile",".json","43891","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v19.json","mobile",".json","46424","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v2.json","mobile",".json","30630","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v20.json","mobile",".json","46935","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v21.json","mobile",".json","47633","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v22.json","mobile",".json","49316","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v23.json","mobile",".json","107663","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v24.json","mobile",".json","106140","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v25.json","mobile",".json","107856","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v26.json","mobile",".json","108196","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v27.json","mobile",".json","108196","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v3.json","mobile",".json","30478","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v4.json","mobile",".json","32634","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v5.json","mobile",".json","32635","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v6.json","mobile",".json","33396","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v7.json","mobile",".json","33821","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v8.json","mobile",".json","34533","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/drift_schemas/main/drift_schema_v9.json","mobile",".json","34917","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/flutter_native_splash.yaml","mobile",".yaml","6943","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/fonts/GoogleSans/GoogleSans-Bold.ttf","mobile",".ttf","2032964","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSans/GoogleSans-Italic.ttf","mobile",".ttf","2094388","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSans/GoogleSans-Medium.ttf","mobile",".ttf","2034704","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSans/GoogleSans-Regular.ttf","mobile",".ttf","2030532","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSans/GoogleSans-SemiBold.ttf","mobile",".ttf","2034836","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSansCode/GoogleSansCode-Medium.ttf","mobile",".ttf","55004","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSansCode/GoogleSansCode-Regular.ttf","mobile",".ttf","55032","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/GoogleSansCode/GoogleSansCode-SemiBold.ttf","mobile",".ttf","55344","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/Inconsolata-Regular.ttf","mobile",".ttf","97864","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/Overpass-Bold.ttf","mobile",".ttf","170564","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/Overpass-Italic.ttf","mobile",".ttf","154332","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/Overpass-Medium.ttf","mobile",".ttf","170328","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/OverpassMono.ttf","mobile",".ttf","260664","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/Overpass-Regular.ttf","mobile",".ttf","170204","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/fonts/overpass/Overpass-SemiBold.ttf","mobile",".ttf","170064","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/integration_test/module_login/login_input_validation_test.dart","mobile",".dart","1433","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/integration_test/module_login/login_test.dart","mobile",".dart","1479","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/integration_test/test_utils/general_helper.dart","mobile",".dart","2318","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/integration_test/test_utils/login_helper.dart","mobile",".dart","2372","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/.gitignore","mobile",".gitignore","599","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/ci_scripts/ci_post_clone.sh","mobile",".sh","674","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/fastlane/Appfile","mobile","(none)","228","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/fastlane/Fastfile","mobile","(none)","9747","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/fastlane/README.md","mobile",".md","1098","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"mobile/ios/Flutter/AppFrameworkInfo.plist","mobile",".plist","720","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Flutter/Debug.xcconfig","mobile",".xcconfig","107","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Flutter/Release.xcconfig","mobile",".xcconfig","109","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Gemfile","mobile","(none)","99","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Podfile","mobile","(none)","4487","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Podfile.lock","mobile",".lock","3100","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/project.pbxproj","mobile",".pbxproj","60748","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/project.xcworkspace/contents.xcworkspacedata","mobile",".xcworkspacedata","135","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist","mobile",".plist","238","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/swiftpm/Package.resolved","mobile",".resolved","5155","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/project.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings","mobile",".xcsettings","226","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcodeproj/xcshareddata/xcschemes/Runner.xcscheme","mobile",".xcscheme","4294","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcworkspace/contents.xcworkspacedata","mobile",".xcworkspacedata","224","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcworkspace/xcshareddata/IDEWorkspaceChecks.plist","mobile",".plist","238","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcworkspace/xcshareddata/swiftpm/Package.resolved","mobile",".resolved","5155","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner.xcworkspace/xcshareddata/WorkspaceSettings.xcsettings","mobile",".xcsettings","226","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/AppDelegate.swift","mobile",".swift","1961","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/100.png","mobile",".png","6473","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/102.png","mobile",".png","6611","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/1024.png","mobile",".png","97703","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/114.png","mobile",".png","7511","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/120.png","mobile",".png","7908","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/128.png","mobile",".png","8538","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/144.png","mobile",".png","9561","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/152.png","mobile",".png","10266","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/16.png","mobile",".png","634","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/167.png","mobile",".png","11273","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/172.png","mobile",".png","11636","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/180.png","mobile",".png","12290","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/196.png","mobile",".png","13479","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/20.png","mobile",".png","767","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/216.png","mobile",".png","14999","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/256.png","mobile",".png","18094","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/29.png","mobile",".png","1563","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/32.png","mobile",".png","1761","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/40.png","mobile",".png","2309","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/48.png","mobile",".png","2854","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/50.png","mobile",".png","2977","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/512.png","mobile",".png","41483","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/55.png","mobile",".png","3318","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/57.png","mobile",".png","3421","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/58.png","mobile",".png","3535","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/60.png","mobile",".png","3620","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/64.png","mobile",".png","3936","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/66.png","mobile",".png","4071","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/72.png","mobile",".png","4466","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/76.png","mobile",".png","4731","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/80.png","mobile",".png","5017","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/87.png","mobile",".png","5493","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/88.png","mobile",".png","5616","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/92.png","mobile",".png","5833","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json","mobile",".json","6879","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Assets.xcassets/Contents.json","mobile",".json","63","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Assets.xcassets/LaunchBackground.imageset/background.png","mobile",".png","69","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/LaunchBackground.imageset/Contents.json","mobile",".json","361","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Assets.xcassets/LaunchBackground.imageset/darkbackground.png","mobile",".png","69","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json","mobile",".json","391","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage.png","mobile",".png","4822","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@2x.png","mobile",".png","8554","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/LaunchImage@3x.png","mobile",".png","12515","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md","mobile",".md","336","DOCUMENTATION","MAP","Repository or package documentation; classify and semantically map when relevant"
"mobile/ios/Runner/Background/BackgroundWorker.g.swift","mobile",".swift","15593","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Background/BackgroundWorker.swift","mobile",".swift","7452","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Background/BackgroundWorkerApiImpl.swift","mobile",".swift","4681","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Base.lproj/LaunchScreen.storyboard","mobile",".storyboard","3487","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Base.lproj/Main.storyboard","mobile",".storyboard","1817","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/Runner/Connectivity/Connectivity.g.swift","mobile",".swift","3902","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Connectivity/ConnectivityApiImpl.swift","mobile",".swift","1646","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Core/ImmichPlugin.swift","mobile",".swift","334","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Core/Network.g.swift","mobile",".swift","13319","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Core/NetworkApiImpl.swift","mobile",".swift","7297","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Core/URLSessionManager.swift","mobile",".swift","10341","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/ImageProcessing.swift","mobile",".swift","356","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/ImageRequest.swift","mobile",".swift","943","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/LocalImages.g.swift","mobile",".swift","4909","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/LocalImagesImpl.swift","mobile",".swift","6094","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/RemoteImages.g.swift","mobile",".swift","4527","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/RemoteImagesImpl.swift","mobile",".swift","4608","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Images/Thumbhash.swift","mobile",".swift","8194","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Info.plist","mobile",".plist","6171","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Permission/PermissionApi.g.swift","mobile",".swift","3673","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Permission/PermissionApiImpl.swift","mobile",".swift","383","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Runner.entitlements","mobile",".entitlements","469","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Runner-Bridging-Header.h","mobile",".h","38","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/RunnerProfile.entitlements","mobile",".entitlements","527","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Schemas/Constants.swift","mobile",".swift","7541","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Schemas/Store.swift","mobile",".swift","4809","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Schemas/Tables.swift","mobile",".swift","4281","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Sync/Messages.g.swift","mobile",".swift","27497","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Sync/MessagesImpl.swift","mobile",".swift","14936","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Sync/PHAssetExtensions.swift","mobile",".swift","2742","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Sync/PHAssetResourceExtensions.swift","mobile",".swift","312","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/Runner/Utility/Mutex.swift","mobile",".swift","1410","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/ShareExtension/Base.lproj/MainInterface.storyboard","mobile",".storyboard","1656","ASSET","FILE NODE","Binary/design/UI asset; inventory and dependency references matter, content semantics excluded unless necessary"
"mobile/ios/ShareExtension/Info.plist","mobile",".plist","1336","MOBILE","MAP","Flutter/Dart mobile source/config"
"mobile/ios/ShareExtension/ShareExtension.entitlements","mobile",".entitlements","311","MOBILE","MAP","Flutter/Dart mobile source/config"
