record_id,previous_statement,disposition,why_previous_invalid,source_preserved,review_status
CAN-LAM-ASSET-151,The final Lamha desktop runtime must not retain or require User-to-user asset visibility.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 276-276,NOT_APPLICABLE
CAN-LAM-ASSET-152,The final Lamha desktop runtime must not retain or require Remote asset links.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 297-297,NOT_APPLICABLE
CAN-LAM-ASSET-153,The final Lamha desktop runtime must not retain or require Remote media ingestion from the mobile app.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 330-330,NOT_APPLICABLE
CAN-LAM-ASSET-154,The final Lamha desktop runtime must not retain or require Server-managed asset ownership.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 414-414,NOT_APPLICABLE
CAN-LAM-ASSET-155,The final Lamha desktop runtime must not retain or require Server-owned media root assumptions.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 416-416,NOT_APPLICABLE
CAN-LAM-ASSET-156,The final Lamha desktop runtime must not retain or require Internet access for core media functions.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 478-478,NOT_APPLICABLE
CAN-LAM-ASSET-157,The final Lamha desktop runtime must not retain or require Automatic media analysis by third parties.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 494-494,NOT_APPLICABLE
CAN-LAM-ASSET-159,The final Lamha desktop runtime must not retain or require Delete the idea of physically organizing media under.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 590-590,NOT_APPLICABLE
CAN-LAM-ASSET-160,The final Lamha desktop runtime must not retain or require One asset would need several copies.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 608-608,NOT_APPLICABLE
CAN-LAM-ASSET-161,The final Lamha desktop runtime must not retain or require Copying an asset into every person folder.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 645-645,NOT_APPLICABLE
CAN-LAM-ASSET-162,The final Lamha desktop runtime must not retain or require Copying an asset into every group folder.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 646-646,NOT_APPLICABLE
CAN-LAM-ASSET-163,The final Lamha desktop runtime must not retain or require Copying an asset into every album.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 647-647,NOT_APPLICABLE
CAN-LAM-ASSET-164,The final Lamha desktop runtime must not retain or require Copying an asset into every relationship view.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 648-648,NOT_APPLICABLE
CAN-LAM-ASSET-165,The final Lamha desktop runtime must not retain or require Copying an asset into every tag folder.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 649-649,NOT_APPLICABLE
CAN-LAM-ASSET-166,The final Lamha desktop runtime must not retain or require Copying an asset into every event-attendee folder.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 650-650,NOT_APPLICABLE
CAN-LAM-ASSET-167,The final Lamha desktop runtime must not retain or require Applies a final photographer.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 664-664,NOT_APPLICABLE
CAN-LAM-ASSET-168,The final Lamha desktop runtime must not retain or require Asset Roles Disambiguation Reinforcement.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 708-708,NOT_APPLICABLE
CAN-LAM-ASSET-169,"The final Lamha desktop runtime must not retain or require Photographer: The entity (human, self-timer, tripod, screenshot, scanner) that captured the frame.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 711-711,NOT_APPLICABLE
CAN-LAM-ASSET-170,The final Lamha desktop runtime must not retain or require Event Attendee: A person present at the event (who may not appear in the photo at all).,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 713-713,NOT_APPLICABLE
CAN-LAM-ASSET-171,The final Lamha desktop runtime must not retain or require Delete any rule that marks every attendee as visible in every asset.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 719-719,NOT_APPLICABLE
CAN-LAM-ASSET-172,The final Lamha desktop runtime must not retain or require Delete any rule that gives every event asset.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 733-733,NOT_APPLICABLE
CAN-LAM-ASSET-173,The final Lamha desktop runtime must not retain or require Rewriting media without backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 782-782,NOT_APPLICABLE
CAN-LAM-ASSET-175,The final Lamha desktop runtime must not retain or require Automatic video overwrite.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 799-799,NOT_APPLICABLE
CAN-LAM-ASSET-176,The final Lamha desktop runtime must not retain or require Deleting sidecars while leaving media.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 819-819,NOT_APPLICABLE
CAN-LAM-ASSET-177,The final Lamha desktop runtime must not retain or require Deleting media while leaving orphan sidecars.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 820-820,NOT_APPLICABLE
CAN-LAM-ASSET-178,"The final Lamha desktop runtime must not retain or require Permanent deletion remains disabled unless deliberately enabled. Even when enabled, it requires an explicit scoped action and must remove the complete bundle only after identity/path verification.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 822-822,NOT_APPLICABLE
CAN-LAM-ASSET-179,The final Lamha desktop runtime must not retain or require Creating folders immediately while the user is drafting.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 831-831,NOT_APPLICABLE
CAN-LAM-ASSET-180,The final Lamha desktop runtime must not retain or require Delete matching external moves based only on filename.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 845-845,NOT_APPLICABLE
CAN-LAM-ASSET-181,The final Lamha desktop runtime must not retain or require deleting thumbnail/video processing before local replacement.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 994-994,NOT_APPLICABLE
CAN-LAM-ASSET-182,The final Lamha desktop runtime must not retain or require User media.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 1011-1011,NOT_APPLICABLE
CAN-LAM-ASSET-183,The final Lamha desktop runtime must not retain or require Original filenames.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 1014-1014,NOT_APPLICABLE
CAN-LAM-ASSET-184,Recorded evidence must demonstrate: Useful media-processing logic that can be ported.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 1022-1022,NOT_APPLICABLE
CAN-LAM-ASSET-185,Implementation must honor this constraint: Load retained UI as a client/static bundle.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1378-1378,NOT_APPLICABLE
CAN-LAM-ASSET-187,Implementation must honor this constraint: Companion Set links (Live Photo / RAW+JPEG) with independent UUIDs.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1392-1392,NOT_APPLICABLE
CAN-LAM-ASSET-188,"Recorded evidence must demonstrate: Gate: A test library scans and rebuilds after deleting SQLite; managed bundles, saved JSON, and sandbox boundaries pass applicable Gates 1–4, 7, and 8.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1399-1399,NOT_APPLICABLE
CAN-LAM-ASSET-190,"Implementation must honor this constraint: No listening TCP/UDP port, HTTP service, WebSocket service, media/private-metadata upload, cloud dependency, or unrelated-client access.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1488-1488,NOT_APPLICABLE
CAN-LAM-ASSET-192,Recorded evidence must demonstrate: Gate: Direct media mutation is backed up and reversible.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1504-1504,NOT_APPLICABLE
CAN-LAM-ASSET-193,Implementation must honor this constraint: Companion Set partial/offline/relink handling.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1513-1513,NOT_APPLICABLE
CAN-LAM-ASSET-194,Recorded evidence must demonstrate: Gate: Interrupted operations do not orphan asset bundles.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1519-1519,NOT_APPLICABLE
CAN-LAM-ASSET-196,Recorded evidence must demonstrate: Bundles remain synchronized.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1678-1678,NOT_APPLICABLE
CAN-LAM-ASSET-199,Recorded evidence must demonstrate: JSON and XMP exist for managed assets.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1898-1898,NOT_APPLICABLE
CAN-LAM-ASSET-200,Recorded evidence must demonstrate: Bundles stay synchronized.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1899-1899,NOT_APPLICABLE
CAN-LAM-ASSET-201,"Recorded evidence must demonstrate: Photographer, camera owner, importer, visible people, and attendees remain separate.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1911-1911,NOT_APPLICABLE
CAN-LAM-BACKUP-001,The final Lamha desktop runtime must not retain or require Backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",01-EVERYTHING-WE-ARE-KEEPING.md / lines 302-302,NOT_APPLICABLE
CAN-LAM-BACKUP-006,The final Lamha desktop runtime must not retain or require Backup actions.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",01-EVERYTHING-WE-ARE-KEEPING.md / lines 1113-1113,NOT_APPLICABLE
CAN-LAM-BACKUP-008,The final Lamha desktop runtime must not retain or require Mobile backup infrastructure.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 38-38,NOT_APPLICABLE
CAN-LAM-BACKUP-009,"Recorded evidence must demonstrate: Phase 16: Final cleanup removes remaining obsolete server, Docker, PostgreSQL, Redis, auth, sharing, mobile-backup, administration, dependency, generated-client, environment, documentation, and runtime-launch remnants, then performs repository-wide scans and packaging proof. It does not postpone already safe removals merely because of phase numbering.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 61-61,NOT_APPLICABLE
CAN-LAM-BACKUP-010,The final Lamha desktop runtime must not retain or require Server database backups as the only backup method.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 198-198,NOT_APPLICABLE
CAN-LAM-BACKUP-011,The final Lamha desktop runtime must not retain or require Delete the Immich server-side mobile backup product.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 317-317,NOT_APPLICABLE
CAN-LAM-BACKUP-012,The final Lamha desktop runtime must not retain or require Mobile backup endpoints.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 320-320,NOT_APPLICABLE
CAN-LAM-BACKUP-013,The final Lamha desktop runtime must not retain or require Remote camera roll backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 323-323,NOT_APPLICABLE
CAN-LAM-BACKUP-014,The final Lamha desktop runtime must not retain or require Mobile backup status pages.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 327-327,NOT_APPLICABLE
CAN-LAM-BACKUP-015,The final Lamha desktop runtime must not retain or require Server notifications for mobile backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 329-329,NOT_APPLICABLE
CAN-LAM-BACKUP-016,The final Lamha desktop runtime must not retain or require Backup state.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 402-402,NOT_APPLICABLE
CAN-LAM-BACKUP-017,The final Lamha desktop runtime must not retain or require Cloud backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 431-431,NOT_APPLICABLE
CAN-LAM-BACKUP-018,The final Lamha desktop runtime must not retain or require Mobile backup.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 895-895,NOT_APPLICABLE
CAN-LAM-BACKUP-019,The final Lamha desktop runtime must not retain or require dead mobile-backup modules.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 926-926,NOT_APPLICABLE
CAN-LAM-BACKUP-022,"Recorded evidence must demonstrate: Remove remaining auth, sharing, mobile-backup, and administration remnants.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1569-1569,NOT_APPLICABLE
CAN-LAM-BACKUP-023,"Recorded evidence must demonstrate: Perform an intentional full final Graphify rebuild after deletion, then update curated maps to prove removed nodes/edges and final retained target locations.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1573-1573,NOT_APPLICABLE
CAN-LAM-BACKUP-025,Recorded evidence must demonstrate: Backup works.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1913-1913,NOT_APPLICABLE
CAN-LAM-BACKUP-026,Recorded evidence must demonstrate: Rebuild works.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",03-HOW-WE-WILL-KEEP-DELETE-AND-CHANGE.md / lines 1915-1915,NOT_APPLICABLE
CAN-LAM-DELETE-001,The final Lamha desktop runtime must not retain or require The user may remove.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",01-EVERYTHING-WE-ARE-KEEPING.md / lines 1690-1690,NOT_APPLICABLE
CAN-LAM-DELETE-005,The final Lamha desktop runtime must not retain or require this file defines the final removal target. It does not authorize premature deletion. Every removal must follow the dependency-aware process in File 3.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 12-12,NOT_APPLICABLE
CAN-LAM-DELETE-006,"The final Lamha desktop runtime must not retain or require a DELETE requirement describes the final Lamha state, not permission to remove code before its evidence-backed replacement and verification prerequisites pass.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 16-16,NOT_APPLICABLE
CAN-LAM-DELETE-007,The final Lamha desktop runtime must not retain or require keeping legacy source available for evidence or isolated parity comparison does not make it part of the Lamha desktop runtime.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 17-17,NOT_APPLICABLE
CAN-LAM-DELETE-009,The final Lamha desktop runtime must not retain or require docker.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 30-30,NOT_APPLICABLE
CAN-LAM-DELETE-010,The final Lamha desktop runtime must not retain or require postgreSQL server administration.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 31-31,NOT_APPLICABLE
CAN-LAM-DELETE-011,The final Lamha desktop runtime must not retain or require redis.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 32-32,NOT_APPLICABLE
CAN-LAM-DELETE-012,The final Lamha desktop runtime must not retain or require User accounts.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 33-33,NOT_APPLICABLE
CAN-LAM-DELETE-013,The final Lamha desktop runtime must not retain or require Remote server URLs.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 34-34,NOT_APPLICABLE
CAN-LAM-DELETE-016,The final Lamha desktop runtime must not retain or require Cloud synchronization.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 37-37,NOT_APPLICABLE
CAN-LAM-DELETE-017,The final Lamha desktop runtime must not retain or require remote machine learning.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 39-39,NOT_APPLICABLE
CAN-LAM-DELETE-018,The final Lamha desktop runtime must not retain or require the unwanted architecture must be removed after its retained behaviours are replaced.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 41-41,NOT_APPLICABLE
CAN-LAM-DELETE-019,The final Lamha desktop runtime must not retain or require Every user capability defined in 01-EVERYTHING-WE-ARE-KEEPING.md MUST have a fully functioning local desktop equivalent in the target architecture before any corresponding server or database code is removed.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 47-47,NOT_APPLICABLE
CAN-LAM-DELETE-020,Recorded evidence must demonstrate: Phase 0 and Phase 1: No source is removed; planning maps safe removal phases and prerequisites only.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 58-58,NOT_APPLICABLE
CAN-LAM-DELETE-022,The final Lamha desktop runtime must not retain or require runtime Execution Isolation: The compiled desktop application launches and operates with zero background server daemon spawning.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 68-68,NOT_APPLICABLE
CAN-LAM-DELETE-023,"The final Lamha desktop runtime must not retain or require import Tree Eradication: Zero SvelteKit, TypeScript, or Rust source files contain import or use statements referencing the target module or package.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 69-69,NOT_APPLICABLE
CAN-LAM-DELETE-024,The final Lamha desktop runtime must not retain or require clean Autonomous Build: The repository-derived release build and package commands succeed with the legacy server directories absent from disk.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 70-70,NOT_APPLICABLE
CAN-LAM-DELETE-025,"The final Lamha desktop runtime must not retain or require user account / login session; Violates single-user desktop application identity.; local desktop user, library profile.; All UI authentication stubs and stores.",SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 86-86,NOT_APPLICABLE
CAN-LAM-DELETE-026,The final Lamha desktop runtime must not retain or require Immich server runtime.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 137-137,NOT_APPLICABLE
CAN-LAM-DELETE-027,The final Lamha desktop runtime must not retain or require Standalone backend server process.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 138-138,NOT_APPLICABLE
CAN-LAM-DELETE-028,The final Lamha desktop runtime must not retain or require Externally accessible HTTP API.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 139-139,NOT_APPLICABLE
CAN-LAM-DELETE-029,The final Lamha desktop runtime must not retain or require REST server used by the desktop frontend.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 140-140,NOT_APPLICABLE
CAN-LAM-DELETE-030,The final Lamha desktop runtime must not retain or require WebSocket server used as a remote service.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 141-141,NOT_APPLICABLE
CAN-LAM-DELETE-031,The final Lamha desktop runtime must not retain or require Server-hosted album APIs.,SUPERSEDED_GENERATED_TEMPLATE,"Generated wrapper asserted behavior or proof without a record-specific actor, trigger, observable result, and failure criterion.",02-EVERYTHING-WE-ARE-DELETING.md / lines 146-146,NOT_APPLICABLE
