Canonical ID,Previous capability,Corrected capability,Previous phase,Corrected phase,Previous package,Final package,Package objective,Membership rationale,Dependencies affected,Contracts affected,Schemas affected,Packet references,Review result,Correction applied
CAN-LAM-EVENT-048,Tags,Tags,,,WP-I8-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-EVENT-050,Search and OCR,Search and OCR,,,WP-I10-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-EVENT-051,Search and OCR,Search and OCR,,,WP-I10-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-EVENT-078,Events and organization,Events and organization,I6,I6,WP-I6-001,WP-I6-002,"Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-deletion projections as authoritative event records.","WP-I6-002 is the architectural owner because its objective — Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-d — is the surface that must execute the obligation 'The event schema must define the reviewed event fields and validation must reject records '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",WP-I5-013<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-002<-WP-I3-001:REQUIRES_SCHEMA;WP-I6-003<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-004<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-005<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-006<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-007<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-008<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-009<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-010<-WP-I6-002:REQUIRES_COMPONENT,Event authoritative record and projection contracts,Event record and event projection schemas,11-model-packets/phases/I6.md;04-work-packages/packets/WP-I6-002.md,PASS,YES
CAN-LAM-EVENT-080,Events and organization,Events and organization,I6,I6,WP-I6-001,WP-I6-002,"Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-deletion projections as authoritative event records.","WP-I6-002 is the architectural owner because its objective — Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-d — is the surface that must execute the obligation 'Event JSON/XMP must persist the reviewed event fields and keep both representations aligne'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",WP-I5-013<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-002<-WP-I3-001:REQUIRES_SCHEMA;WP-I6-003<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-004<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-005<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-006<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-007<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-008<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-009<-WP-I6-002:REQUIRES_SCHEMA;WP-I6-010<-WP-I6-002:REQUIRES_COMPONENT,Event authoritative record and projection contracts,Event record and event projection schemas,11-model-packets/phases/I6.md;04-work-packages/packets/WP-I6-002.md,PASS,YES
CAN-LAM-FOLDER-014,Libraries and storage,Libraries and storage,I5,I5,WP-I5-009,WP-I5-015,"Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state.","WP-I5-015 is the architectural owner because its objective — Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state. — is the surface that must execute the obligation 'Open in filesystem must reveal the asset's physical path in the OS file manager without mo'; prerequisite packages WP-I3-003, WP-I4-010 supply the underlying schema/identity/journal it needs.",WP-I5-015<-WP-I3-003:REQUIRES_FILESYSTEM_AUTHORITY;WP-I5-015<-WP-I4-010:REQUIRES_INDEX,Filesystem reveal command contracts,Asset and folder path projections,11-model-packets/phases/I5.md;04-work-packages/packets/WP-I5-015.md,PASS,YES
CAN-LAM-FOLDER-021,Events and organization,Events and organization,,,WP-I6-003,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-FOLDER-029,Events and organization,Events and organization,,,WP-I6-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-FOLDER-030,Events and organization,Events and organization,,,WP-I6-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-FOLDER-031,Libraries and storage,Libraries and storage,,,WP-I6-003,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-FOLDER-032,Libraries and storage,Libraries and storage,I5,I5,WP-I10-002,WP-I5-015,"Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state.","WP-I5-015 is the architectural owner because its objective — Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state. — is the surface that must execute the obligation 'When Open in folder is invoked, Lamha must reveal the asset's physical path in the operati'; prerequisite packages WP-I3-003, WP-I4-010 supply the underlying schema/identity/journal it needs.",WP-I5-015<-WP-I3-003:REQUIRES_FILESYSTEM_AUTHORITY;WP-I5-015<-WP-I4-010:REQUIRES_INDEX,Filesystem reveal command contracts,Asset and folder path projections,11-model-packets/phases/I5.md;04-work-packages/packets/WP-I5-015.md,PASS,YES
CAN-LAM-FOLDER-033,Search and OCR,Search and OCR,,,WP-I10-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-FOLDER-041,Libraries and storage,Libraries and storage,I5,I5,WP-I3-011,WP-I5-015,"Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state.","WP-I5-015 is the architectural owner because its objective — Reveal physical paths in the OS file manager or open folders in the UI without moving files, authorizing roots, or mutating state. — is the surface that must execute the obligation 'When Show in folder is invoked, Lamha must reveal the asset's physical path in the OS file'; prerequisite packages WP-I3-003, WP-I4-010 supply the underlying schema/identity/journal it needs.",WP-I5-015<-WP-I3-003:REQUIRES_FILESYSTEM_AUTHORITY;WP-I5-015<-WP-I4-010:REQUIRES_INDEX,Filesystem reveal command contracts,Asset and folder path projections,11-model-packets/phases/I5.md;04-work-packages/packets/WP-I5-015.md,PASS,YES
CAN-LAM-FOLDER-076,Libraries and storage,External drives and path resilience,I4,I12,WP-I4-010,WP-I12-009,"Restore interrupted cross-drive transactions and sidecar state from journaled manifests/backups using deterministic recovery or Review, without guessing.","WP-I12-009 is the architectural owner because its objective — Restore interrupted cross-drive transactions and sidecar state from journaled manifests/backups using deterministic recovery or Review, without guessing. — is the surface that must execute the obligation 'When a cross-drive operation is interrupted, Lamha must mark the transaction interrupted, '; prerequisite packages WP-I12-007 supply the underlying schema/identity/journal it needs.",WP-I12-009<-WP-I12-007:REQUIRES_TRANSACTION_ENGINE,Drive recovery and sidecar-restore contracts,Drive transaction recovery and sidecar restore records,11-model-packets/phases/I12.md;04-work-packages/packets/WP-I12-009.md,PASS,YES
CAN-LAM-FOLDER-076,External drives and path resilience,External drives and path resilience,I12,I12,WP-I4-010,WP-I12-009,"Restore interrupted cross-drive transactions and sidecar state from journaled manifests/backups using deterministic recovery or Review, without guessing.","WP-I12-009 is the architectural owner because its objective — Restore interrupted cross-drive transactions and sidecar state from journaled manifests/backups using deterministic recovery or Review, without guessing. — is the surface that must execute the obligation 'When a cross-drive operation is interrupted, Lamha must mark the transaction interrupted, '; prerequisite packages WP-I12-007 supply the underlying schema/identity/journal it needs.",WP-I12-009<-WP-I12-007:REQUIRES_TRANSACTION_ENGINE,Drive recovery and sidecar-restore contracts,Drive transaction recovery and sidecar restore records,11-model-packets/phases/I12.md;04-work-packages/packets/WP-I12-009.md,PASS,YES
CAN-LAM-FOLDER-077,Libraries and storage,External drives and path resilience,I4,I12,WP-I4-010,WP-I12-001,"Record durable external-drive identity, detached state, pending overlays, sidecar changes/missing state, and reconnection consistency.","WP-I12-001 is the architectural owner because its objective — Record durable external-drive identity, detached state, pending overlays, sidecar changes/missing state, and reconnection consistency. — is the surface that must execute the obligation 'When an external drive is registered, Lamha must record a durable drive identity and use i'; prerequisite packages WP-I3-003 supply the underlying schema/identity/journal it needs.",WP-I12-001<-WP-I3-003:REQUIRES_SECURITY_BOUNDARY;WP-I12-004<-WP-I12-001:REQUIRES_STORAGE;WP-I12-006<-WP-I12-001:REQUIRES_IDENTITY,External-drive registry and sidecar-reconciliation contracts,Drive registry and detached-sidecar records,11-model-packets/phases/I12.md;04-work-packages/packets/WP-I12-001.md,PASS,YES
CAN-LAM-FOLDER-077,External drives and path resilience,External drives and path resilience,I12,I12,WP-I4-010,WP-I12-001,"Record durable external-drive identity, detached state, pending overlays, sidecar changes/missing state, and reconnection consistency.","WP-I12-001 is the architectural owner because its objective — Record durable external-drive identity, detached state, pending overlays, sidecar changes/missing state, and reconnection consistency. — is the surface that must execute the obligation 'When an external drive is registered, Lamha must record a durable drive identity and use i'; prerequisite packages WP-I3-003 supply the underlying schema/identity/journal it needs.",WP-I12-001<-WP-I3-003:REQUIRES_SECURITY_BOUNDARY;WP-I12-004<-WP-I12-001:REQUIRES_STORAGE;WP-I12-006<-WP-I12-001:REQUIRES_IDENTITY,External-drive registry and sidecar-reconciliation contracts,Drive registry and detached-sidecar records,11-model-packets/phases/I12.md;04-work-packages/packets/WP-I12-001.md,PASS,YES
CAN-LAM-GOV-052,Planning and verification governance,Planning and verification governance,I0,I0,WP-I12-009,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'The implementation tracker must reference canonical requirement IDs instead of copying req'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-GOV-054,Planning and verification governance,Planning and verification governance,I0,I0,WP-I12-008,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'When implementation discovery identifies a new binding edge case, the planning tracker mus'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-GOV-065,Legal and rebranding,Legal and rebranding,I1,I1,WP-I1-002,WP-I1-005,"Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is present.","WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required legal files (licence texts, notices, and attr'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",WP-I1-005<-WP-I1-001:REQUIRES_PROVENANCE,Legal-file and licence-inventory contracts,Licence/attribution and model-provenance records,11-model-packets/phases/I1.md;04-work-packages/packets/WP-I1-005.md,PASS,YES
CAN-LAM-GOV-165,Planning and verification governance,Planning and verification governance,I0,I0,WP-I6-006,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'One ID represents one independently testable obligation. A compound bullet must be split i'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-GOV-196,Planning and verification governance,Planning and verification governance,,,,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-213,Planning and verification governance,Planning and verification governance,,,,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-245,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-246,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-247,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-248,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-249,Filesystem transactions and recovery,Filesystem transactions and recovery,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-250,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-251,Local data authority,Local data authority,,,WP-I3-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-GOV-264,Planning and verification governance,Planning and verification governance,I0,I0,WP-I5-008,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'Pass 1 must map all meaningful code and exclusions and must not declare the map complete w'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-GOV-265,Planning and verification governance,Planning and verification governance,I0,I0,WP-I5-008,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'Pass 2 must map actual runtime and data flow and must not declare the map complete while f'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-GOV-266,Planning and verification governance,Planning and verification governance,I0,I0,WP-I5-008,WP-I0-011,"Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'Pass 3 must map every user and technical capability and must not declare the map complete '; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",WP-I0-011<-WP-I0-001:REQUIRES_PROVENANCE,Planning tracker and completion-status contracts,Completion tracker and planning evidence records,11-model-packets/phases/I0.md;04-work-packages/packets/WP-I0-011.md,PASS,YES
CAN-LAM-PERF-008,Performance and scale,Performance and scale,I14,I14,WP-I14-001,WP-I14-001,Define executable performance fixtures for 10k/50k/100k assets and require hardware-profile recording on every performance result.,WP-I14-001 is the architectural owner because its objective — Define executable performance fixtures for 10k/50k/100k assets and require hardware-profile recording on every performance result. — is the surface that must execute the obligation 'Every performance result must record the hardware profile it was measured on so results ar'; prerequisite packages WP-I0-007 supply the underlying schema/identity/journal it needs.,WP-I14-001<-WP-I0-007:REQUIRES_PLATFORM_PROOF;WP-I14-003<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-004<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-011<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-012<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-013<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-014<-WP-I14-001:REQUIRES_PLATFORM_PROOF,Performance fixture and result-reporting contracts,Performance fixture and hardware-profile records,11-model-packets/phases/I14.md;04-work-packages/packets/WP-I14-001.md,PASS,YES
CAN-LAM-PERSON-026,People and faces,People and faces,I7,I7,WP-I7-004,WP-I7-001,"Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassification review.","WP-I7-001 is the architectural owner because its objective — Run face detection locally, produce reviewable face regions with model/source provenance, support targeted reprocessing, correction scoping, and misclassificati — is the surface that must execute the obligation 'When face detection runs before final acceptance, Lamha must produce face-region candidate'; prerequisite packages WP-I10-001, WP-I10-003 supply the underlying schema/identity/journal it needs.",WP-I7-001<-WP-I10-001:REQUIRES_WORKER;WP-I7-001<-WP-I10-003:REQUIRES_COMPONENT_DECISION,people.merge;people.split,Face candidate and misclassification review records,11-model-packets/phases/I7.md;04-work-packages/packets/WP-I7-001.md,PASS,YES
CAN-LAM-PERSON-031,Events and organization,Events and organization,,,WP-I6-003,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-032,Events and organization,Events and organization,,,WP-I6-003,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-040,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-041,People and faces,People and faces,,,WP-I7-003,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-043,People and faces,People and faces,,,WP-I7-008,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-044,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-045,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-046,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-047,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-048,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-050,People and faces,People and faces,,,WP-I7-007,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-055,People and faces,People and faces,,,WP-I7-002,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-056,People and faces,People and faces,,,WP-I8-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-057,People and faces,People and faces,,,WP-I8-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-059,Relationships and attribution,Relationships and attribution,,,WP-I8-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-063,Events and organization,Events and organization,,,WP-I6-010,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-064,Tags,Tags,,,WP-I8-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-065,Tags,Tags,,,WP-I8-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-066,Tags,Tags,,,WP-I8-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-067,Tags,Tags,,,WP-I8-001,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-082,People and faces,People and faces,,,WP-I7-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-083,People and faces,People and faces,,,WP-I8-004,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-084,People and faces,People and faces,,,WP-I7-007,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-085,People and faces,People and faces,,,WP-I7-007,,,,,,,11-model-packets/phases/.md;04-work-packages/packets/.md,PASS,YES
CAN-LAM-PERSON-086,Duplicates,Duplicates,I10,I10,WP-I10-012,WP-I10-011,"Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, side-by-side preview, retained-file selection, and AI similarity-data export/delete with no automatic deletion or merge.","WP-I10-011 is the architectural owner because its objective — Detect exact and similar duplicates, compare resolution/format/size/album/tag/event/metadata evidence, produce reviewable candidates, support burst grouping, si — is the surface that must execute the obligation 'When burst grouping runs, Lamha must create a reviewable burst grouping of captures with s'; prerequisite packages WP-I3-002 supply the underlying schema/identity/journal it needs.",WP-I10-011<-WP-I3-002:REQUIRES_SCHEMA,"Duplicate candidate, comparison, burst, preview, retained-file, and AI-data-control contracts","Duplicate candidate, comparison evidence, burst group, and similarity projection records",11-model-packets/phases/I10.md;04-work-packages/packets/WP-I10-011.md,PASS,YES
CAN-LAM-SEARCH-005,People and faces,People and faces,I7,I7,WP-I7-007,WP-I7-004,"Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible people.","WP-I7-004 is the architectural owner because its objective — Persist stable person identities, names, aliases, faces, links, searchable historical/alternate names, and person-match candidates without auto-adding visible p — is the surface that must execute the obligation 'Person search must match historical and alternate names and return the correct person prof'; prerequisite packages WP-I7-002 supply the underlying schema/identity/journal it needs.",WP-I5-013<-WP-I7-004:REQUIRES_SCHEMA;WP-I7-004<-WP-I7-002:REQUIRES_SCHEMA;WP-I7-005<-WP-I7-004:REQUIRES_IDENTITY;WP-I7-007<-WP-I7-004:REQUIRES_IDENTITY;WP-I7-010<-WP-I7-004:REQUIRES_IDENTITY;WP-I7-011<-WP-I7-004:REQUIRES_COMPONENT;WP-I8-004<-WP-I7-004:REQUIRES_SCHEMA;WP-I8-007<-WP-I7-004:REQUIRES_IDENTITY,Person identity and person-page contracts,Person identity and match candidate records,11-model-packets/phases/I7.md;04-work-packages/packets/WP-I7-004.md,PASS,YES
CAN-LAM-TRASH-004,"Backup, trash, restore and rebuild","Backup, trash, restore and rebuild",I13,I13,WP-I3-002,WP-I13-006,"Move complete asset bundles into a reversible trash state through reviewed plans, preserve event/tag references and original paths, and require explicit confirmation before purge or permanent delete.","WP-I13-006 is the architectural owner because its objective — Move complete asset bundles into a reversible trash state through reviewed plans, preserve event/tag references and original paths, and require explicit confirm — is the surface that must execute the obligation 'When an asset is trashed, Lamha must move the complete asset bundle to a reversible trash '; prerequisite packages WP-I3-010, WP-I3-011, WP-I3-012 supply the underlying schema/identity/journal it needs.",WP-I13-006<-WP-I3-010:REQUIRES_STORAGE;WP-I13-006<-WP-I3-011:REQUIRES_CONTRACT;WP-I13-006<-WP-I3-012:REQUIRES_TRANSACTION_ENGINE,Trash and permanent-delete operation plans,Trash and operation records,11-model-packets/phases/I13.md;04-work-packages/packets/WP-I13-006.md,PASS,YES
CAN-MISSION-I14-001,Performance and scale,Performance and scale,I14,I14,WP-I14-005,WP-I14-005,"Define and measure performance budgets (scan, index, search, thumbnail, and UI responsiveness at declared asset counts) and RAM memory budgets, blocking release when any budget is exceeded.","WP-I14-005 is the architectural owner because its objective — Define and measure performance budgets (scan, index, search, thumbnail, and UI responsiveness at declared asset counts) and RAM memory budgets, blocking release — is the surface that must execute the obligation 'I14 performance validation must execute declared 10,000-, 50,000-, and 100,000-asset fixtu'; prerequisite packages WP-I2-002 supply the underlying schema/identity/journal it needs.",WP-I14-005<-WP-I2-002:REQUIRES_UI_SHELL,Performance and budget reporting contracts,Performance measurement and budget records,11-model-packets/phases/I14.md;04-work-packages/packets/WP-I14-005.md,PASS,YES
CAN-MISSION-I14-003,Jobs and notifications,Jobs and notifications,I14,I14,WP-I14-005,WP-I14-012,Expose typed progress and recovery state for background jobs and measure responsiveness and cancellation latency on declared hardware.,"WP-I14-012 is the architectural owner because its objective — Expose typed progress and recovery state for background jobs and measure responsiveness and cancellation latency on declared hardware. — is the surface that must execute the obligation 'I14 validation must execute representative background jobs on declared hardware and report'; prerequisite packages WP-I10-008, WP-I14-001 supply the underlying schema/identity/journal it needs.",WP-I14-012<-WP-I10-008:REQUIRES_RUNTIME;WP-I14-012<-WP-I14-001:REQUIRES_PLATFORM_PROOF,Background-job state contracts,Operation and recovery records,11-model-packets/phases/I14.md;04-work-packages/packets/WP-I14-012.md,PASS,YES
CAN-MISSION-I14-004,Performance and scale,Performance and scale,I14,I14,WP-I14-005,WP-I14-014,"Record accessibility and performance evidence separately for Windows, macOS, and Linux where platform behavior differs.","WP-I14-014 is the architectural owner because its objective — Record accessibility and performance evidence separately for Windows, macOS, and Linux where platform behavior differs. — is the surface that must execute the obligation 'Record accessibility and performance evidence separately for Windows, macOS, and Linux whe'; prerequisite packages WP-I14-001, WP-I15-001 supply the underlying schema/identity/journal it needs.",WP-I14-014<-WP-I14-001:REQUIRES_PLATFORM_PROOF;WP-I14-014<-WP-I15-001:REQUIRES_PLATFORM_PROOF,Cross-platform evidence contracts,Platform evidence records,11-model-packets/phases/I14.md;04-work-packages/packets/WP-I14-014.md,PASS,YES
CAN-MISSION-I15-001,Packaging and legacy eradication,Packaging and legacy eradication,I15,I15,WP-I15-001,WP-I15-001,"Produce and verify clean-machine Windows, macOS, and Linux packages with no runtime server requirement.","WP-I15-001 is the architectural owner because its objective — Produce and verify clean-machine Windows, macOS, and Linux packages with no runtime server requirement. — is the surface that must execute the obligation 'Produce and verify clean-machine Windows, macOS, and Linux packages with no runtime server'; prerequisite packages WP-I15-006, WP-I2-013 supply the underlying schema/identity/journal it needs.",WP-I14-014<-WP-I15-001:REQUIRES_PLATFORM_PROOF;WP-I15-001<-WP-I15-006:REQUIRES_COMPONENT_DECISION;WP-I15-001<-WP-I2-013:REQUIRES_PLATFORM_PROOF;WP-I15-005<-WP-I15-001:REQUIRES_RELEASE_GATE;WP-I15-007<-WP-I15-001:REQUIRES_RELEASE_GATE;WP-I15-008<-WP-I15-001:REQUIRES_RELEASE_GATE,Cross-platform packaging and clean-machine verification contracts,Packaging proof records,11-model-packets/phases/I15.md;04-work-packages/packets/WP-I15-001.md,PASS,YES
