occurrence_id,source_type,record_id,field,term,classification,text,rationale
BAR-0104,requirement,CAN-LAM-GOV-018,title,archive,Legitimate future product backup feature,"Git history, a commit, signed inventory, archive, snapshot, behaviour logs, graph hashes, or...","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0105,requirement,CAN-LAM-GOV-018,statement,archive,Legitimate future product backup feature,"Git history, a commit, signed inventory, archive, snapshot, behaviour logs, graph hashes, or test records may preserve the baseline; active obsolete files need not remain solely for ceremony.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0106,requirement,CAN-LAM-GOV-018,source_text,archive,Legitimate future product backup feature,"Git history, a commit, signed inventory, archive, snapshot, behaviour logs, graph hashes, or test records may preserve the baseline; active obsolete files need not remain solely for ceremony.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0107,requirement,CAN-LAM-GOV-018,acceptance_criteria,archive,Legitimate future product backup feature,"ACCEPT::Git history, a commit, signed inventory, archive, snapshot, behaviour logs, graph hashes, or test records may preserve the baseline; active obsolete files need not remain solely for ceremony.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0108,requirement,CAN-LAM-GOV-032,statement,backup,Superseded,"Recorded evidence must demonstrate: Gate 7; Transaction, Recovery & Data-Safety Proof; Failure injection proves no authoritative bundle/metadata loss, partial commit, or unrecoverable mutation.; Filesystem or authoritative metadata mutation, Trash, backup, overlay, and recovery work.; Failure scenario, pre/post hashes/state, and recovery log.",Inactive source trace; it cannot instruct implementation.
BAR-0109,requirement,CAN-LAM-GOV-032,source_text,backup,Superseded,"Gate 7; Transaction, Recovery & Data-Safety Proof; Failure injection proves no authoritative bundle/metadata loss, partial commit, or unrecoverable mutation.; Filesystem or authoritative metadata mutation, Trash, backup, overlay, and recovery work.; Failure scenario, pre/post hashes/state, and recovery log.",Inactive source trace; it cannot instruct implementation.
BAR-0110,requirement,CAN-LAM-GOV-048,title,Backup,Superseded,"13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and...",Inactive source trace; it cannot instruct implementation.
BAR-0111,requirement,CAN-LAM-GOV-048,title,backup,Superseded,"13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and...",Inactive source trace; it cannot instruct implementation.
BAR-0112,requirement,CAN-LAM-GOV-048,statement,Backup,Superseded,"Implementation must honor this constraint: 13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0113,requirement,CAN-LAM-GOV-048,statement,backup,Superseded,"Implementation must honor this constraint: 13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0114,requirement,CAN-LAM-GOV-048,source_text,Backup,Superseded,"13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0115,requirement,CAN-LAM-GOV-048,source_text,backup,Superseded,"13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0116,requirement,CAN-LAM-GOV-048,acceptance_criteria,Backup,Superseded,"ACCEPT::Implementation must honor this constraint: 13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0117,requirement,CAN-LAM-GOV-048,acceptance_criteria,backup,Superseded,"ACCEPT::Implementation must honor this constraint: 13; Backup, Trash & Rebuild; Durable backup/history, root-scoped Trash, restore, and recovery after deleting SQLite/rebuildable caches are proven.",Inactive source trace; it cannot instruct implementation.
BAR-0118,requirement,CAN-LAM-GOV-238,statement,backup,Legitimate future product backup feature,"For each managed asset mutation, Rust must treat the media file, authoritative sidecar, pending overlay, and operation journal as one transaction unit; controlled backup, trash, export, and cross-drive copies must never establish a second authoritative asset location.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0119,requirement,CAN-LAM-GOV-238,source_text,backup,Legitimate future product backup feature,"as one canonical steady-state transaction unit. Missing sidecars and Pending Overlays are visible degraded states. Cross-drive staging, backup, Trash, exports, and derivative assets follow the controlled-copy exceptions in File 1 and never establish two authoritative locations for one asset UUID.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0120,requirement,CAN-LAM-META-011,title,Backup,Legitimate future product backup feature,Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite...,"Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0121,requirement,CAN-LAM-META-011,statement,Backup,Legitimate future product backup feature,"Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite history index; SQLite is an index of the durable journal, not the sole history.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0122,requirement,CAN-LAM-META-011,source_text,Backup,Legitimate future product backup feature,"Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite history index; SQLite is an index of the durable journal, not the sole history.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0123,requirement,CAN-LAM-META-011,acceptance_criteria,Backup,Legitimate future product backup feature,"ACCEPT::Operation history; Append-only operation JSON/journal; Backup manifest references; SQLite history index; SQLite is an index of the durable journal, not the sole history.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0124,requirement,CAN-LAM-META-020,title,backup,Superseded,"Explicit system-controlled backup, Trash, transaction staging, cache, overlay, or export...",Inactive source trace; it cannot instruct implementation.
BAR-0125,requirement,CAN-LAM-META-020,statement,backup,Superseded,"Lamha must provide Explicit system-controlled backup, Trash, transaction staging, cache, overlay, or export locations.",Inactive source trace; it cannot instruct implementation.
BAR-0126,requirement,CAN-LAM-META-020,source_text,backup,Superseded,"Explicit system-controlled backup, Trash, transaction staging, cache, overlay, or export locations.",Inactive source trace; it cannot instruct implementation.
BAR-0127,requirement,CAN-LAM-META-020,acceptance_criteria,backup,Superseded,"ACCEPT::Lamha must provide Explicit system-controlled backup, Trash, transaction staging, cache, overlay, or export locations.",Inactive source trace; it cannot instruct implementation.
BAR-0128,requirement,CAN-LAM-META-024,statement,backup,Legitimate future product backup feature,"Every authoritative JSON record MUST carry a schema-version field and have formal validation, migration rules, backward compatibility, appropriate unknown-field preservation, future-version safety, corruption handling, backup/restore, and tests.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0129,requirement,CAN-LAM-META-024,source_text,backup,Legitimate future product backup feature,"Every authoritative JSON record MUST carry a schema-version field and have formal validation, migration rules, backward compatibility, appropriate unknown-field preservation, future-version safety, corruption handling, backup/restore, and tests.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0130,requirement,CAN-LAM-META-024,acceptance_criteria,backup,Legitimate future product backup feature,"ACCEPT::Every authoritative JSON record MUST carry a schema-version field and have formal validation, migration rules, backward compatibility, appropriate unknown-field preservation, future-version safety, corruption handling, backup/restore, and tests.","Active product behavior concerns Lamha-managed user media or recovery data, not a planning repository copy."
BAR-0131,requirement,CAN-LAM-META-064,title,backup,Superseded,Automatic metadata rewrite without backup,Inactive source trace; it cannot instruct implementation.
BAR-0132,requirement,CAN-LAM-META-064,statement,backup,Superseded,The final Lamha desktop runtime must not retain or require Automatic metadata rewrite without backup.,Inactive source trace; it cannot instruct implementation.
BAR-0133,requirement,CAN-LAM-META-064,source_text,backup,Superseded,Automatic metadata rewrite without backup,Inactive source trace; it cannot instruct implementation.
BAR-0134,requirement,CAN-LAM-TEST-004,title,archive,Superseded,"Baseline preservation: Git history, a recorded commit, signed inventory, verified archive,...",Inactive source trace; it cannot instruct implementation.
BAR-0135,requirement,CAN-LAM-TEST-004,statement,archive,Superseded,"Recorded evidence must demonstrate: Baseline preservation: Git history, a recorded commit, signed inventory, verified archive, disposable snapshot, behaviour logs, Graphify graph hashes, or recorded test results may preserve baseline evidence.",Inactive source trace; it cannot instruct implementation.
BAR-0136,requirement,CAN-LAM-TEST-004,source_text,archive,Superseded,"Baseline preservation: Git history, a recorded commit, signed inventory, verified archive, disposable snapshot, behaviour logs, Graphify graph hashes, or recorded test results may preserve baseline evidence.",Inactive source trace; it cannot instruct implementation.
BAR-0137,requirement,CAN-LAM-TRANSACTION-004,title,Backup,Superseded,"Backup, Trash, and rollback copies are excluded from gallery/category scanning",Inactive source trace; it cannot instruct implementation.
BAR-0138,requirement,CAN-LAM-TRANSACTION-004,statement,Backup,Superseded,"Lamha must provide Backup, Trash, and rollback copies are excluded from gallery/category scanning.",Inactive source trace; it cannot instruct implementation.
BAR-0139,requirement,CAN-LAM-TRANSACTION-004,source_text,Backup,Superseded,"Backup, Trash, and rollback copies are excluded from gallery/category scanning.",Inactive source trace; it cannot instruct implementation.
BAR-0140,requirement,CAN-LAM-TRANSACTION-004,acceptance_criteria,Backup,Superseded,"ACCEPT::Lamha must provide Backup, Trash, and rollback copies are excluded from gallery/category scanning.",Inactive source trace; it cannot instruct implementation.
BAR-0141,requirement,CAN-LAM-TRANSACTION-013,title,backup,Superseded,Final pre-removal backup and rollback point,Inactive source trace; it cannot instruct implementation.
BAR-0142,requirement,CAN-LAM-TRANSACTION-013,statement,backup,Superseded,Implementation must honor this constraint: Final pre-removal backup and rollback point.,Inactive source trace; it cannot instruct implementation.
BAR-0143,requirement,CAN-LAM-TRANSACTION-013,source_text,backup,Superseded,Final pre-removal backup and rollback point,Inactive source trace; it cannot instruct implementation.
BAR-0144,requirement,CAN-LAM-TRANSACTION-013,acceptance_criteria,backup,Superseded,ACCEPT::Implementation must honor this constraint: Final pre-removal backup and rollback point.,Inactive source trace; it cannot instruct implementation.
BAR-0145,requirement,CAN-MISSION-I0-001,statement,archive,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0146,requirement,CAN-MISSION-I0-001,statement,backup,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0147,requirement,CAN-MISSION-I0-001,statement,repository copy,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0148,requirement,CAN-MISSION-I0-001,rationale,backup,Prohibited,The prior obligation directly violated the binding no-backup rule and omitted observable read-only integrity checks.,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0149,requirement,CAN-MISSION-I0-001,source_text,immutable archive,Historical provenance only,Preserve an immutable archive of the supplied repository snapshot before any application-source mutation.,Original I0 wording is retained only as trace evidence for the reviewed correction.
BAR-0150,requirement,CAN-MISSION-I0-001,acceptance_criteria,archive,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0151,requirement,CAN-MISSION-I0-001,acceptance_criteria,backup,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0152,requirement,CAN-MISSION-I0-001,verification_method,archive,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0153,requirement,CAN-MISSION-I0-001,verification_method,backup,Prohibited,"Given the existing Lamha repository, when WP-I0-001 records provenance, then every evidence file is inside Graphify, the outside-Graphify hash comparison reports zero changes, and no archive, backup, copy, build output, cache, or Git mutation exists.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0154,requirement,CAN-MISSION-I0-001,review_notes,archive,Prohibited,Replaced archive creation with read-only provenance and integrity evidence.,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0155,requirement,CAN-MISSION-I0-003,statement,archive,Prohibited,"During I0, the implementation team must calculate and verify a SHA-256 manifest for existing repository files without creating an archive, backup, or duplicate repository tree.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0156,requirement,CAN-MISSION-I0-003,statement,backup,Prohibited,"During I0, the implementation team must calculate and verify a SHA-256 manifest for existing repository files without creating an archive, backup, or duplicate repository tree.",Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0157,requirement,CAN-MISSION-I0-003,rationale,archive,Prohibited,Repository hashes provide the required integrity proof; an archive hash is both unnecessary and prohibited.,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0158,requirement,CAN-MISSION-I0-003,source_text,archive,Historical provenance only,Record archive and repository SHA-256 manifests and verify them before implementation.,Original I0 wording is retained only as trace evidence for the reviewed correction.
BAR-0159,requirement,CAN-MISSION-I0-003,review_notes,archive,Prohibited,Removed archive hashing and retained direct file-integrity verification.,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0160,requirement,CAN-MISSION-I0-005,title,repository copy,Prohibited,WP-I0-006 must define build-output isolation rules without creating a repository copy during the,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0161,requirement,CAN-MISSION-I0-005,statement,repository copy,Prohibited,WP-I0-006 must define build-output isolation rules without creating a repository copy during the read-only provenance baseline; build or test execution requires a separately authorized implementation workspace after WP-I0-001 exits.,Active I0 wording explicitly forbids a development-repository backup or archive.
BAR-0162,requirement,CAN-SECTION-0010,title,backup,Superseded,1.4 Low-Capability Model Failure Modes & Defensive Blocks (FAIL-01 to FAIL-32) — Sharing and mobile backup,Inactive source trace; it cannot instruct implementation.
BAR-0163,requirement,CAN-SECTION-0017,acceptance_criteria,BACKUP,Superseded,CAN-LAM-AI-027;CAN-LAM-ASSET-100;CAN-LAM-ASSET-106;CAN-LAM-ASSET-107;CAN-LAM-ASSET-109;CAN-LAM-ASSET-113;CAN-LAM-BACKUP-007;CAN-LAM-META-029;CAN-LAM-META-032,Inactive source trace; it cannot instruct implementation.
BAR-0164,requirement,CAN-SECTION-0041,acceptance_criteria,BACKUP,Superseded,CAN-LAM-ARCH-038;CAN-LAM-ASSET-040;CAN-LAM-BACKUP-004;CAN-LAM-EVENT-004;CAN-LAM-EVENT-005;CAN-LAM-META-018;CAN-LAM-PERSON-022;CAN-LAM-PERSON-023;CAN-LAM-PERSON-024;CAN-LAM-PERSON-025;CAN-LAM-TRANSACTION-002,Inactive source trace; it cannot instruct implementation.
BAR-0165,requirement,CAN-SECTION-0048,acceptance_criteria,BACKUP,Superseded,CAN-LAM-ARCH-057;CAN-LAM-ARCH-058;CAN-LAM-BACKUP-005;CAN-LAM-EVENT-013;CAN-LAM-TRASH-004,Inactive source trace; it cannot instruct implementation.
BAR-0166,requirement,CAN-SECTION-0140,acceptance_criteria,BACKUP,Superseded,CAN-LAM-BACKUP-002,Inactive source trace; it cannot instruct implementation.
BAR-0167,work_package,WP-I0-001,explicit_exclusions,Archive,Prohibited,Archive creation; backup creation; repository copies; application-file writes; Git mutation; builds; tests; caches; generated code; package installation.,The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0168,work_package,WP-I0-001,explicit_exclusions,backup,Prohibited,Archive creation; backup creation; repository copies; application-file writes; Git mutation; builds; tests; caches; generated code; package installation.,The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0169,work_package,WP-I0-001,tests,backup,Prohibited,"Recompute the outside-Graphify inventory and SHA-256 manifest; compare Git metadata without optional locks; scan for newly created build, test, cache, package-manager, generated-code, copy, backup, or archive artifacts.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0170,work_package,WP-I0-001,tests,archive,Prohibited,"Recompute the outside-Graphify inventory and SHA-256 manifest; compare Git metadata without optional locks; scan for newly created build, test, cache, package-manager, generated-code, copy, backup, or archive artifacts.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0171,work_package,WP-I0-001,completion_evidence,archive,Prohibited,"Graphify-only reports proving zero outside-Graphify additions, removals, modifications, or renames and explicitly confirming no archive, backup, copy, build, test, cache, installation, or Git mutation.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0172,work_package,WP-I0-001,completion_evidence,backup,Prohibited,"Graphify-only reports proving zero outside-Graphify additions, removals, modifications, or renames and explicitly confirming no archive, backup, copy, build, test, cache, installation, or Git mutation.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0173,work_package,WP-I0-001,exit_gate,archive,Prohibited,All provenance evidence is inside Graphify; no archive or backup exists; no application file or Git state changed; the final outside-Graphify comparison reports zero changes.,The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0174,work_package,WP-I0-001,exit_gate,backup,Prohibited,All provenance evidence is inside Graphify; no archive or backup exists; no application file or Git state changed; the final outside-Graphify comparison reports zero changes.,The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0175,work_package,WP-I0-003,objective,archive,Prohibited,"Calculate and verify path, size, and SHA-256 evidence for existing repository files without creating an archive, backup, or duplicate tree.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0176,work_package,WP-I0-003,objective,backup,Prohibited,"Calculate and verify path, size, and SHA-256 evidence for existing repository files without creating an archive, backup, or duplicate tree.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0177,work_package,WP-I0-003,exit_gate,archive,Prohibited,"Every manifest entry verifies and no archive, backup, copy, or repository mutation exists.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0178,work_package,WP-I0-003,exit_gate,backup,Prohibited,"Every manifest entry verifies and no archive, backup, copy, or repository mutation exists.",The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0179,work_package,WP-I0-006,objective,repository copy,Prohibited,Define where later authorized build and test outputs may be written without creating a repository copy during the read-only provenance baseline.,The I0 package uses the term only to forbid repository duplication during read-only provenance work.
BAR-0180,work_package,WP-I13-001,name,Backup,Legitimate future product backup feature,Backup manifest contract,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0181,work_package,WP-I13-001,objective,backup,Legitimate future product backup feature,Implement and verify the bounded backup manifest contract surface.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0182,work_package,WP-I13-001,bounded_surface,Backup,Legitimate future product backup feature,Backup manifest contract,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0183,work_package,WP-I13-001,cohesion_rationale,backup,Legitimate future product backup feature,"The package is bounded to the backup manifest contract architectural surface and its direct contracts, records, and tests.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0184,work_package,WP-I13-001,deliverables,backup,Legitimate future product backup feature,Production implementation for backup manifest contract; updated affected contracts and records; focused tests.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0185,work_package,WP-I13-001,tests,backup,Legitimate future product backup feature,"Focused success, boundary, and failure tests for backup manifest contract; affected integration checks.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0186,work_package,WP-I13-001,exit_gate,backup,Legitimate future product backup feature,The backup manifest contract objective and failure tests pass with no unrelated package work included.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0187,work_package,WP-I13-002,name,Backup,Legitimate future product backup feature,Backup execution,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0188,work_package,WP-I13-002,objective,backup,Legitimate future product backup feature,Implement and verify the bounded backup execution surface.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0189,work_package,WP-I13-002,bounded_surface,Backup,Legitimate future product backup feature,Backup execution,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0190,work_package,WP-I13-002,cohesion_rationale,backup,Legitimate future product backup feature,"The package is bounded to the backup execution architectural surface and its direct contracts, records, and tests.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0191,work_package,WP-I13-002,deliverables,backup,Legitimate future product backup feature,Production implementation for backup execution; updated affected contracts and records; focused tests.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0192,work_package,WP-I13-002,tests,backup,Legitimate future product backup feature,"Focused success, boundary, and failure tests for backup execution; affected integration checks.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0193,work_package,WP-I13-002,exit_gate,backup,Legitimate future product backup feature,The backup execution objective and failure tests pass with no unrelated package work included.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0194,work_package,WP-I13-003,name,Backup,Legitimate future product backup feature,Backup verification,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0195,work_package,WP-I13-003,objective,backup,Legitimate future product backup feature,Implement and verify the bounded backup verification surface.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0196,work_package,WP-I13-003,bounded_surface,Backup,Legitimate future product backup feature,Backup verification,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0197,work_package,WP-I13-003,cohesion_rationale,backup,Legitimate future product backup feature,"The package is bounded to the backup verification architectural surface and its direct contracts, records, and tests.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0198,work_package,WP-I13-003,deliverables,backup,Legitimate future product backup feature,Production implementation for backup verification; updated affected contracts and records; focused tests.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0199,work_package,WP-I13-003,tests,backup,Legitimate future product backup feature,"Focused success, boundary, and failure tests for backup verification; affected integration checks.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0200,work_package,WP-I13-003,exit_gate,backup,Legitimate future product backup feature,The backup verification objective and failure tests pass with no unrelated package work included.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0201,work_package,WP-I13-011,name,Backup,Legitimate future product backup feature,Backup restore rebuild disaster drill,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0202,work_package,WP-I13-011,objective,backup,Legitimate future product backup feature,Implement and verify the bounded backup restore rebuild disaster drill surface.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0203,work_package,WP-I13-011,bounded_surface,Backup,Legitimate future product backup feature,Backup restore rebuild disaster drill,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0204,work_package,WP-I13-011,cohesion_rationale,backup,Legitimate future product backup feature,"The package is bounded to the backup restore rebuild disaster drill architectural surface and its direct contracts, records, and tests.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0205,work_package,WP-I13-011,deliverables,backup,Legitimate future product backup feature,Production implementation for backup restore rebuild disaster drill; updated affected contracts and records; focused tests.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0206,work_package,WP-I13-011,tests,backup,Legitimate future product backup feature,"Focused success, boundary, and failure tests for backup restore rebuild disaster drill; affected integration checks.",The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0207,work_package,WP-I13-011,exit_gate,backup,Legitimate future product backup feature,The backup restore rebuild disaster drill objective and failure tests pass with no unrelated package work included.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0208,work_package,WP-I15-015,explicit_exclusions,backup,Legitimate future product backup feature,Removal before replacement proof; product backup behavior; unrelated feature implementation.,The package reference concerns Lamha product recovery behavior or distinguishes it from another bounded package.
BAR-0209,dependency,WP-I0-006<-WP-I0-001,technical_rationale,repository copy,Prohibited,Build-output isolation rules require the read-only repository provenance and integrity boundary to be recorded first; no repository copy or build is created by either package.,The I0 edge preserves the no-copy boundary.
BAR-0210,dependency,WP-I0-006<-WP-I0-001,evidence,repository copy,Prohibited,Prior curated dependency source: Build-output isolation rules require the read-only repository provenance and integrity boundary to be recorded first; no repository copy or build is created by either package.,The I0 edge preserves the no-copy boundary.
BAR-0211,dependency,WP-I13-001<-WP-I3-001,technical_rationale,Backup,Legitimate future product backup feature,Backup manifests inventory authoritative record revisions.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0212,dependency,WP-I13-001<-WP-I3-001,evidence,Backup,Legitimate future product backup feature,Prior curated dependency source: Backup manifests inventory authoritative record revisions.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0213,dependency,WP-I13-002<-WP-I13-001,technical_rationale,Backup,Legitimate future product backup feature,Backup execution consumes an approved manifest.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0214,dependency,WP-I13-002<-WP-I13-001,evidence,Backup,Legitimate future product backup feature,Prior curated dependency source: Backup execution consumes an approved manifest.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0215,dependency,WP-I13-002<-WP-I3-012,technical_rationale,Backup,Legitimate future product backup feature,"Backup copies use staged, verified filesystem operations.","The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0216,dependency,WP-I13-002<-WP-I3-012,evidence,Backup,Legitimate future product backup feature,"Prior curated dependency source: Backup copies use staged, verified filesystem operations.","The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0217,dependency,WP-I13-003<-WP-I13-002,technical_rationale,Backup,Legitimate future product backup feature,Backup verification requires completed backup outputs and their manifest hashes.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0218,dependency,WP-I13-003<-WP-I13-002,technical_rationale,backup,Legitimate future product backup feature,Backup verification requires completed backup outputs and their manifest hashes.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0219,dependency,WP-I13-003<-WP-I13-002,evidence,Backup,Legitimate future product backup feature,Backup manifest and execution,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0220,dependency,WP-I13-005<-WP-I13-003,technical_rationale,backup,Legitimate future product backup feature,Restore requires a verified backup set.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0221,dependency,WP-I13-005<-WP-I13-003,evidence,backup,Legitimate future product backup feature,Prior curated dependency source: Restore requires a verified backup set.,"The edge is a technical prerequisite for product backup, restore, or recovery behavior."
BAR-0222,phase,I13,name,Backup,Legitimate future product backup feature,"Backup, Trash, Restore, and Rebuild",I13 defines Lamha user-data recovery behavior.
BAR-0223,phase,I13,exitGate,Backup,Legitimate future product backup feature,"Backup verification, trash/restore, disaster recovery, and clean rebuild drills pass.",I13 defines Lamha user-data recovery behavior.
BAR-0224,reviewed_requirement_decision,CAN-MISSION-I0-001,candidate_value,immutable archive,Historical provenance only,Preserve an immutable archive of the supplied repository snapshot before any application-source mutation.,Superseded candidate retained to prove why the reviewed correction was necessary.
BAR-0225,reviewed_requirement_decision,CAN-MISSION-I0-001,final_reviewed_value,archive,Prohibited,"During I0, the implementation team must inspect the existing Lamha repository in read-only mode and record its file inventory, SHA-256 manifest, available Git state, toolchain manifests, and provenance evidence only inside Graphify; it must create no archive, backup, repository copy, application mutation, or Git mutation.",Explicit reviewed decision removes or guards against development-repository backup/archive creation.
