Item type,Item ID,Review status,Provenance found,Result
requirement,CAN-LAM-FOLDER-045,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-046,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-047,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-048,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-049,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-050,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-051,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-052,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-053,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-FOLDER-054,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-FOLDER-055,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-056,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-057,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-058,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-059,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-060,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-061,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-062,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-063,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-064,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-065,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-066,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-067,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-068,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-069,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-070,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-071,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-072,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-073,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-074,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-075,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-076,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-077,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-078,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-FOLDER-079,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-FOLDER-080,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-FOLDER-081,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-001,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-002,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-003,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-004,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-005,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-006,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-007,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-008,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-009,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-010,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-011,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-012,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-013,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-014,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-015,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-016,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-017,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-018,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-019,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-020,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-021,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-022,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-023,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-024,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-025,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-026,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-027,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-028,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-029,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-030,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-031,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-032,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-033,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-034,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-035,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-036,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-037,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-038,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-039,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-040,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-041,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-042,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-043,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-044,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-045,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-046,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-047,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-048,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-049,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-050,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-051,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-052,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-053,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-054,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-055,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-056,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-057,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-058,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-059,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-060,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-061,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-062,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-063,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-064,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-065,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-066,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-067,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-068,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-069,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-070,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-071,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-072,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-073,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-074,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-075,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-076,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-077,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-078,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-079,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-080,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-081,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-082,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-083,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-084,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-085,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-086,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-087,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-088,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-089,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-090,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-091,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-092,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-093,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-094,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-095,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-096,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-097,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-098,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-099,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-100,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-101,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-102,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-103,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-104,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-105,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-106,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-107,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-108,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-109,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-110,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-111,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-112,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-113,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-114,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-115,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-116,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-117,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-118,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-119,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-120,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-121,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-122,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-123,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-124,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-125,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-126,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-127,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-128,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-129,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-130,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-131,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-132,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-133,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-134,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-135,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-136,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-137,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-138,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-139,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-140,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-141,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-142,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-143,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-144,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-145,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-146,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-147,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-148,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-149,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-150,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-151,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-152,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-153,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-154,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-155,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-156,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-157,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-158,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-159,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-160,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-161,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-162,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-163,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-164,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-165,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-166,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-167,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-168,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-169,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-170,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-171,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-172,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-173,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-174,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-175,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-176,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-177,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-178,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-179,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-180,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-181,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-182,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-183,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-184,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-185,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-186,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-187,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-188,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-189,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-190,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-191,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-192,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-193,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-194,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-195,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-196,SUPERSEDED,YES,PASS
requirement,CAN-LAM-GOV-197,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-198,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-199,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-200,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-201,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-202,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-203,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-204,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-205,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-206,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-207,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-208,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-209,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-210,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-211,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-212,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-213,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-214,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-215,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-216,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-217,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-218,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-219,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-220,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-221,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-222,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-223,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-224,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-225,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-226,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-227,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-228,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-229,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-230,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-231,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-232,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-233,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-234,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-235,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-236,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-237,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-238,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-239,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-240,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-241,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-242,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-243,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-244,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-245,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-246,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-247,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-248,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-249,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-250,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-251,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-252,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-253,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-254,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-255,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-256,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-257,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-258,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-259,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-260,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-261,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-262,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-263,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-264,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-265,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-266,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-267,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-268,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-269,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-270,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-271,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-272,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-273,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-274,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-275,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-276,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-277,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-278,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-279,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-280,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-281,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-282,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-283,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-284,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-285,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-286,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-GOV-287,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-288,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-289,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-290,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-291,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-292,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-GOV-293,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-294,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-295,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-296,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-297,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-298,RECLASSIFIED,YES,PASS
requirement,CAN-LAM-GOV-299,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-300,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-301,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-302,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GOV-303,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-GROUP-001,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-AI-01,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-INV-AI-02-A,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-INV-AI-02-B,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-AI-03,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-AI-04,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-ASSET-01,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-ASSET-02,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-ASSET-03,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-ASSET-04,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-ASSET-05,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-ASSET-06,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-ASSET-07,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-COMP-01,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-INV-COMP-02,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-COMP-03,NOT_APPLICABLE,YES,PASS
requirement,CAN-LAM-INV-EVENT-01,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-EVENT-02,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-EVENT-03,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-FS-01,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-META-01,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-META-02,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-META-03,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-META-04,REVIEWED_CONFIRMED,YES,PASS
requirement,CAN-LAM-INV-PERSON-01,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-PERSON-02,REVIEWED_CORRECTED,YES,PASS
requirement,CAN-LAM-INV-PERSON-03,REVIEWED_CONFIRMED,YES,PASS
