Canonical ID,Source text,Final statement,Current capability,Current phase,Corrected capability,Corrected phase,Reason,Evidence,Review status
CAN-LAM-ARCH-258,No automatic deletion,Duplicate management must never delete files automatically; deletion requires an explicitly confirmed operation plan.,Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=25. Duplicate Management; parent=CAN-SECTION-0022,REVIEWED_CONFIRMED
CAN-LAM-ARCH-259,No automatic merge,Duplicate management must never merge files automatically; merging requires an explicitly confirmed operation plan.,Duplicates,I10,Duplicates,I10,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=25. Duplicate Management; parent=CAN-SECTION-0022,REVIEWED_CONFIRMED
CAN-LAM-ARCH-267,Preserve original,Non-destructive editing must always preserve the original media file; edits are stored as revisioned recipes and exported copies only.,Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=26. Non-Destructive Editing; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-269,Queues include:,"Review queues include the reviewed queue types (pending, deferred, suppressed, history) shown in the Review Centre.",Jobs and notifications,,Jobs and notifications,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0090,REVIEWED_CORRECTED
CAN-LAM-ARCH-270,Review actions include:,"Review actions include the reviewed decision set (approve, reject, suppress, defer, skip, mark intentional, apply to selection).",Review Centre,,Review Centre,,Non-implementation record (GLOSSARY/UI_LABEL/INFORMATIONAL/DUPLICATE) cannot retain an implementation phase.,Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CORRECTED
CAN-LAM-ARCH-271,One by one,"When a reviewer reviews items one by one, Lamha must present one item at a time and record each decision before advancing.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-272,Approve,"When a reviewer approves an item, Lamha must commit the approved transition with provenance and revision and leave other items unchanged.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-273,Suppress,"When a reviewer suppresses an item, Lamha must persist the suppression and exclude the item and matching future items from review queues.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-274,Defer,"When a reviewer defers an item, Lamha must persist the deferred state and restore the item to the queue unchanged on reopen.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-275,Skip,"When a reviewer skips an item, Lamha must move to the next item without changing the skipped item's state.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-276,Mark intentional,"When a reviewer marks an item intentional, Lamha must persist the intentional marker with provenance and exclude the item from future duplicate or suggestion queues.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-277,Apply to selection,"When a reviewer applies a decision to a selection, Lamha must commit the decision to exactly the selected items and report per-item results.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-278,See suggestion reason,"When a reviewer asks for the suggestion reason, Lamha must display the model, source, and configuration provenance behind the suggestion without changing its state.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=27. Review Centre; parent=CAN-SECTION-0091,REVIEWED_CONFIRMED
CAN-LAM-ARCH-279,Collision detection,"When a file or folder operation would collide, Lamha must detect the collision, preview the conflict, and apply nothing until the user approves a safe resolution.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REVIEWED_CONFIRMED
CAN-LAM-ARCH-280,Preview,"Before any file or folder mutation commits, Lamha must show a preview of the planned changes and require explicit approval.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0092,REVIEWED_CONFIRMED
CAN-LAM-ARCH-281,Hash verification,"When a move or rename commits, Lamha must verify source and destination hashes and leave a typed error with unchanged paths if verification fails.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0093,REVIEWED_CONFIRMED
CAN-LAM-ARCH-282,Sidecar repair,"When a sidecar is repaired, Lamha must preserve the original bytes until a validated replacement is committed and must record the repair in history.",Filesystem transactions and recovery,I3,Filesystem transactions and recovery,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=28. File and Folder Management; parent=CAN-SECTION-0094,REVIEWED_CONFIRMED
CAN-LAM-ARCH-283,Recorded hash versus current hash,"When consistency detection compares the recorded hash with the current hash, Lamha must report matches and mismatches and never overwrite or delete the file on mismatch.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0095,REVIEWED_CONFIRMED
CAN-LAM-ARCH-284,Orphan sidecar,"When an orphan sidecar is found, Lamha must create a review item with the sidecar and suspected asset without deleting or modifying the sidecar.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=29. Consistency Detection; parent=CAN-SECTION-0096,REVIEWED_CONFIRMED
CAN-LAM-ARCH-291,GPS,"When privacy removal targets GPS metadata, Lamha must create a reviewed mutation/export plan that preserves source provenance and the managed original while removing approved coordinate fields only from the selected output or authoritative revision.",Metadata privacy removal,I11,Metadata privacy removal,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[LABEL_ONLY]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-292,Device serial data,"When embedded-metadata removal targets device serial data, Lamha must remove it from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-293,Identifying camera fields,"When embedded-metadata removal targets identifying camera fields, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-294,Author/creator,"When embedded-metadata removal targets author or creator fields, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-295,Comments,"When embedded-metadata removal targets comments, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-296,Descriptions,"When embedded-metadata removal targets descriptions, Lamha must remove them from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-297,Custom field selections,"When embedded-metadata removal targets custom field selections, Lamha must remove exactly the selected fields from the exported copy while preserving the original file.",Editing,I11,Editing,I11,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.2 Remove embedded metadata; parent=CAN-SECTION-0097,REVIEWED_CONFIRMED
CAN-LAM-ARCH-298,Embeddings,"When face and AI privacy controls run, Lamha must let the user delete embeddings from the derived projections and rebuild them from versioned records.",Metadata,I7,Metadata,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.4 Face and AI privacy; parent=CAN-SECTION-0023,REVIEWED_CONFIRMED
CAN-LAM-ARCH-299,Entire library,"When the user requests entire-library AI data deletion, Lamha must delete all AI-derived projections and rebuild only from remaining versioned records.",Metadata,I7,Metadata,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=30.4 Face and AI privacy; parent=CAN-SECTION-0023,REVIEWED_CONFIRMED
CAN-LAM-ARCH-300,Maps,Maps must render from canonical location records and show source and confidence where applicable.,Map and location,I5,Map and location,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=originals; parent=CAN-SECTION-0098,REVIEWED_CONFIRMED
CAN-LAM-ARCH-301,Settings,Settings changes must validate and persist the local setting with a new revision and retain the previous value on failure.,Settings,I3,Settings,I3,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=originals; parent=CAN-SECTION-0099,REVIEWED_CONFIRMED
CAN-LAM-ARCH-302,Review decisions,"When a reviewer records a decision on a Review item, Lamha must persist the chosen value with its provenance and the review revision, and the recorded decision must remain visible in the item's history.",Review Centre,I5,Review Centre,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=originals; parent=CAN-SECTION-0024,REVIEWED_CONFIRMED
CAN-LAM-ARCH-305,Collision warning,"When a trash operation would collide with an existing path, Lamha must warn before committing and require an explicit resolution.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=32. Trash; parent=CAN-SECTION-0100,REVIEWED_CONFIRMED
CAN-LAM-ARCH-306,Operation record,"Every trash operation must record a typed operation record with source path, target path, and restore metadata.","Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=32. Trash; parent=CAN-SECTION-0100,REVIEWED_CONFIRMED
CAN-LAM-ARCH-307,No automatic purge by default,Trash must not purge automatically by default; purging requires an explicit user action and reviewed confirmation.,"Backup, trash, restore and rebuild",I13,"Backup, trash, restore and rebuild",I13,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=32. Trash; parent=CAN-SECTION-0100,REVIEWED_CONFIRMED
CAN-LAM-ARCH-309,External rename,"When an external rename is detected, Lamha must reconcile the derived path index using exact identity or full-hash matching and must not auto-match on filename or partial hash alone.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-310,External move,"When an external move is detected, Lamha must update the path index on exact identity or full-hash evidence and must not follow the file across unauthorized boundaries.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-311,Sidecar change,"When a sidecar changes externally, Lamha must validate the new content and reconcile the derived records without overwriting the sidecar.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0102,REVIEWED_CONFIRMED
CAN-LAM-ARCH-312,Missing sidecar,"When a sidecar is missing externally, Lamha must mark the record degraded and open Review without fabricating values.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0102,REVIEWED_CONFIRMED
CAN-LAM-ARCH-313,Full hash,"When reconciling external changes, a full hash match is sufficient evidence to relink an asset at a new path.",External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-314,Partial hash,A partial hash match alone must never auto-relink an asset; ambiguous partial matches must open Review.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-315,Capture date,Capture date alone must not be used to relink externally changed assets; matching requires identity or full-hash evidence.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-316,Size,File size alone must not be used to relink externally changed assets; matching requires identity or full-hash evidence.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0101,REVIEWED_CONFIRMED
CAN-LAM-ARCH-317,Sidecar references,Sidecar references must be reconciled only when the referenced asset identity is confirmed; otherwise the sidecar stays unresolved in Review.,External drives and path resilience,I12,External drives and path resilience,I12,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=33. External Filesystem and Drive Behaviour; parent=CAN-SECTION-0102,REVIEWED_CONFIRMED
CAN-LAM-ARCH-318,Familiar gallery grid,"The desktop gallery must provide a familiar grid layout that renders from local data, remains keyboard-operable, and keeps the prior view on load failure.",Gallery and timeline,I14,Gallery and timeline,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0103,REVIEWED_CONFIRMED
CAN-LAM-ARCH-319,Clean full-screen viewer,"The viewer must provide a clean full-screen mode that hides chrome, shows the asset from the local source, and returns to the prior view on exit.",Asset viewer,I14,Asset viewer,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0104,REVIEWED_CONFIRMED
CAN-LAM-ARCH-320,Timeline navigation,"Timeline navigation must move through dates from local records, stay keyboard-operable, and preserve the prior position when loading fails.",Gallery and timeline,I14,Gallery and timeline,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0103,REVIEWED_CONFIRMED
CAN-LAM-ARCH-325,Loading progress,"While the UI loads data, Lamha must show loading progress and must not report completion before the load finishes.",Jobs and notifications,I14,Jobs and notifications,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0105,REVIEWED_CONFIRMED
CAN-LAM-ARCH-326,Background job progress,Background jobs must expose typed progress and recovery state and must not report success for a cancelled or failed job.,Jobs and notifications,I14,Jobs and notifications,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=35. Desktop User Experience; parent=CAN-SECTION-0105,REVIEWED_CONFIRMED
CAN-LAM-ARCH-332,Useful gallery components,The target local architecture must retain the useful gallery components that render from local data and keep the gallery keyboard-operable.,Gallery and timeline,I5,Gallery and timeline,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=36. Target Local Architecture We Are Keeping; parent=CAN-SECTION-0106,REVIEWED_CONFIRMED
CAN-LAM-ARCH-333,Useful viewer components,The target local architecture must retain the useful viewer components that load assets from local sources and expose typed errors.,Asset viewer,I5,Asset viewer,I5,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=36. Target Local Architecture We Are Keeping; parent=CAN-SECTION-0107,REVIEWED_CONFIRMED
CAN-LAM-ARCH-335,UI-to-core calls use Tauri IPC.,Every UI-to-core call must use the reviewed typed Tauri IPC command and render returned local data; hard-coded production mock state is prohibited.,Desktop shell,I2,Desktop shell,I2,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=36. Target Local Architecture We Are Keeping; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-345,Timeline scroll,Timeline scroll must remain responsive within the reviewed performance budget and preserve the prior position when data loads fail.,Gallery and timeline,I14,Gallery and timeline,I14,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=38. Performance and Scale; parent=CAN-SECTION-0108,REVIEWED_CONFIRMED
CAN-LAM-ARCH-346,Mind-map loading,Mind-map loading must derive the map from canonical records within the reviewed performance budget and show a typed state when loading fails.,Mind-map projections,I9,Mind-map projections,I9,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=38. Performance and Scale; parent=CAN-SECTION-0109,REVIEWED_CONFIRMED
CAN-LAM-ARCH-349,AGPL notices,The release bundle must include the required AGPL notices and the release gate must fail when any AGPL-covered component lacks its notice.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-ARCH-350,Third-party licences,Third-party licences must be inventoried with attribution and redistribution review and the release gate must fail while any licence is unresolved.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-ARCH-351,Codec licences,Codec licences must be inventoried with redistribution review and the release gate must fail while any codec licence is unresolved.,Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=39. Required Legal and Attribution Material We Are Keeping; parent=CAN-SECTION-0110,REVIEWED_CONFIRMED
CAN-LAM-ARCH-359,Implementation phase,Each Graphify requirement must record its reviewed implementation phase and must be rejected when the phase is missing or unverified.,Planning and verification governance,,Planning and verification governance,,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=40. Graphify Requirement; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-368,Introduce Lamha internal identity.,"Phase 2 must introduce the reviewed Lamha internal identity (name, identifiers, and branding surfaces) without removing required legal material.",Legal and rebranding,I1,Legal and rebranding,I1,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 2 — Rebranding Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-370,Establish Tauri 2.,"The desktop shell must establish the reviewed Tauri 2 process, typed IPC boundary, and permission model before other shell features.",Desktop shell,I2,Desktop shell,I2,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 3 — Tauri Desktop Shell; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-374,Scanner,"The scanner must index media within authorized roots, preserve source bytes, and report typed errors for unsupported or unreadable files.",Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 4 — Local Data Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-375,Watcher,The watcher must detect changes within authorized roots and reconcile the index without modifying source files.,Media ingestion and derivation,I4,Media ingestion and derivation,I4,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 4 — Local Data Foundation; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-376,Timeline,"The timeline must render from local records, stay keyboard-operable, and preserve the prior position when loading fails.",Media ingestion and derivation,I4,Gallery and timeline,I5,"Timeline rendering is an Offline Library Experience behavior, not media ingestion.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 5 — Asset API Replacement; parent=none,REVIEWED_CORRECTED
CAN-LAM-ARCH-376,Timeline,"The timeline must render from local records, stay keyboard-operable, and preserve the prior position when loading fails.",Gallery and timeline,I5,Gallery and timeline,I5,"Timeline rendering is an Offline Library Experience behavior, not media ingestion.",Source section: Phase 5 — Asset API Replacement; legacy package: WP-I5-002.,REVIEWED_CORRECTED
CAN-LAM-ARCH-380,Link,Link must record a reviewed event or folder link without moving contents.,Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 6 — Manage Later & Events; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-381,Split,Split must preview the resulting events or folders and commit only after approval while preserving membership history.,Events and organization,I6,Events and organization,I6,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.",Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 6 — Manage Later & Events; parent=none,REVIEWED_CONFIRMED
CAN-LAM-ARCH-382,Clusters,Face clusters must be reviewable and merges or splits must persist provenance and allow undo.,People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 7 — Faces, People & Groups; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-383,Naming,Person and group naming must preserve the stable ID and retain old names as searchable aliases.,People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 7 — Faces, People & Groups; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-384,Hide,Hide must remove a person or group from default lists without deleting the profile or links.,People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 7 — Faces, People & Groups; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-385,Historical membership,"When a person's or group's membership changes, Lamha must append or close the effective-dated period and keep every historical membership period queryable with its original interval.",People and faces,I7,People and faces,I7,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 7 — Faces, People & Groups; parent=none",REVIEWED_CONFIRMED
CAN-LAM-ARCH-386,Tag namespaces,Tag namespaces must persist the reviewed namespace with each tag and validation must reject unnamespaced tags.,Relationships and attribution,I8,Relationships and attribution,I8,"Confirmed consistent with source text, rewritten statement, capability, phase, and package surface.","Pass 1 semantic rehabilitation; matched=[EXACT_LEGACY_OUTPUT]; section=Phase 8 — Tags, Relationships, Smart Views & Attribution; parent=none",REVIEWED_CONFIRMED
