Canonical ID,Requirement statement,Candidate package,Final package,Package phase,Requirement phase,Package surface,Requirement obligation,Exact ownership mechanism,Shared contract,Shared schema,Shared implementation location,Shared tests,Alternative package considered,Candidate decision,Final decision,Item-specific rationale,Evidence,Reviewer role,Review revision,Review status
CAN-LAM-EDGE-14,"When canonical path resolution leaves the Authorized Path Set or forms a cycle, Lamha must stop traversal at the boundary, record the link without following it, and show a scoped warning; the user may authorize the resolved target as a separate Library Root before a cycle-detected rescan.",WP-I3-004,WP-I3-004,I3,I3,Path normalization and escape protection,"When canonical path resolution leaves the Authorized Path Set or forms a cycle, Lamha must stop traversal at the boundary, record the link without following it, and show a scoped warning; the user may authorize the resolved target as a separate Library Root before a cycle-detected rescan.","WP-I3-004 is the architectural owner because its objective — Implement and verify the bounded path normalization and escape protection surface. — is the surface that must execute the obligation 'When canonical path resolution leaves the Authorized Path Set or forms a cycle, Lamha must'; prerequisite packages WP-I3-003 supply the underlying schema/identity/journal it needs.",Contracts affected by requirements CAN-LAM-EDGE-14; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-EDGE-14; schema paths are resolved in the package packet.,Implementation symbols are created only inside the bounded WP-I3-004 surface during execution.,Run reviewed fixtures for requirements CAN-LAM-EDGE-14; verification methods include Reparse-escape fixture with traversal-stop assertion..,Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I3-004 is the final owner of CAN-LAM-EDGE-14 because its bounded surface 'Path normalization and escape protection' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-004 is the architectural owner because its objective — Implement and verify the bounded path normalization and escape protection surface. — is the surface that must execute the obligation 'When canonical path resolution leaves the Authorized Path Set or forms a cycle, Lamha must'; prerequisite packages WP-I3-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDGE-14; requirement-membership.csv:CAN-LAM-EDGE-14; work-packages.json:WP-I3-004; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-14,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDGE-15,"When the destination filesystem detects a case-folded, Unicode-normalized, reserved-name, or length collision, Lamha must show the collision in Preview and propose a deterministic cross-platform-safe suffix or sanitization; only the user-approved safe name may be committed and the original name must be preserved in JSON/history.",WP-I3-002,WP-I3-002,I3,I3,Stable asset identity,"When the destination filesystem detects a case-folded, Unicode-normalized, reserved-name, or length collision, Lamha must show the collision in Preview and propose a deterministic cross-platform-safe suffix or sanitization; only the user-approved safe name may be committed and the original name must be preserved in JSON/history.","WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When the destination filesystem detects a case-folded, Unicode-normalized, reserved-name, '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11...; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I3-002 surface during execution.,"Run reviewed fixtures for requirements CAN-FAIL-08, CAN-LAM-AI-045, CAN-LAM-ASSET-042, CAN-LAM-ASSET-094, CAN-LAM-ASSET-100, CAN-LAM-ASSET-197, CAN-LAM-BACKUP-005, CAN-LAM-EDGE-11, CAN-LAM-EDGE-15, CAN-LAM-EVENT-013, CAN-LAM-EVENT-014, CAN-LAM-INV-ASSET-05...; verification methods include Original-filename immutability and restore gate.; Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio; Filename-preservation fixture.; Rename fixture with original-name checks..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I3-002 is the final owner of CAN-LAM-EDGE-15 because its bounded surface 'Stable asset identity' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-002 is the architectural owner because its objective — Implement and verify the bounded stable asset identity surface. — is the surface that must execute the obligation 'When the destination filesystem detects a case-folded, Unicode-normalized, reserved-name, '; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDGE-15; requirement-membership.csv:CAN-LAM-EDGE-15; work-packages.json:WP-I3-002; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-15,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDGE-16,"When an embedded timestamp has no reliable offset/time-zone provenance or sources disagree, Lamha must preserve the raw source value and mark normalized time/zone uncertainty; it must not silently assume UTC, local time, event time, or a folder date.",WP-I6-007,WP-I6-007,I6,I6,Event naming and normalization,"When an embedded timestamp has no reliable offset/time-zone provenance or sources disagree, Lamha must preserve the raw source value and mark normalized time/zone uncertainty; it must not silently assume UTC, local time, event time, or a folder date.",WP-I6-007 is the architectural owner because its objective — Implement and verify the bounded event naming and normalization surface. — is the surface that must execute the obligation 'When an embedded timestamp has no reliable offset/time-zone provenance or sources disagree'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.,"Contracts affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I6-007 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-051, CAN-LAM-EDGE-16, CAN-LAM-EVENT-007, CAN-LAM-FOLDER-068, CAN-LAM-INV-EVENT-01; verification methods include Bulk-rename fixture.; Timestamp-ambiguity fixture with raw-value retention check.; Event-folder naming fixture.; Folder-normalization fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I6-007 is the final owner of CAN-LAM-EDGE-16 because its bounded surface 'Event naming and normalization' executes the requirement obligation in phase I6. Ownership is implemented through 'WP-I6-007 is the architectural owner because its objective — Implement and verify the bounded event naming and normalization surface. — is the surface that must execute the obligation 'When an embedded timestamp has no reliable offset/time-zone provenance or sources disagree'; prerequisite packages WP-I6-002 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDGE-16; requirement-membership.csv:CAN-LAM-EDGE-16; work-packages.json:WP-I6-007; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDGE-16,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-001,"When a privacy-clean export is requested, Lamha must produce an export that omits reviewed private fields while preserving the original media and metadata records unchanged.",WP-I11-009,WP-I11-009,I11,I11,Privacy export recipes,"When a privacy-clean export is requested, Lamha must produce an export that omits reviewed private fields while preserving the original media and metadata records unchanged.","WP-I11-009 is the architectural owner because its objective — Implement and verify the bounded privacy export recipes surface. — is the surface that must execute the obligation 'When a privacy-clean export is requested, Lamha must produce an export that omits reviewed'; prerequisite packages WP-I11-003 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I11-009 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; verification methods include Privacy-export fixture with omission checks.; Privacy-export fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I11-009 is the final owner of CAN-LAM-EDIT-001 because its bounded surface 'Privacy export recipes' executes the requirement obligation in phase I11. Ownership is implemented through 'WP-I11-009 is the architectural owner because its objective — Implement and verify the bounded privacy export recipes surface. — is the surface that must execute the obligation 'When a privacy-clean export is requested, Lamha must produce an export that omits reviewed'; prerequisite packages WP-I11-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-001; requirement-membership.csv:CAN-LAM-EDIT-001; work-packages.json:WP-I11-009; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-001,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-003,Tag editing in the viewer must persist the reviewed tag changes with provenance and reflect them in the UI.,WP-I5-017,WP-I5-017,I5,I5,Asset viewer mutation actions,Tag editing in the viewer must persist the reviewed tag changes with provenance and reflect them in the UI.,"WP-I5-017 is the architectural owner because its objective — Apply viewer-originated mutations (bundle treat classification, tag editing, event assignment) through the reviewed authority and plan boundaries without modify — is the surface that must execute the obligation 'Tag editing in the viewer must persist the reviewed tag changes with provenance and reflec'; prerequisite packages WP-I11-001, WP-I3-006 supply the underlying schema/identity/journal it needs.",Viewer mutation command contracts,"Tag, event-assignment, and bundle-classification records",Implementation symbols are created only inside the bounded WP-I5-017 surface during execution.,"Tag-edit, event-assignment, and bundle-treat fixtures with authority checks.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I5-017 is the final owner of CAN-LAM-EDIT-003 because its bounded surface 'Asset viewer mutation actions' executes the requirement obligation in phase I5. Ownership is implemented through 'WP-I5-017 is the architectural owner because its objective — Apply viewer-originated mutations (bundle treat classification, tag editing, event assignment) through the reviewed authority and plan boundaries without modify — is the surface that must execute the obligation 'Tag editing in the viewer must persist the reviewed tag changes with provenance and reflec'; prerequisite packages WP-I11-001, WP-I3-006 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-003; requirement-membership.csv:CAN-LAM-EDIT-003; work-packages.json:WP-I5-017; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-003,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-004,"When the user applies a crop, Lamha must store a revisioned non-destructive crop recipe, show a preview, and never overwrite the original media.",WP-I11-004,WP-I11-004,I11,I11,"Non-destructive edit recipes, previews, and original preservation","When the user applies a crop, Lamha must store a revisioned non-destructive crop recipe, show a preview, and never overwrite the original media.","WP-I11-004 is the architectural owner because its objective — Persist revisioned crop/rotate/color edit recipes and metadata mirrors, preview changes, preserve original media bytes, and only materialize edited copies throu — is the surface that must execute the obligation 'When the user applies a crop, Lamha must store a revisioned non-destructive crop recipe, s'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Non-destructive edit recipe and preview contracts,Edit recipe and edit-revision records,Implementation symbols are created only inside the bounded WP-I11-004 surface during execution.,"Fixture suite covering crop/rotate/color recipe creation, preview, metadata mirror updates, and primary-byte immutability.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I11-004 is the final owner of CAN-LAM-EDIT-004 because its bounded surface 'Non-destructive edit recipes, previews, and original preservation' executes the requirement obligation in phase I11. Ownership is implemented through 'WP-I11-004 is the architectural owner because its objective — Persist revisioned crop/rotate/color edit recipes and metadata mirrors, preview changes, preserve original media bytes, and only materialize edited copies throu — is the surface that must execute the obligation 'When the user applies a crop, Lamha must store a revisioned non-destructive crop recipe, s'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-004; requirement-membership.csv:CAN-LAM-EDIT-004; work-packages.json:WP-I11-004; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-004,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-005,"When the user applies a rotation, Lamha must store a revisioned non-destructive rotation recipe, show a preview, and never overwrite the original media.",WP-I11-004,WP-I11-004,I11,I11,"Non-destructive edit recipes, previews, and original preservation","When the user applies a rotation, Lamha must store a revisioned non-destructive rotation recipe, show a preview, and never overwrite the original media.","WP-I11-004 is the architectural owner because its objective — Persist revisioned crop/rotate/color edit recipes and metadata mirrors, preview changes, preserve original media bytes, and only materialize edited copies throu — is the surface that must execute the obligation 'When the user applies a rotation, Lamha must store a revisioned non-destructive rotation r'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Non-destructive edit recipe and preview contracts,Edit recipe and edit-revision records,Implementation symbols are created only inside the bounded WP-I11-004 surface during execution.,"Fixture suite covering crop/rotate/color recipe creation, preview, metadata mirror updates, and primary-byte immutability.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I11-004 is the final owner of CAN-LAM-EDIT-005 because its bounded surface 'Non-destructive edit recipes, previews, and original preservation' executes the requirement obligation in phase I11. Ownership is implemented through 'WP-I11-004 is the architectural owner because its objective — Persist revisioned crop/rotate/color edit recipes and metadata mirrors, preview changes, preserve original media bytes, and only materialize edited copies throu — is the surface that must execute the obligation 'When the user applies a rotation, Lamha must store a revisioned non-destructive rotation r'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-005; requirement-membership.csv:CAN-LAM-EDIT-005; work-packages.json:WP-I11-004; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-005,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-006,"When the user exports an edited copy, Lamha must produce a new file from the revisioned recipe while leaving the original media unchanged.",WP-I11-006,WP-I11-006,I11,I11,Derivative export commands and export manifests,"When the user exports an edited copy, Lamha must produce a new file from the revisioned recipe while leaving the original media unchanged.","WP-I11-006 is the architectural owner because its objective — Create new output copies for raw-data export and edited-copy export with provenance/derivative manifests while leaving original media and source records unchang — is the surface that must execute the obligation 'When the user exports an edited copy, Lamha must produce a new file from the revisioned re'; prerequisite packages WP-I3-012 supply the underlying schema/identity/journal it needs.",Derivative/export command contracts and export manifest contract,Derivative manifest and export provenance records,Implementation symbols are created only inside the bounded WP-I11-006 surface during execution.,"Fixture suite covering raw-data copy/export and edited-copy export with output hash, provenance pinning, and original immutability.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I11-006 is the final owner of CAN-LAM-EDIT-006 because its bounded surface 'Derivative export commands and export manifests' executes the requirement obligation in phase I11. Ownership is implemented through 'WP-I11-006 is the architectural owner because its objective — Create new output copies for raw-data export and edited-copy export with provenance/derivative manifests while leaving original media and source records unchang — is the surface that must execute the obligation 'When the user exports an edited copy, Lamha must produce a new file from the revisioned re'; prerequisite packages WP-I3-012 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-006; requirement-membership.csv:CAN-LAM-EDIT-006; work-packages.json:WP-I11-006; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-006,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-007,The release bundle must include the reviewed privacy statement and the release gate must fail when it is missing.,WP-I1-005,WP-I1-005,I1,I1,Licence/attribution/redistribution inventory and release-gate legal-file verification,The release bundle must include the reviewed privacy statement and the release gate must fail when it is missing.,"WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the reviewed privacy statement and the release gate must f'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",Legal-file and licence-inventory contracts,Licence/attribution and model-provenance records,Implementation symbols are created only inside the bounded WP-I1-005 surface during execution.,"Fixture suite asserting every bundled component has licence/attribution/redistribution review, required legal files are present, and release is blocked on any missing entry.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I1-005 is the final owner of CAN-LAM-EDIT-007 because its bounded surface 'Licence/attribution/redistribution inventory and release-gate legal-file verification' executes the requirement obligation in phase I1. Ownership is implemented through 'WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the reviewed privacy statement and the release gate must f'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-007; requirement-membership.csv:CAN-LAM-EDIT-007; work-packages.json:WP-I1-005; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-007,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EDIT-013,Privacy export must produce copies stripped of the reviewed private fields while leaving the original media unchanged.,WP-I11-009,WP-I11-009,I11,I11,Privacy export recipes,Privacy export must produce copies stripped of the reviewed private fields while leaving the original media unchanged.,WP-I11-009 is the architectural owner because its objective — Implement and verify the bounded privacy export recipes surface. — is the surface that must execute the obligation 'Privacy export must produce copies stripped of the reviewed private fields while leaving t'; prerequisite packages WP-I11-003 supply the underlying schema/identity/journal it needs.,"Contracts affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I11-009 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-EDIT-001, CAN-LAM-EDIT-013; verification methods include Privacy-export fixture with omission checks.; Privacy-export fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I11-009 is the final owner of CAN-LAM-EDIT-013 because its bounded surface 'Privacy export recipes' executes the requirement obligation in phase I11. Ownership is implemented through 'WP-I11-009 is the architectural owner because its objective — Implement and verify the bounded privacy export recipes surface. — is the surface that must execute the obligation 'Privacy export must produce copies stripped of the reviewed private fields while leaving t'; prerequisite packages WP-I11-003 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EDIT-013; requirement-membership.csv:CAN-LAM-EDIT-013; work-packages.json:WP-I11-009; reviewed-actionable-requirements-v3.csv:CAN-LAM-EDIT-013,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EVENT-002,"When events are managed, Lamha must persist the reviewed event record with name, date authority, members, and folders and make no filesystem change until an approved operation plan exists.",WP-I6-009,WP-I6-009,I6,I6,Event filesystem materialization plan,"When events are managed, Lamha must persist the reviewed event record with name, date authority, members, and folders and make no filesystem change until an approved operation plan exists.","WP-I6-009 is the architectural owner because its objective — Implement and verify the bounded event filesystem materialization plan surface. — is the surface that must execute the obligation 'When events are managed, Lamha must persist the reviewed event record with name, date auth'; prerequisite packages WP-I3-011, WP-I6-002 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058...; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I6-009 surface during execution.,"Run reviewed fixtures for requirements CAN-FAIL-05, CAN-FAIL-11, CAN-LAM-ARCH-037, CAN-LAM-ASSET-070, CAN-LAM-EVENT-002, CAN-LAM-EVENT-045, CAN-LAM-EVENT-057, CAN-LAM-EVENT-058, CAN-LAM-FOLDER-007, CAN-LAM-FOLDER-018, CAN-LAM-FOLDER-025, CAN-LAM-FOLDER-038...; verification methods include Zero-category-folder materialization gate.; Linked-folder immobility gate.; Multi-day event fixture with split confirmation.; Planned-move fixture with scope checks..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I6-009 is the final owner of CAN-LAM-EVENT-002 because its bounded surface 'Event filesystem materialization plan' executes the requirement obligation in phase I6. Ownership is implemented through 'WP-I6-009 is the architectural owner because its objective — Implement and verify the bounded event filesystem materialization plan surface. — is the surface that must execute the obligation 'When events are managed, Lamha must persist the reviewed event record with name, date auth'; prerequisite packages WP-I3-011, WP-I6-002 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EVENT-002; requirement-membership.csv:CAN-LAM-EVENT-002; work-packages.json:WP-I6-009; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-002,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EVENT-003,"When an event page is opened, Lamha must load the reviewed event record, members, and folders for display and must not create or update an event plan merely because the page was opened.",WP-I6-002,WP-I6-002,I6,I6,"Event authoritative records, schema/JSON-XMP alignment, and event projections","When an event page is opened, Lamha must load the reviewed event record, members, and folders for display and must not create or update an event plan merely because the page was opened.","WP-I6-002 is the architectural owner because its objective — Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-d — is the surface that must execute the obligation 'When an event page is opened, Lamha must load the reviewed event record, members, and fold'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.",Event authoritative record and projection contracts,Event record and event projection schemas,Implementation symbols are created only inside the bounded WP-I6-002 surface during execution.,"Fixture suite covering all event types, membership, attendees/groups/tags/descriptions/covers, schema rejection, JSON/XMP alignment, and AI-deletion rebuild.",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I6-002 is the final owner of CAN-LAM-EVENT-003 because its bounded surface 'Event authoritative records, schema/JSON-XMP alignment, and event projections' executes the requirement obligation in phase I6. Ownership is implemented through 'WP-I6-002 is the architectural owner because its objective — Persist reviewed event types, parent/child membership, attendees, groups, tags, descriptions, covers, locations, schema validation, JSON/XMP alignment, and AI-d — is the surface that must execute the obligation 'When an event page is opened, Lamha must load the reviewed event record, members, and fold'; prerequisite packages WP-I3-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EVENT-003; requirement-membership.csv:CAN-LAM-EVENT-003; work-packages.json:WP-I6-002; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-003,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
CAN-LAM-EVENT-004,"When event JSON is written, Lamha must persist a schema-valid event record with approved name, date, members, and folders.",WP-I3-001,WP-I3-001,I3,I3,Authoritative record envelope,"When event JSON is written, Lamha must persist a schema-valid event record with approved name, date, members, and folders.","WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When event JSON is written, Lamha must persist a schema-valid event record with approved n'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.","Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.",Implementation symbols are created only inside the bounded WP-I3-001 surface during execution.,"Run reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011...; verification methods include Transaction failure-injection fixture with pre-commit recove; Tag-record fixture with schema checks.; Sidecar-creation fixture with schema and journal checks.; Per-asset JSON fixture..",Adjacent phase ownership was rejected because it does not own this bounded surface.,CONFIRMED,CONFIRMED,"WP-I3-001 is the final owner of CAN-LAM-EVENT-004 because its bounded surface 'Authoritative record envelope' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When event JSON is written, Lamha must persist a schema-valid event record with approved n'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-EVENT-004; requirement-membership.csv:CAN-LAM-EVENT-004; work-packages.json:WP-I3-001; reviewed-actionable-requirements-v3.csv:CAN-LAM-EVENT-004,GPT_5_6_FINAL_MEMBERSHIP_REVIEWER,2026-08-08-gpt-5.6-final,REVIEWED_CONFIRMED
