Package ID,Canonical ID,Candidate placement,Final placement,Exact authority owner,Exact implementation owner,Exact shared mechanism,Exact Codebase evidence,Exact contract evidence,Exact schema evidence,Exact test evidence,Exact failure/recovery evidence,Alternative considered,Final decision,Item-specific rationale,Evidence sources,Reviewer role,Review revision,Verification status
WP-I0-011,CAN-LAM-GOV-054,WP-I0-011,WP-I0-011,"Active-plan authority, completion tracker, evidence gates, and planning pass obligations","Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'When implementation discovery identifies a new binding edge case, the planning tracker mus'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/mobile/lib/services/download.service.dart:L1-L141 (firstWhere); Codebase/mobile/packages/ui/test/formatted_text_test.dart:L1-L213 (firstWhere); Codebase/web/src/lib/utils/cast/gcast-destination.svelte.ts:L8-L8 (SESSION_DISCOVERY_CAUSE); Codebase/web/src/lib/managers/timeline-manager/timeline-day.svelte.ts:L103-L103 (.getFirstAsset()),Planning tracker and completion-status contracts,Completion tracker and planning evidence records,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.","Missing evidence, stale tracker revisions, canonical ID copying, incomplete pass maps, unverified blocker claims. Tracker updates are journaled; failed validation preserves the prior revision.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I0-011 is the final owner of CAN-LAM-GOV-054 because its bounded surface 'Active-plan authority, completion tracker, evidence gates, and planning pass obligations' executes the requirement obligation in phase I0. Ownership is implemented through 'WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'When implementation discovery identifies a new binding edge case, the planning tracker mus'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-054;requirement-membership.csv:CAN-LAM-GOV-054;work-packages.json:WP-I0-011,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I5-016,CAN-LAM-GOV-062,WP-I5-016,WP-I5-016,Detail loading and inspection surfaces,"Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records.","WP-I5-016 is the architectural owner because its objective — Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records. — is the surface that must execute the obligation 'The asset viewer must load the required source asset (original image, video, or audio file'; prerequisite packages WP-I3-002, WP-I3-005 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/mobile/lib/domain/services/timeline.service.dart:L1-L242 (TimelineAssetSource); Codebase/mobile/lib/providers/infrastructure/action.provider.dart:L1-L664 (_getOwnedRemoteAssetsForSource); Codebase/mobile/lib/presentation/widgets/action_buttons/bulk_tag_assets_action_button.widget.dart:L1-L46 (bulk_tag_assets_action_button.widget.dart); Codebase/web/src/routes/(user)/albums/[albumId=id]/[[photos=photos]]/[[assetId=id]]/+page.svelte:L283-L283 (onAlbumAddAssets()),Detail loading contracts,"Asset, person, event, sidecar, and duplicate projections",Detail-loading fixtures for present and missing records.,"Missing or malformed records, stale projections. Read-only loading; failures preserve the prior view.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I5-016 is the final owner of CAN-LAM-GOV-062 because its bounded surface 'Detail loading and inspection surfaces' executes the requirement obligation in phase I5. Ownership is implemented through 'WP-I5-016 is the architectural owner because its objective — Load and display asset, person, event, sidecar, and duplicate detail views from local records without mutating the loaded records. — is the surface that must execute the obligation 'The asset viewer must load the required source asset (original image, video, or audio file'; prerequisite packages WP-I3-002, WP-I3-005 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-062;requirement-membership.csv:CAN-LAM-GOV-062;work-packages.json:WP-I5-016,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I1-005,CAN-LAM-GOV-065,WP-I1-005,WP-I1-005,Licence/attribution/redistribution inventory and release-gate legal-file verification,"Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is present.","WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required legal files (licence texts, notices, and attr'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/mobile/lib/utils/licenses.dart:L1-L42 (licenses.dart); Codebase/server/src/dtos/license.dto.ts:L1-L1 (license.dto.ts); Codebase/web/src/lib/utils/license-utils.ts:L1-L1 (license-utils.ts); Codebase/server/src/emails/license.email.tsx:L1-L1 (license.email.tsx),Legal-file and licence-inventory contracts,Licence/attribution and model-provenance records,"Fixture suite asserting every bundled component has licence/attribution/redistribution review, required legal files are present, and release is blocked on any missing entry.","Missing licence/notice/attribution, unresolved redistribution, unrecorded model provenance. Inventory writes are revisioned; failed verification preserves the previous inventory.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I1-005 is the final owner of CAN-LAM-GOV-065 because its bounded surface 'Licence/attribution/redistribution inventory and release-gate legal-file verification' executes the requirement obligation in phase I1. Ownership is implemented through 'WP-I1-005 is the architectural owner because its objective — Inventory and persist licence, attribution, redistribution, model-provenance, and required legal-file obligations; block release until every required notice is  — is the surface that must execute the obligation 'The release bundle must include the required legal files (licence texts, notices, and attr'; prerequisite packages WP-I1-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-065;requirement-membership.csv:CAN-LAM-GOV-065;work-packages.json:WP-I1-005,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I15-006,CAN-LAM-GOV-069,WP-I15-006,WP-I15-006,Runtime component licence decisions,"Implement the reviewed Runtime component licence decisions for requirements CAN-LAM-GOV-069 covering 1 requirements: Required repository documentation—including README, licence/.","WP-I15-006 is the architectural owner because its objective — Implement and verify the bounded runtime component licence decisions surface. — is the surface that must execute the obligation 'Required repository documentation—including README, licence/copyright/AGPL/third-party not'; prerequisite packages WP-I0-005 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/packages/plugin-sdk/esbuild.js:L1-L1 (plugin-sdk/esbuild.js); Codebase/packages/plugin-core/esbuild.js:L1-L1 (plugin-core/esbuild.js); Codebase/packages/cli/README.md:L1-L33 (README.md); Codebase/packages/sdk/README.md:L1-L26 (README.md),Contracts affected by requirements CAN-LAM-GOV-069; registry references are resolved in the package packet.,Schemas affected by requirements CAN-LAM-GOV-069; schema paths are resolved in the package packet.,Run reviewed fixtures for requirements CAN-LAM-GOV-069; verification methods include Gate 1 scope; Gate 2 compile/build; Gate 3 focused/regressio.,Failures must preserve authoritative state for requirements CAN-LAM-GOV-069; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.,No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I15-006 is the final owner of CAN-LAM-GOV-069 because its bounded surface 'Runtime component licence decisions' executes the requirement obligation in phase I15. Ownership is implemented through 'WP-I15-006 is the architectural owner because its objective — Implement and verify the bounded runtime component licence decisions surface. — is the surface that must execute the obligation 'Required repository documentation—including README, licence/copyright/AGPL/third-party not'; prerequisite packages WP-I0-005 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-069;requirement-membership.csv:CAN-LAM-GOV-069;work-packages.json:WP-I15-006,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I3-001,CAN-LAM-GOV-071,WP-I3-001,WP-I3-001,Authoritative record envelope,"Implement the reviewed Authoritative record envelope for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109... covering 31 requirements: Preserve the original value; Tag records; Sidecars to create; Per-asset JSON; Filename; Filesystem; Asset JSON; Physical path; Filesystem; Asset JSON; Uploader/importer; Asset JSON; Operation history; Approved tags; Asset JSON; XMP keywords.","WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Metadata resolution must follow the reviewed authority order (filesystem, Asset JSON, embe'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/mobile/lib/infrastructure/entities/remote_album.entity.dart:L1-L28 (order); Codebase/mobile/lib/infrastructure/entities/remote_album.entity.drift.dart:L1-L956 (order); Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.dart:L1-L53 (TrashedLocalAssetEntityDataDomainExtension); Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart:L1-L1241 (TrashedLocalAssetEntityData),"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011...; verification methods include Transaction failure-injection fixture with pre-commit recove; Tag-record fixture with schema checks.; Sidecar-creation fixture with schema and journal checks.; Per-asset JSON fixture..","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I3-001 is the final owner of CAN-LAM-GOV-071 because its bounded surface 'Authoritative record envelope' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Metadata resolution must follow the reviewed authority order (filesystem, Asset JSON, embe'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-071;requirement-membership.csv:CAN-LAM-GOV-071;work-packages.json:WP-I3-001,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I3-001,CAN-LAM-GOV-075,WP-I3-001,WP-I3-001,Authoritative record envelope,"Implement the reviewed Authoritative record envelope for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109... covering 31 requirements: Preserve the original value; Tag records; Sidecars to create; Per-asset JSON; Filename; Filesystem; Asset JSON; Physical path; Filesystem; Asset JSON; Uploader/importer; Asset JSON; Operation history; Approved tags; Asset JSON; XMP keywords.","WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When two binding clauses remain irreconcilable, the implementation team must record both e'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/web/src/lib/components/shared-components/search-bar/SearchLocationSection.svelte:L1-L1 (lib/components/shared-components/search-bar/SearchLocationSection.svelte); Codebase/docs/docs/guides/custom-locations.md:L1-L52 (custom-locations.md); Codebase/mobile/lib/domain/services/map.service.dart:L1-L25 (MapMarkerSource); Codebase/mobile/lib/extensions/maplibrecontroller_extensions.dart:L1-L89 (addGeoJSONSourceForMarkers),"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011...; verification methods include Transaction failure-injection fixture with pre-commit recove; Tag-record fixture with schema checks.; Sidecar-creation fixture with schema and journal checks.; Per-asset JSON fixture..","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I3-001 is the final owner of CAN-LAM-GOV-075 because its bounded surface 'Authoritative record envelope' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'When two binding clauses remain irreconcilable, the implementation team must record both e'; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-075;requirement-membership.csv:CAN-LAM-GOV-075;work-packages.json:WP-I3-001,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I3-001,CAN-LAM-GOV-076,WP-I3-001,WP-I3-001,Authoritative record envelope,"Implement the reviewed Authoritative record envelope for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109... covering 31 requirements: Preserve the original value; Tag records; Sidecars to create; Per-asset JSON; Filename; Filesystem; Asset JSON; Physical path; Filesystem; Asset JSON; Uploader/importer; Asset JSON; Operation history; Approved tags; Asset JSON; XMP keywords.",WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Planning must not invent product requirements; every requirement must trace to a reviewed '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.,EXTRACTED current evidence: Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md); Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.dart:L1-L53 (TrashedLocalAssetEntityDataDomainExtension); Codebase/mobile/lib/infrastructure/entities/trashed_local_asset.entity.drift.dart:L1-L1241 (TrashedLocalAssetEntityData); Codebase/server/src/schema/tables/user-metadata.table.ts:L1-L1 (user-metadata.table.ts),"Contracts affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109, CAN-LAM-ASSET-113, CAN-LAM-EDGE-13, CAN-LAM-EVENT-004, CAN-LAM-EVENT-011...; verification methods include Transaction failure-injection fixture with pre-commit recove; Tag-record fixture with schema checks.; Sidecar-creation fixture with schema and journal checks.; Per-asset JSON fixture..","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-021, CAN-LAM-ARCH-038, CAN-LAM-ARCH-144, CAN-LAM-ASSET-039, CAN-LAM-ASSET-098, CAN-LAM-ASSET-099, CAN-LAM-ASSET-108, CAN-LAM-ASSET-109...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I3-001 is the final owner of CAN-LAM-GOV-076 because its bounded surface 'Authoritative record envelope' executes the requirement obligation in phase I3. Ownership is implemented through 'WP-I3-001 is the architectural owner because its objective — Implement and verify the bounded authoritative record envelope surface. — is the surface that must execute the obligation 'Planning must not invent product requirements; every requirement must trace to a reviewed '; prerequisite packages WP-I2-007 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-076;requirement-membership.csv:CAN-LAM-GOV-076;work-packages.json:WP-I3-001,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I4-010,CAN-LAM-GOV-126,WP-I4-010,WP-I4-010,Asset and path index,"Implement the reviewed Asset and path index for requirements CAN-LAM-ARCH-147, CAN-LAM-ARCH-148, CAN-LAM-ARCH-149, CAN-LAM-ARCH-151, CAN-LAM-ASSET-189, CAN-LAM-FOLDER-003, CAN-LAM-FOLDER-006, CAN-LAM-FOLDER-023... covering 14 requirements: Required storage; Keep linked; Normalize name; Merge; Asset details; Internal drives; Folder management; Link existing folders.",WP-I4-010 is the architectural owner because its objective — Implement and verify the bounded asset and path index surface. — is the surface that must execute the obligation 'Rescanning must not assume paths; every scan must resolve paths from the current filesyste'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.,EXTRACTED current evidence: Codebase/server/src/services/storage.service.ts:L190-L190 (.getMountFilePaths()); Codebase/server/src/services/library.service.ts:L1-L1 (src/services/library.service.ts); Codebase/server/src/controllers/library.controller.ts:L1-L1 (library.controller.ts); Codebase/server/src/repositories/library.repository.ts:L1-L1 (library.repository.ts),"Contracts affected by requirements CAN-LAM-ARCH-147, CAN-LAM-ARCH-148, CAN-LAM-ARCH-149, CAN-LAM-ARCH-151, CAN-LAM-ASSET-189, CAN-LAM-FOLDER-003, CAN-LAM-FOLDER-006, CAN-LAM-FOLDER-023...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-147, CAN-LAM-ARCH-148, CAN-LAM-ARCH-149, CAN-LAM-ARCH-151, CAN-LAM-ASSET-189, CAN-LAM-FOLDER-003, CAN-LAM-FOLDER-006, CAN-LAM-FOLDER-023...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-ARCH-147, CAN-LAM-ARCH-148, CAN-LAM-ARCH-149, CAN-LAM-ARCH-151, CAN-LAM-ASSET-189, CAN-LAM-FOLDER-003, CAN-LAM-FOLDER-006, CAN-LAM-FOLDER-023, CAN-LAM-FOLDER-024, CAN-LAM-FOLDER-026, CAN-LAM-FOLDER-027, CAN-LAM-FOLDER-051...; verification methods include Root-initialization fixture with directory and hash checks.; Keep-linked fixture with no-mutation assertion.; Normalize-name fixture with approval checks.; Merge-folder fixture with identity checks..","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-147, CAN-LAM-ARCH-148, CAN-LAM-ARCH-149, CAN-LAM-ARCH-151, CAN-LAM-ASSET-189, CAN-LAM-FOLDER-003, CAN-LAM-FOLDER-006, CAN-LAM-FOLDER-023...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I4-010 is the final owner of CAN-LAM-GOV-126 because its bounded surface 'Asset and path index' executes the requirement obligation in phase I4. Ownership is implemented through 'WP-I4-010 is the architectural owner because its objective — Implement and verify the bounded asset and path index surface. — is the surface that must execute the obligation 'Rescanning must not assume paths; every scan must resolve paths from the current filesyste'; prerequisite packages WP-I3-008 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-126;requirement-membership.csv:CAN-LAM-GOV-126;work-packages.json:WP-I4-010,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I0-011,CAN-LAM-GOV-165,WP-I0-011,WP-I0-011,"Active-plan authority, completion tracker, evidence gates, and planning pass obligations","Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obligations before any package advances.","WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'One ID represents one independently testable obligation. A compound bullet must be split i'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/mobile/lib/widgets/common/feature_check.dart:L1-L38 (feature_check.dart); Codebase/docs/docs/install/requirements.md:L1-L80 (requirements.md); Codebase/server/src/repositories/move.repository.ts:L1-L1 (move.repository.ts); Codebase/server/src/services/storage-template.service.ts:L1-L1 (storage-template.service.ts),Planning tracker and completion-status contracts,Completion tracker and planning evidence records,"Fixture suite asserting requirement/package status transitions require evidence, tracker revisions are preserved, planning passes reject incomplete maps, and stubs cannot satisfy gates.","Missing evidence, stale tracker revisions, canonical ID copying, incomplete pass maps, unverified blocker claims. Tracker updates are journaled; failed validation preserves the prior revision.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I0-011 is the final owner of CAN-LAM-GOV-165 because its bounded surface 'Active-plan authority, completion tracker, evidence gates, and planning pass obligations' executes the requirement obligation in phase I0. Ownership is implemented through 'WP-I0-011 is the architectural owner because its objective — Enforce planning authority: canonical requirement IDs, evidence gates, completion-tracker revisions, no-stub completion, and double-check/bottom-up audit obliga — is the surface that must execute the obligation 'One ID represents one independently testable obligation. A compound bullet must be split i'; prerequisite packages WP-I0-001 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-165;requirement-membership.csv:CAN-LAM-GOV-165;work-packages.json:WP-I0-011,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
WP-I4-001,CAN-LAM-GOV-174,WP-I4-001,WP-I4-001,Initial recursive scanner,"Implement the reviewed Initial recursive scanner for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374... covering 17 requirements: Recursive scanning; Sidecar discovery; Sidecar creation; Sidecar health checks; Read-only library support; Missing-root handling; Move into the library; Scanner.","WP-I4-001 is the architectural owner because its objective — Implement and verify the bounded initial recursive scanner surface. — is the surface that must execute the obligation 'The planning tracker must record the current physical path used as evidence for each requi'; prerequisite packages WP-I3-002, WP-I3-003, WP-I3-008 supply the underlying schema/identity/journal it needs.",EXTRACTED current evidence: Codebase/server/src/services/storage.service.ts:L190-L190 (.getMountFilePaths()); Codebase/server/src/services/library.service.ts:L1-L1 (src/services/library.service.ts); Codebase/server/src/controllers/library.controller.ts:L1-L1 (library.controller.ts); Codebase/server/src/repositories/library.repository.ts:L1-L1 (library.repository.ts),"Contracts affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; registry references are resolved in the package packet.","Schemas affected by requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; schema paths are resolved in the package packet.","Run reviewed fixtures for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374, CAN-LAM-ARCH-416, CAN-LAM-ASSET-027, CAN-LAM-FOLDER-015, CAN-LAM-FOLDER-016...; verification methods include Recursive-scan fixture.; Sidecar-discovery fixture.; Sidecar-creation fixture.; Sidecar-health fixture..","Failures must preserve authoritative state for requirements CAN-LAM-ARCH-083, CAN-LAM-ARCH-089, CAN-LAM-ARCH-090, CAN-LAM-ARCH-091, CAN-LAM-ARCH-092, CAN-LAM-ARCH-093, CAN-LAM-ARCH-150, CAN-LAM-ARCH-374...; invalid input returns typed errors and no partial commit. No partial authoritative state; use the package-specific transaction/recovery contract for mutations.",No other package owns the same bounded surface and phase obligation.,VERIFIED,"WP-I4-001 is the final owner of CAN-LAM-GOV-174 because its bounded surface 'Initial recursive scanner' executes the requirement obligation in phase I4. Ownership is implemented through 'WP-I4-001 is the architectural owner because its objective — Implement and verify the bounded initial recursive scanner surface. — is the surface that must execute the obligation 'The planning tracker must record the current physical path used as evidence for each requi'; prerequisite packages WP-I3-002, WP-I3-003, WP-I3-008 supply the underlying schema/identity/journal it needs.'. The package tests and exit gate jointly require the canonical ID, the observable criterion, typed failure, and preservation evidence.",requirements.csv:CAN-LAM-GOV-174;requirement-membership.csv:CAN-LAM-GOV-174;work-packages.json:WP-I4-001,GPT_5_6_FINAL_PACKAGE_MEMBER_REVIEWER,2026-08-08-gpt-5.6-final,VERIFIED
